,team,date,FOR_Set_Piece_Threat_RA20,FOR_Set_Piece_Threat_RA20_pct,FOR_Final_SP_Threat,FOR_Final_SP,FOR_Total_Shot_Threat_RA20,FOR_Shot_Threat_Cluster_0_RA20,FOR_Shot_Threat_Cluster_1_RA20,FOR_Shot_Threat_Cluster_2_RA20,FOR_Shot_Threat_Cluster_3_RA20,FOR_Shot_Threat_Cluster_4_RA20,FOR_Shot_Threat_Cluster_0_RA20_pct,FOR_Shot_Threat_Cluster_1_RA20_pct,FOR_Shot_Threat_Cluster_2_RA20_pct,FOR_Shot_Threat_Cluster_3_RA20_pct,FOR_Shot_Threat_Cluster_4_RA20_pct,AGAINST_Set_Piece_Threat_RA20,AGAINST_Set_Piece_Threat_RA20_pct,AGAINST_Final_SP_Threat,AGAINST_Final_SP,AGAINST_Total_Shot_Threat_RA20,AGAINST_Shot_Threat_Cluster_0_RA20,AGAINST_Shot_Threat_Cluster_1_RA20,AGAINST_Shot_Threat_Cluster_2_RA20,AGAINST_Shot_Threat_Cluster_3_RA20,AGAINST_Shot_Threat_Cluster_4_RA20,AGAINST_Shot_Threat_Cluster_0_RA20_pct,AGAINST_Shot_Threat_Cluster_1_RA20_pct,AGAINST_Shot_Threat_Cluster_2_RA20_pct,AGAINST_Shot_Threat_Cluster_3_RA20_pct,AGAINST_Shot_Threat_Cluster_4_RA20_pct
475,Aston Villa,2024-08-24 16:30:00,0.13926815334707493,0.1276075635363004,0.13343785844168765,0.5337514337667506,1.0913785161916163,0.45593004114925845,0.09155563884414722,0.26168712005019185,0.0,0.2822057161480188,0.41775610788109885,0.08388990390211469,0.23977668257879353,0.0,0.25857730563799297,0.13062537875957783,0.14323629974013205,0.13693083924985494,0.5477233569994198,0.9119572272989898,0.26748793940059834,0.06061274940147985,0.3353539554402232,0.0,0.24850258305668832,0.2933119354652596,0.06646446520414236,0.3677299169320314,0.0,0.2724936823985666
476,Aston Villa,2024-08-31 14:00:00,0.18673609727993604,0.16230490026371897,0.17452049877182751,0.6980819950873101,1.1505265520419923,0.4736542947590349,0.08845284185372282,0.25268429517745966,0.0,0.33573512025177477,0.41168480111856415,0.07688031336324556,0.2196249141134442,0.0,0.291809971404746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,Aston Villa,2024-09-14 16:30:00,0.20888455705717202,0.1658224299034151,0.18735349348029356,0.7494139739211743,1.2596881928388028,0.4904558237642048,0.08515973822213699,0.2812109608203172,0.0,0.40286167003214357,0.3893470039271587,0.06760382347493712,0.2232385461886302,0.0,0.31981062640927377,0.13140333816409105,0.1451158220607943,0.13825958011244266,0.5530383204497706,0.9055066242814063,0.26010217904113225,0.060769947338849196,0.3361319148447364,0.0,0.24850258305668832,0.2872449213141258,0.06711154364781718,0.3712086757084573,0.0,0.2744348593295996
478,Aston Villa,2024-09-21 14:00:00,0.19540943810716266,0.15316758559400792,0.1742885118505853,0.6971540474023412,1.2757884597405789,0.47983075454831103,0.08948238994926204,0.33874120898544785,0.0,0.36773410625755787,0.37610526328626664,0.07013889274986666,0.2655151850600123,0.0,0.2882406589038543,0.13352452050894492,0.14893681710716675,0.14123066880805585,0.5649226752322234,0.8965178865939375,0.25381912137381724,0.055943084973841796,0.3382530971895903,0.0,0.24850258305668832,0.2831166284234776,0.06240041142556731,0.3772965405907136,0.0,0.27718641956024165
479,Aston Villa,2024-09-29 13:00:00,0.1902551869861781,0.15841977175008645,0.17433747936813226,0.6973499174725291,1.2009560731239615,0.4649900147691367,0.0723560574464499,0.30588308535516257,0.0,0.3577269155532122,0.38718319943175883,0.06024871272621592,0.2546996448916659,0.0,0.29786844295035925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Aston Villa,2024-10-06 13:00:00,0.19297996759414665,0.16607680297042968,0.17952838528228815,0.7181135411291526,1.1619923080317673,0.45045892223715767,0.07713026264682402,0.29951392989605663,0.0,0.334889193251729,0.3876608469122867,0.06637760173943887,0.2577589609034385,0.0,0.28820259044483587,0.12962075751274818,0.14627726622658385,0.13794901186966602,0.5517960474786641,0.8861305714584884,0.25036845128051927,0.052910202927887326,0.3343493341933935,0.0,0.24850258305668832,0.28254126349397485,0.05970926253091806,0.37731384624625425,0.0,0.2804356277288529
481,Aston Villa,2024-10-19 14:00:00,0.20301474640145895,0.1752277818188069,0.18912126411013291,0.7564850564405317,1.158576250262558,0.4369136668741701,0.07983794193714848,0.3069354481995105,0.0,0.334889193251729,0.3771125696518949,0.06891039059281208,0.2649246850433473,0.0,0.2890523547119458,0.08062213063240047,0.0957149662666204,0.08816854844951044,0.35267419379804177,0.8423147787339982,0.24670274197123937,0.05365950204432,0.2725834071170538,0.0,0.2693691276013851,0.2928866359700282,0.06370480893730773,0.3236122812979104,0.0,0.3197962737947537
482,Aston Villa,2024-10-26 14:00:00,0.2388041427358984,0.2143118573290957,0.22655800003249704,0.9062320001299882,1.1142833892256019,0.4359227088280021,0.07783446023240675,0.29801194872707126,0.0,0.3025142714381218,0.39121350371287245,0.0698515844218944,0.26744717870575263,0.0,0.27148773315948055,0.07642784486524756,0.09052046149639341,0.08347415318082049,0.33389661272328197,0.8443156784866002,0.2475416938774287,0.05597559409216034,0.27142926291562613,0.0,0.2693691276013851,0.29318618638130306,0.0662969971047964,0.32147841125271004,0.0,0.31903840526119065
483,Aston Villa,2024-11-03 14:00:00,0.2666892257053404,0.23280276557297008,0.24974599563915525,0.998983982556621,1.1455586665775623,0.4237068284768609,0.08162237172946325,0.2982522835955023,0.0,0.34197718277573586,0.36986916588280466,0.07125114942678219,0.2603553116022876,0.0,0.29852437308812557,0.0734931458253413,0.08463180014086873,0.07906247298310501,0.31624989193242004,0.8683868912514298,0.2591895244084298,0.05893694348633276,0.2474908525589853,0.0,0.3027695707976818,0.2984724055828532,0.06786945321272515,0.285000677753584,0.0,0.34865746345083753
484,Aston Villa,2024-11-09 20:00:00,0.2996753924060612,0.25937443807190597,0.2795249152389836,1.1180996609559344,1.155377509957179,0.4058323656674473,0.081720165349543,0.3061856301501393,0.0,0.36163934879004955,0.3512552063459227,0.07073027183346484,0.26500916584527184,0.0,0.3130053559753407,0.07124184402637179,0.08112681459065708,0.07618432930851443,0.3047373172340577,0.8781540898140516,0.2563635253347455,0.05915139634162174,0.2598695973400026,0.0,0.3027695707976818,0.29193455716755845,0.06735878933746924,0.2959271047693119,0.0,0.3447795487256604
