player_id,understat_player,player_code,match_score,matched_name,matched_from,team_norm
11707,Jurriën Timber,445122,1.03,Jurriën Timber,full_name,arsenal
11633,Marc Guiu,499309,1.03,Marc Guiu Paz,web_name,chelsea
11461,Romaine Mundle,461199,1.03,Romaine Mundle,full_name,sunderland
11386,Lewis Miley,547719,1.03,Lewis Miley,full_name,newcastle
11385,Yasin Ayari,509416,1.03,Yasin Ayari,full_name,brighton
11363,Antoine Semenyo,437730,1.03,Antoine Semenyo,full_name,man city
11362,Facundo Buonanotte,536916,1.03,Facundo Buonanotte,full_name,brighton
11357,Noni Madueke,248857,1.03,Noni Madueke,full_name,arsenal
11356,Enzo Fernández,448047,1.03,Enzo Fernández,full_name,chelsea
11331,Merlin Röhl,513466,1.03,Merlin Röhl,full_name,everton
11296,Cody Gakpo,243298,1.03,Cody Gakpo,full_name,liverpool
11281,Michael Kayode,607464,1.03,Michael Kayode,full_name,brentford
11269,Jack Hinshelwood,532529,1.03,Jack Hinshelwood,full_name,brighton
11253,Mamadou Sarr,574458,1.03,Mamadou Sarr,full_name,chelsea
11710,Simon Adingra,535818,1.03,Simon Adingra,full_name,sunderland
11728,Calvin Bassey,232892,1.03,Calvin Bassey,full_name,fulham
12759,Yankuba Minteh,592031,1.03,Yankuba Minteh,full_name,brighton
11807,Ian Maatsen,441302,1.03,Ian Maatsen,full_name,aston villa
12758,Mats Wieffer,467779,1.03,Mats Wieffer,full_name,brighton
12757,Harrison Armstrong,609873,1.03,Harrison Armstrong,full_name,everton
12726,Christantus Uche,660392,1.03,Christantus Uche,full_name,crystal palace
12573,Tyrique George,550615,1.03,Tyrique George,full_name,everton
12535,Josh Acheampong,577016,1.03,Josh Acheampong,full_name,chelsea
12409,Adam Wharton,496221,1.03,Adam Wharton,full_name,crystal palace
12272,Myles Lewis-Skelly,499169,1.03,Myles Lewis-Skelly,full_name,arsenal
12149,Alex Scott,503139,1.03,Alex Scott,full_name,bournemouth
12123,Murillo,575476,1.03,Murillo Costa dos Santos,web_name,nott m forest
