pos_group,date,player_team,npg,key_passes,shots,goals,xG,xA,xA_sum,npxG,npxG_sum,assists,xGChain,xGBuildup,opponent,npxG_share,xA_share,team_XG_avg,team_Rolling_Threat,Team_code,opp_XGC_avg,opp_Rolling_Threat_Against,xA2,Adjusted_XG,Adjusted_XA,Rolling_Adjusted_XG,Rolling_Adjusted_XA,Rolling_XG_Share,Rolling_XA_Share,Rolling_Adjusted_XG2,Rolling_Adjusted_XA2,XGIndex,XAIndex
LW,2023-09-30,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0594083070755004,0.0594083070755004,Newcastle,0.0,0.0,0.8728069673465,0.457685546875,90,0.9101669023463768,0.9199576054386313,0.0,0.0,0.0,0.0995715515688431,0.06699125063158728,0.2395177680272641,0.20314071965727443,0.08712143686026819,0.04753729809502342,0.09334649421455565,0.05726427436330535
LW,2023-10-03,Burnley,0.0,2.0,2.0,0.0,0.2008216083049774,0.0430491305887699,0.0430491305887699,0.2008216083049774,0.2008216083049774,0.0,0.110928863286972,0.0,Luton,0.21798084803185155,0.11393729676522422,0.8372546057590492,0.496724853515625,90,2.126596854886896,2.168027648925781,0.02152456529438495,0.0935223128944997,0.010023956821033313,0.09899543359985802,0.059870338905268036,0.23746663278960575,0.19464515557231726,0.07940318105023099,0.03994288716644634,0.0891993073250445,0.04990661303585719
LW,2023-10-07,Burnley,1.0,1.0,3.0,1.0,0.1650300472974777,0.4783159494400024,0.4783159494400024,0.1650300472974777,0.1650300472974777,0.0,0.6433460116386414,0.0,Chelsea,0.1725096728508484,0.7257925986550179,0.8653003714634804,0.6121342468261719,90,1.147001757745611,1.2205752494106905,0.2391579747200012,0.1394083882371331,0.20202762064094718,0.10284428642245565,0.07763999912222792,0.23128025565258123,0.24523062634209827,0.0830361262792178,0.051730501687282215,0.09294020635083672,0.06468525040475506
LW,2023-10-21,Burnley,0.0,0.0,1.0,0.0,0.0207192804664373,0.0,0.0,0.0207192804664373,0.0207192804664373,0.0,0.0207192804664373,0.0,Brentford,0.02989238299898433,0.0,0.8610054266661077,0.6168674659729004,90,1.206334144253788,1.327345259596847,0.0,0.016355092467459423,0.0,0.09460722033150364,0.06793499923194943,0.21210045825700055,0.22187532859523176,0.07615115268193962,0.046651597053590024,0.08537918650672163,0.057293298142769726
LW,2023-10-28,Burnley,0.0,0.0,1.0,0.0,0.0271160509437322,0.0,0.0,0.0271160509437322,0.0271160509437322,0.0,0.0271160509437322,0.0,Bournemouth,0.030043817527185407,0.0,0.8284284615108215,0.5872590327262879,90,2.005113126147087,1.9699264315803195,0.0,0.013643160300641072,0.0,0.08689635747142148,0.059443124327955746,0.19476173056844673,0.20074434491949542,0.06582299554409084,0.039697524164120784,0.07635967650775616,0.049570324246038265
LW,2023-11-04,Burnley,0.0,1.0,4.0,0.0,0.3634539544582367,0.1145275756716728,0.1145275756716728,0.3634539544582367,0.3634539544582367,0.0,0.4066673517227173,0.0,Crystal Palace,0.24233414536324616,0.13273191138589727,0.811697491658862,0.6076016536355019,90,1.1299804977196952,1.194441249043606,0.0572637878358364,0.312726341477692,0.04927142668113029,0.1084039749958282,0.05817166212210256,0.19929243673938,0.194266970297248,0.0798298114100316,0.03992477776683701,0.0941168932029299,0.049048219944469784
LW,2023-11-11,Burnley,0.0,0.0,1.0,0.0,0.0147207602858543,0.0,0.0,0.0147207602858543,0.0147207602858543,0.0,0.0824424996972084,0.067721739411354,Arsenal,0.04492067539809791,0.0,0.8060746519775053,0.7566514469310641,90,0.8697029895359643,0.8560157076972155,0.0,0.017060440162647465,0.0,0.09970459072600146,0.05090020435683974,0.18459036423068648,0.17576535407846247,0.07620230928627578,0.037513315025208153,0.08795345000613862,0.044206759691023945
LW,2023-11-25,Burnley,0.0,0.0,1.0,0.0,0.0887795984745025,0.0,0.0,0.0887795984745025,0.0887795984745025,0.0,0.0887795984745025,0.0,West Ham,0.13034589951139763,0.0,0.7929710126560489,0.7795700160646811,90,1.6615162764267777,1.6400496918583043,0.0,0.05378029657884855,0.0,0.09533084842627262,0.04453767881223478,0.17942422473361136,0.15902579654718033,0.07134141970760285,0.03333328693194667,0.08333613406693774,0.038935482872090726
LW,2023-12-02,Burnley,1.0,1.0,3.0,1.0,0.848626434803009,0.0971701815724372,0.0971701815724372,0.848626434803009,0.848626434803009,0.0,0.9457966089248656,0.0971701815724372,Sheffield Utd,0.319172749308616,0.08321154277631024,0.7777613939835639,0.828373764056596,90,2.4744712797921657,2.089485398999532,0.0485850907862186,0.371881897453804,0.0212907764931202,0.1216690435717518,0.041631816022345454,0.19273360802646894,0.15180539142614508,0.08389925462189458,0.029772907884627497,0.1027841490968232,0.03570236195348647
LW,2023-12-05,Burnley,0.0,0.0,1.0,0.0,0.0492162071168422,0.0,0.0,0.0492162071168422,0.0492162071168422,0.0,0.0492162071168422,0.0492162071168422,Wolves,0.061254351460653236,0.0,0.8796363939835641,0.9848270435495214,90,1.6633050899786408,1.5138776439324024,0.0,0.030981036495976493,0.0,0.11303209051691605,0.03642783901955227,0.18021177406781982,0.13734773509984555,0.07750546742874656,0.02681684635745992,0.09526877897283131,0.0316223426885061
LW,2023-12-09,Burnley,1.0,0.0,2.0,1.0,0.1337804049253463,0.0,0.0,0.1337804049253463,0.1337804049253463,0.0,0.1337804049253463,0.0,Brighton,0.11246510969804996,0.0,0.8440906494646979,0.9642236631058312,90,1.4731672424365774,1.2161230539016408,0.0,0.09949123388241417,0.0,0.11174248512315398,0.03187435914210824,0.17375971079450842,0.12426699842366978,0.07722190041761283,0.024653297816834625,0.0944821927703834,0.028263828479471433
LW,2023-12-16,Burnley,0.0,2.0,1.0,0.0,0.0603551417589187,0.1322927922010421,0.1322927922010421,0.0603551417589187,0.0603551417589187,0.0,0.2104429751634597,0.150087833404541,Everton,0.07438072147711577,0.25619988396288257,0.8467250340341659,0.9536957052176024,90,1.31149053100734,1.2489533184206285,0.06614639610052105,0.04714428068586836,0.051667913838687685,0.10559027517674582,0.03434855347918067,0.1642950451452329,0.13683203514169007,0.07424817928304456,0.0258094055506163,0.08991922722989519,0.030078979514898484
LW,2023-12-23,Burnley,1.0,2.0,1.0,1.0,0.032121043652296,0.1292498707771301,0.1292498707771301,0.032121043652296,0.032121043652296,1.0,0.2251531481742859,0.0637822225689888,Fulham,0.0770030631001706,0.5279077522496158,0.7936498170829207,0.958233742065402,90,1.6173840840291134,1.6226100745290235,0.5646249353885651,0.01982784047153376,0.3485345391115363,0.09742242425243992,0.07362180168322513,0.15598152304570315,0.1740773415329211,0.06872320966206127,0.03391339053369097,0.0830728169572506,0.05376759610845805
LW,2023-12-26,Burnley,0.0,1.0,0.0,0.0,0.0,0.0126938940957188,0.0126938940957188,0.0,0.0,0.0,0.0,0.0,Liverpool,0.0,0.016244026230606206,0.8051300500495596,0.9072045243072268,90,0.9004024704293788,1.0695885588060874,0.0063469470478594,0.0,0.006443630406096404,0.08814409813315993,0.06522453027358405,0.14112613989849332,0.15904559721841494,0.0651693768655299,0.03249794290804986,0.07665673749934492,0.04886123659081695
LW,2023-12-30,Burnley,0.0,1.0,1.0,0.0,0.1065576672554016,0.056502740830183,0.056502740830183,0.1065576672554016,0.1065576672554016,0.0,0.1630604118108749,0.0,Aston Villa,0.0950379342947129,0.09583964272497576,0.7827771708683549,0.8650539587688235,90,1.0758251547149829,1.1334972922114894,0.0282513704150915,0.0964618518257855,0.025574691873876326,0.08893626515150523,0.060268300473620584,0.13673678698384759,0.15302598250475408,0.06639296527778853,0.03198171663310144,0.07766461521464688,0.04612500855336101
LW,2024-01-12,Burnley,0.0,1.0,3.0,0.0,0.1342547237873077,0.1278600245714187,0.1278600245714187,0.1342547237873077,0.1342547237873077,0.0,0.3311908841133117,0.217188075184822,Luton,0.08831230257466549,0.3805470620054469,0.8193987373916153,0.9044222139227204,90,2.2374238234400283,1.9655791654690504,0.06393001228570935,0.06388514314245326,0.030421111978463224,0.086550444007786,0.05653740191172591,0.13212493132583025,0.1746946567429153,0.06261097664728414,0.030142290967040387,0.07458071032753508,0.04333984643938315
LW,2024-01-31,Burnley,0.0,0.0,1.0,0.0,0.1121188998222351,0.0,0.0,0.1121188998222351,0.1121188998222351,0.0,0.1489665359258651,0.0368476398289203,Man City,0.07519030665407972,0.0,0.8071478105666661,0.9588694371823804,90,0.9117106998339978,0.9660091374898688,0.0,0.119420264507646,0.0,0.08968090310301076,0.04947022667276017,0.12670258611899687,0.15805707038644717,0.06564284305054577,0.028727321524760395,0.07766187307677827,0.03909877409876028
LW,2024-02-03,Burnley,0.0,1.0,2.0,0.0,0.0644633248448371,0.0274854637682437,0.0274854637682437,0.0644633248448371,0.0644633248448371,0.0,0.1279571801424026,0.0360083952546119,Fulham,0.06365073725146322,0.03520261874356091,0.8420729232478342,0.9477607575345828,90,1.6277851092467075,1.4522801978335358,0.01374273188412185,0.041858414298328823,0.008923662659055313,0.08512638035970772,0.04440190617104706,0.12069764813161273,0.146356646420458,0.06268115767700973,0.02696145399786931,0.07390376901835873,0.035681680084458184
LW,2024-02-10,Burnley,0.0,0.0,2.0,0.0,0.082750916481018,0.0,0.0,0.082750916481018,0.082750916481018,0.0,0.1194059699773788,0.0366550534963607,Liverpool,0.0730129102087854,0.0,0.8911234322729978,0.97679066284276,90,0.9663835953589712,1.0250105257523776,0.0,0.0831085274419076,0.0,0.08493420389134582,0.03885166789966618,0.1161562445199149,0.1324179181899382,0.06371601182654384,0.025619181973170035,0.07432510785894483,0.03223542493641811
LW,2024-02-17,Burnley,0.0,0.0,1.0,0.0,0.0101482849568128,0.0,0.0,0.0101482849568128,0.0101482849568128,0.0,0.0769423693418502,0.0667940825223922,Arsenal,0.030280462419391523,0.0,0.8502075385084913,0.980941829987415,90,0.7945736204769591,0.8114313129158307,0.0,0.012637925009824084,0.0,0.07804884399786756,0.033995209412207905,0.10797759860557934,0.11980668788613456,0.06178970234379647,0.024590568657210068,0.06991927317083202,0.029292889034708988
LW,2024-02-24,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0380685739219188,0.0380685739219188,Crystal Palace,0.0,0.0,0.8310905142634953,0.9058241012389882,90,1.4739954793395793,1.4170891614724366,0.0,0.0,0.0,0.0706156207599754,0.029745808235681917,0.09769401778600036,0.10839652713507412,0.05732372085863407,0.022813233273367733,0.06396967080930474,0.026279520754524825
LW,2024-03-03,Burnley,0.0,4.0,6.0,0.0,0.3120379745960235,0.4572458267211914,0.4572458267211914,0.3120379745960235,0.3120379745960235,0.0,0.6869169473648071,0.0208980739116668,Bournemouth,0.19273055505079403,0.39710433609312246,0.7838754344554031,0.8163460885841145,90,1.682084889290984,1.548933205821447,0.2286229133605957,0.1931514868753252,0.14151756915656655,0.08228570324715158,0.0437172783507925,0.10674511657312356,0.13589250894060254,0.062350945718064814,0.028046362493339257,0.07231832448260819,0.03588182042206588
LW,2024-03-10,Burnley,0.0,0.0,2.0,0.0,0.0555908866226673,0.0,0.0,0.0555908866226673,0.0555908866226673,0.0,0.0217197258025407,0.0,West Ham,0.06307755204672165,0.0,0.7726266247430115,0.9405528275111004,90,1.7089846627746828,1.887147689256538,0.0,0.030917041521715757,0.0,0.07739344974949103,0.03825261855694344,0.10258630090394243,0.12295036523197372,0.058291241467238714,0.02552490170536195,0.06784234560836487,0.031888760131152695
LW,2024-03-16,Burnley,0.0,1.0,3.0,1.0,0.9339775443077089,0.089121326804161,0.089121326804161,0.1728087216615677,0.1728087216615677,0.0,0.7827385663986206,0.6099298596382141,Brentford,0.0892333260428397,0.06381234811322091,0.7472595361174806,0.9454837240722128,90,1.6129179851569913,1.769446414384508,0.0445606634020805,0.10218220229907397,0.026348824750000905,0.07975428332564179,0.03676464433107562,0.10131458901240883,0.11731817312542583,0.058471296083595775,0.024683979972111685,0.06911278970461879,0.03072431215159365
LW,2024-03-30,Burnley,0.0,1.0,2.0,0.0,0.1183211430907249,0.0776536166667938,0.0776536166667938,0.1183211430907249,0.1183211430907249,0.0,0.6027101874351501,0.484389066696167,Chelsea,0.049741416389752054,0.1337476345674835,0.8320095361174807,1.0835482585631864,90,1.441006740271182,1.6349762850594831,0.0388268083333969,0.07693224710042443,0.025245138229735876,0.07948551797085918,0.03532470606840815,0.09640285828644152,0.11888288373895513,0.057821490583061394,0.024048049298803036,0.06865350427696029,0.029686377683605596
LW,2024-04-02,Burnley,1.0,1.0,2.0,1.0,0.7016989588737488,0.0205387882888317,0.0205387882888317,0.7016989588737488,0.7016989588737488,0.0,0.7593700885772705,0.0576711073517799,Wolves,0.6232856895456397,0.02602579063353795,0.8654810981510541,1.150604726242788,90,1.5872131787819863,1.5881512390187609,0.01026939414441585,0.44196436474509876,0.0064681672987495515,0.11400731290173913,0.031717638722200826,0.1465821755492223,0.11003935106224873,0.06748136359405503,0.02246242466221708,0.09074433824789707,0.027090031692208954
LW,2024-04-06,Burnley,0.0,1.0,1.0,0.0,0.0334369987249374,0.0452323816716671,0.0452323816716671,0.0334369987249374,0.0334369987249374,0.0,0.0452323816716671,0.0,Everton,0.09563824729041548,0.35041992324050497,0.856835269843063,1.2067791354624395,90,1.390975957077349,1.6104203421888097,0.02261619083583355,0.02228096218624161,0.015070446272865204,0.10527146997645365,0.029636739666033876,0.14173037285790735,0.13293273888874932,0.06353195382935134,0.02153048101951726,0.0844017119029025,0.025583610342775568
LW,2024-04-13,Burnley,0.0,1.0,1.0,0.0,0.4964310824871063,0.0541949458420276,0.0541949458420276,0.4964310824871063,0.4964310824871063,0.0,0.4964310824871063,0.0,Brighton,0.2680230877442945,0.06584390605446808,0.8067109330354506,1.1759317435296346,90,1.3912327035511622,1.4995269711438044,0.0270974729210138,0.3434606389681908,0.018747648348784392,0.12795615273757147,0.028275603251377693,0.15375825046613467,0.1265433262378654,0.07319182684034498,0.020911877279256332,0.10057398978895822,0.024593740265317014
LW,2024-04-20,Burnley,1.0,1.0,2.0,1.0,0.5880259275436401,0.031197503209114,0.031197503209114,0.5880259275436401,0.5880259275436401,0.0,1.2884893417358398,0.6692659258842468,Sheffield Utd,0.24204553682251026,0.023089467989104395,0.8030578626916637,1.1751902755884305,90,2.497169034795001,1.9138726134797,0.015598751604557,0.26661545024116284,0.00707259320965975,0.14116180011886587,0.02562522699616295,0.16216656345245617,0.1166905778332215,0.07845129443975132,0.018959427899179093,0.1098065472793086,0.022292327447671022
LW,2024-04-27,Burnley,0.0,1.0,3.0,0.0,0.1308381855487823,0.0444148257374763,0.0444148257374763,0.1308381855487823,0.1308381855487823,0.0,0.119528517127037,0.0,Man Utd,0.11525941617087081,0.07590513911137922,0.8861828626916637,1.2857914911398762,90,1.5988609622642729,1.965612229964708,0.02220741286873815,0.07341235492191481,0.012460417947400038,0.13470947200487055,0.023979625865067588,0.1576992160923052,0.11280625033590319,0.07513097378769316,0.017892939484383544,0.10492022289628186,0.020936282674725568
LW,2024-05-04,Burnley,0.0,1.0,3.0,0.0,0.3805470168590545,0.0183953512459993,0.0183953512459993,0.3805470168590545,0.3805470168590545,0.0,0.4093649685382843,0.0288179330527782,Newcastle,0.29579366574995686,0.02859235804922543,0.9330554107481144,1.3463175547473918,90,1.320371923035592,1.5272459643781442,0.00919767562299965,0.26727393344524536,0.006459908587913223,0.14733465880871577,0.021789661205423295,0.17085106844065298,0.10478587964193388,0.08314606283853924,0.016942128550425654,0.11524036082362751,0.019365894877924474
LW,2024-05-11,Burnley,0.0,0.0,1.0,0.0,0.3446391522884369,0.0,0.0,0.3446391522884369,0.3446391522884369,0.0,0.3446391522884369,0.0,Spurs,0.36265153228335895,0.0,0.9524963935134284,1.3492778604039677,90,1.6658236094017786,1.610935832303472,0.0,0.21035364873112813,0.0,0.15333646737275503,0.01906595355474538,0.18911777928281548,0.0948062720569878,0.08685250411392562,0.01555424655817087,0.12009448574334032,0.017310100056458125
LW,2024-05-19,Burnley,0.0,3.0,2.0,0.0,0.0752172023057937,0.4072650074958801,0.4072650074958801,0.0752172023057937,0.0752172023057937,0.0,0.5372444987297058,0.1013277918100357,Nott'm Forest,0.06950248617954916,0.6479379243016876,0.932578116835312,1.2893681278534717,90,1.547404789379392,1.3418520823314213,0.20363250374794006,0.05206681554849459,0.1409583936559876,0.14369173862758738,0.034302508567400664,0.1777258466063139,0.1474854770326735,0.08318236503293906,0.021478660897158264,0.11343705183026323,0.027890584732279462
LW,2025-08-16,Burnley,0.0,2.0,4.0,0.0,0.213046595454216,0.0646609216928482,0.0646609216928482,0.213046595454216,0.213046595454216,0.0,0.4348117411136627,0.2617967128753662,Spurs,0.28407757097986536,0.12614049422202675,0.935963629648871,1.2944471118717875,90,1.673966802386197,1.8298653166610084,0.0323304608464241,0.12160776442231462,0.01845434355754219,0.14158850298898998,0.032321487941168354,0.18785458226093785,0.14545262152689764,0.08197632719553677,0.020519937526895713,0.11178241509226337,0.026420712734032036
LW,2025-08-23,Burnley,1.0,1.0,2.0,1.0,0.7731730937957764,0.0511747412383556,0.0511747412383556,0.7731730937957764,0.7731730937957764,1.0,0.86076819896698,0.0364203676581382,Sunderland,0.770235428294209,0.08015791683472763,0.8535886296488711,1.272641222887814,90,0.52,1.21,0.5255873706191778,0.8938417269315334,0.6076154573632113,0.2132316671739941,0.10423323411892373,0.243319424740297,0.13923407822288145,0.0916362002065304,0.027887196602418136,0.15243393369026226,0.06606021536067093
LW,2025-08-30,Burnley,1.0,0.0,1.0,1.0,0.6409280300140381,0.0,0.0,0.6409280300140381,0.6409280300140381,0.0,0.7515773773193359,0.1106493547558784,Man Utd,0.4656187611314715,0.0,0.882213629648871,1.2073110700268377,90,1.3351131052243874,1.1773903297491657,0.0,0.5101907691686676,0.0,0.24151348641158207,0.09120407985405826,0.26449079011088505,0.12597368982070226,0.10612600972302086,0.026135529671034177,0.17381974806730147,0.05866980476254622
MC,2023-08-11,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06101928278803825,0.06101928278803825,Man City,0.0,0.0,0.7278533681765389,1.5,90,0.7402262330138447,0.8717722256271278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023678212168492453,0.05122071207073458,0.011839106084246227,0.02561035603536729
MC,2023-08-27,Burnley,0.0,1.0,0.0,0.0,0.0,0.1701436517760157,0.3402873035520314,0.0,0.0,0.0,0.2709730565547943,0.2631586603820324,Aston Villa,0.0,0.5204973139117212,0.752394268573756,0.0,90,1.1431447367881793,1.1232354991754254,0.08507182588800785,0.0,0.07507286247740999,0.0,0.009384107809676249,0.0,0.04957117275349725,0.021129180144615303,0.0528385675544065,0.010564590072307652,0.031111337682041378
MC,2023-09-02,Burnley,0.0,1.0,0.5,0.0,0.010494920425117,0.060731354169547495,0.12146270833909499,0.010494920425117,0.020989840850234,0.5,0.6298482418060303,0.6080115139484406,Spurs,0.006299329632842696,0.0641153814711321,0.8330113427943248,0.095,90,1.6319440436735355,1.2346773826094333,0.2803656770847737,0.007322153060667893,0.19560704773515383,0.0006973479105397993,0.03266197530036095,0.0005999361555088282,0.05095633548851009,0.019005146378568538,0.06061219874565014,0.00985124714455417,0.04663708702300554
MC,2023-09-23,Burnley,0.0,2.3333333333333335,1.0,0.0,0.0331731649736563,0.2358667304118474,0.7076001912355422,0.0331731649736563,0.0995194949209689,0.0,0.4595996191104253,0.28912076974908507,Man Utd,0.035462467855280046,0.7130726221623385,0.9128079796082396,0.341640625,90,1.2616569911617035,1.3935631016650822,0.1179333652059237,0.024987130116464033,0.08883132929321134,0.0030106605015802024,0.039683144549467246,0.003920177269772753,0.11401502945744613,0.018983159995133277,0.06136477562294543,0.01099691024835674,0.05052396008620634
MC,2023-10-03,Burnley,0.0,1.3333333333333333,1.3333333333333333,0.0,0.058132480829954127,0.17343835035959876,0.5203150510787963,0.058132480829954127,0.1743974424898624,0.3333333333333333,0.1448143149415652,0.0920020615061124,Luton,0.06309962148228987,0.45903590909098535,0.8372546057590492,0.496724853515625,90,2.126596854886896,2.168027648925781,0.25338584184646606,0.027072206558848313,0.11800139528916459,0.0053022363165581175,0.04947292589192941,0.009556314813822003,0.14687416085111654,0.01778523551575581,0.06016008093931684,0.011543735916156964,0.05481650341562312
MC,2023-10-07,Burnley,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0172641451160113,0.026223160326480865,0.0786694809794426,0.0172641451160113,0.0517924353480339,0.0,0.41594163328409195,0.3986774856845538,Chelsea,0.018046604692806147,0.03979080292134617,0.8653003714634804,0.6121342468261719,90,1.147001757745611,1.2205752494106905,0.013111580163240433,0.014583808732580384,0.011075948215081512,0.006186195594274524,0.044673303682323424,0.01036491384991573,0.13667574581018604,0.01723527288438171,0.05504810750142375,0.011710734239328117,0.04986070559187358
MC,2023-10-28,Burnley,0.0,0.3333333333333333,0.0,0.0,0.0,0.04418906569480893,0.1325671970844268,0.0,0.0,0.0,0.012014237542947134,0.012014237542947134,Bournemouth,0.0,0.3945695651815211,0.8284284615108215,0.5872590327262879,90,2.005113126147087,1.9699264315803195,0.022094532847404466,0.0,0.011116635458106617,0.005597034109105521,0.04047872015429632,0.009377779197542803,0.16123706194078938,0.014409198609856401,0.04811486887139564,0.010003116359480962,0.04429679451284598
MC,2023-11-04,Burnley,0.0,1.5,0.5,0.0,0.0093931863084435,0.08528803661465639,0.17057607322931279,0.0093931863084435,0.018786372616887,0.0,0.12882730737328527,0.1194341210648417,Crystal Palace,0.006262938532853304,0.09884470226338449,0.811697491658862,0.6076016536355019,90,1.1299804977196952,1.194441249043606,0.042644018307328196,0.008082170390569849,0.03669215224535644,0.005833713754959267,0.040005399165678836,0.009081127705667612,0.1552949324477032,0.01371605005701472,0.046576671149130694,0.009774881905986993,0.04329103515740476
MC,2023-11-11,Burnley,0.5,0.5,0.5,0.5,0.033860869705677,0.00736038014292715,0.0147207602858543,0.033860869705677,0.067721739411354,0.0,0.12292316928505895,0.08906230330467221,Arsenal,0.10332707735263086,0.054765775744037216,0.8060746519775053,0.7566514469310641,90,0.8697029895359643,0.8560157076972155,0.003680190071463575,0.039242629473697714,0.004265110040661866,0.009015515251981975,0.035537863025051714,0.018056932433949825,0.14572072704735406,0.015840139634847702,0.04379256067732572,0.012427827443414838,0.039665211851188716
MC,2023-11-25,Burnley,0.0,0.5,0.5,0.0,0.02949907816946505,0.0162352807819843,0.0324705615639686,0.02949907816946505,0.0589981563389301,0.0,0.07523343898355955,0.0457343608140945,West Ham,0.04331044457089163,0.03296220303546252,0.7929710126560489,0.7795700160646811,90,1.6615162764267777,1.6400496918583043,0.00811764039099215,0.017869749357022617,0.004917448549549147,0.009858775642938227,0.03171031121561389,0.020462028827944283,0.13498181999860248,0.015219223363450766,0.03873946826867997,0.012538999503194497,0.035224889742146936
MC,2023-12-02,Burnley,0.5,0.5,1.0,0.5,0.0252827890217304,0.02135802060365675,0.0427160412073135,0.0252827890217304,0.0505655780434608,0.0,0.42901062965393066,0.3891170248389244,Sheffield Utd,0.009508986464849602,0.018289909685448403,0.7777613939835639,0.828373764056596,90,2.4744712797921657,2.089485398999532,0.010679010301828376,0.011079329100215732,0.00467971589277032,0.009975018829345608,0.028331486800258446,0.019418881936220978,0.12386830473068304,0.013504554214024321,0.03266955717941489,0.011739786521684965,0.030500521989836667
MC,2023-12-05,Burnley,0.0,0.0,1.0,0.0,0.0408356674015522,0.0,0.0,0.0408356674015522,0.0816713348031044,0.0,0.0557619426399469,0.0149262752383947,Wolves,0.05082395555607599,0.0,0.8796363939835641,0.9848270435495214,90,1.6633050899786408,1.5138776439324024,0.0,0.02570558310398746,0.0,0.011473167807882927,0.024790050950226142,0.022409841328588122,0.11207132332776085,0.013802219754574714,0.02903665682459141,0.01263769378122882,0.026913353887408776
MC,2023-12-09,Burnley,0.0,0.5,0.0,0.0,0.0,0.031414195895195,0.06282839179039,0.0,0.0,0.0,0.16249182634055612,0.1310776229947805,Brighton,0.0,0.165468255575955,0.8440906494646979,0.9642236631058312,90,1.4731672424365774,1.2161230539016408,0.0157070979475975,0.0,0.011681221598861634,0.010380485159513125,0.02315144728130558,0.020275570725865444,0.11715674544663648,0.012549481326255406,0.027189669301533485,0.011464983242884266,0.025170558291419533
MC,2023-12-16,Burnley,0.0,2.0,1.5,0.0,0.05128920450806615,0.0887739993631839,0.1775479987263678,0.05128920450806615,0.1025784090161323,0.0,0.29329136759042734,0.22248427569866175,Everton,0.06320800389361303,0.17192084283175005,0.8467250340341659,0.9536957052176024,90,1.31149053100734,1.2489533184206285,0.04438699968159195,0.04006274499596992,0.03467133223133052,0.013207367048699487,0.024591432900058698,0.02436437388469855,0.12237237376902825,0.014109261877045491,0.027180733196809484,0.013658314462872488,0.02588608304843409
MC,2023-12-23,Burnley,0.5,0.0,1.5,0.5,0.0739811211824417,0.0,0.0,0.0739811211824417,0.1479622423648834,0.0,0.12452092766761774,0.06881190463900565,Fulham,0.177353295375436,0.0,0.7936498170829207,0.958233742065402,90,1.6173840840291134,1.6226100745290235,0.0,0.045667441089069616,0.0,0.01629880267159188,0.02151750378755136,0.03893474736000688,0.11071786198150176,0.015534916755637517,0.024428688922341048,0.0159168597136147,0.022973096354946203
MC,2023-12-26,Burnley,0.0,1.0,1.5,0.0,0.184654826298356,0.04140447080135345,0.0828089416027069,0.184654826298356,0.369309652596712,0.0,0.24097330495715136,0.0149140078574419,Liverpool,0.18953736198405405,0.05298415952504204,0.8051300500495596,0.9072045243072268,90,0.9004024704293788,1.0695885588060874,0.020702235400676724,0.18746768239855252,0.021017593576262174,0.03260060074082623,0.021455015011140215,0.053277853514678036,0.10521941412850559,0.01780926601589688,0.024246015595926908,0.025204933378361556,0.02285051530353356
MC,2023-12-30,Burnley,0.0,0.5,1.0,0.0,0.04936811700463295,0.02366603910923,0.04733207821846,0.04936811700463295,0.0987362340092659,0.0,0.2278604432940483,0.17849233001470566,Aston Villa,0.04403103015472748,0.04014220725611764,0.7827771708683549,0.8650539587688235,90,1.0758251547149829,1.1334972922114894,0.011833019554615,0.044690730475591786,0.010711899090218054,0.03375204166794676,0.020112125521024943,0.05239720367087322,0.09902158490256388,0.019247773697042492,0.02332189088160689,0.026499907682494626,0.021717008201315918
MC,2024-01-12,Burnley,0.0,1.0,0.0,0.0,0.0,0.0422421209514141,0.0844842419028282,0.0,0.0,0.0,0.1824947111308574,0.17479066550731656,Luton,0.0,0.12572432294473948,0.8193987373916153,0.9044222139227204,90,2.2374238234400283,1.9655791654690504,0.02112106047570705,0.0,0.010050461791933763,0.030537561509094684,0.018854417554888543,0.04740699379745673,0.10156470281134251,0.01716295354180474,0.021179061910397104,0.02385025752544971,0.020016739732642824
MC,2024-01-31,Burnley,0.0,2.0,1.0,0.0,0.0582965202629566,0.12888416275382042,0.25776832550764084,0.0582965202629566,0.1165930405259132,0.0,0.25512321293354034,0.2030121386051178,Man City,0.03909539999399984,0.20321349433857616,0.8071478105666661,0.9588694371823804,90,0.9117106998339978,0.9660091374898688,0.06444208137691021,0.06209288425694114,0.06863865428268927,0.03354283034222292,0.025077447145863636,0.04661541343522274,0.11124554009965049,0.02014803694589516,0.02373867221225539,0.026845433644059037,0.024408059679059513
MC,2024-02-03,Burnley,0.0,0.0,1.5,0.0,0.11827358976006505,0.0,0.0,0.11827358976006505,0.2365471795201301,0.0,0.1059884577989578,0.02540242858231065,Fulham,0.1167827009190977,0.0,0.8420729232478342,0.9477607575345828,90,1.6277851092467075,1.4522801978335358,0.0,0.07679940388808368,0.0,0.03766250401325728,0.021942766252630683,0.05329801224321083,0.10065072675682663,0.022990973521219364,0.021910755694327447,0.03032673876723832,0.021926760973479065
