,code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty,pulse_id
370,2444840,38,False,False,371,2025-05-25T15:00:00Z,90,False,True,11,0,3,2,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 2, 'element': 78}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 85}, {'value': 1, 'element': 580}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 288}, {'value': 1, 'element': 305}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 5, 'element': 304}], 'h': []}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 78}, {'value': 2, 'element': 85}, {'value': 1, 'element': 83}]}, {'identifier': 'bps', 'a': [{'value': 22, 'element': 305}, {'value': 15, 'element': 295}, {'value': 10, 'element': 304}, {'value': 8, 'element': 285}, {'value': 6, 'element': 192}, {'value': 6, 'element': 289}, {'value': 6, 'element': 299}, {'value': 6, 'element': 501}, {'value': 4, 'element': 792}, {'value': 3, 'element': 117}, {'value': 3, 'element': 291}, {'value': 3, 'element': 796}, {'value': 3, 'element': 797}, {'value': 1, 'element': 288}, {'value': -1, 'element': 296}, {'value': -3, 'element': 302}], 'h': [{'value': 41, 'element': 78}, {'value': 36, 'element': 85}, {'value': 33, 'element': 83}, {'value': 27, 'element': 81}, {'value': 23, 'element': 70}, {'value': 21, 'element': 60}, {'value': 21, 'element': 79}, {'value': 20, 'element': 152}, {'value': 13, 'element': 580}, {'value': 11, 'element': 71}, {'value': 10, 'element': 62}, {'value': 5, 'element': 77}, {'value': 3, 'element': 617}, {'value': 3, 'element': 687}, {'value': 3, 'element': 713}, {'value': -1, 'element': 69}]}, {'identifier': 'mng_underdog_win', 'a': [], 'h': []}, {'identifier': 'mng_underdog_draw', 'a': [], 'h': []}]",1,3,116197
371,2444841,38,False,False,372,2025-05-25T15:00:00Z,90,False,True,13,2,9,0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 351}, {'value': 1, 'element': 625}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 356}, {'value': 1, 'element': 625}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 347}], 'h': [{'value': 3, 'element': 248}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 625}, {'value': 2, 'element': 350}, {'value': 1, 'element': 361}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 52, 'element': 625}, {'value': 33, 'element': 350}, {'value': 30, 'element': 361}, {'value': 29, 'element': 351}, {'value': 28, 'element': 356}, {'value': 26, 'element': 340}, {'value': 26, 'element': 347}, {'value': 16, 'element': 342}, {'value': 12, 'element': 765}, {'value': 11, 'element': 755}, {'value': 4, 'element': 571}, {'value': 3, 'element': 345}, {'value': 2, 'element': 346}, {'value': 2, 'element': 348}, {'value': 2, 'element': 785}], 'h': [{'value': 14, 'element': 191}, {'value': 14, 'element': 259}, {'value': 13, 'element': 243}, {'value': 12, 'element': 248}, {'value': 10, 'element': 249}, {'value': 10, 'element': 579}, {'value': 9, 'element': 257}, {'value': 6, 'element': 19}, {'value': 5, 'element': 586}, {'value': 4, 'element': 239}, {'value': 4, 'element': 247}, {'value': 3, 'element': 255}, {'value': 2, 'element': 622}, {'value': 1, 'element': 252}, {'value': -2, 'element': 240}, {'value': -2, 'element': 604}]}, {'identifier': 'mng_underdog_win', 'a': [], 'h': []}, {'identifier': 'mng_underdog_draw', 'a': [], 'h': []}]",4,3,116198
372,2444842,38,False,False,373,2025-05-25T15:00:00Z,90,False,True,19,3,10,1,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 514}, {'value': 1, 'element': 525}, {'value': 1, 'element': 531}], 'h': [{'value': 1, 'element': 262}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 388}, {'value': 1, 'element': 514}, {'value': 1, 'element': 588}], 'h': [{'value': 1, 'element': 619}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 524}], 'h': [{'value': 1, 'element': 268}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 521}], 'h': [{'value': 3, 'element': 283}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 514}, {'value': 2, 'element': 531}, {'value': 1, 'element': 525}], 'h': [{'value': 1, 'element': 262}]}, {'identifier': 'bps', 'a': [{'value': 48, 'element': 514}, {'value': 37, 'element': 531}, {'value': 27, 'element': 525}, {'value': 23, 'element': 388}, {'value': 21, 'element': 528}, {'value': 17, 'element': 588}, {'value': 14, 'element': 530}, {'value': 11, 'element': 521}, {'value': 10, 'element': 511}, {'value': 10, 'element': 677}, {'value': 7, 'element': 589}, {'value': 6, 'element': 524}, {'value': 6, 'element': 591}, {'value': 4, 'element': 516}, {'value': 4, 'element': 527}, {'value': 3, 'element': 517}], 'h': [{'value': 27, 'element': 262}, {'value': 24, 'element': 619}, {'value': 19, 'element': 278}, {'value': 7, 'element': 274}, {'value': 7, 'element': 631}, {'value': 6, 'element': 611}, {'value': 5, 'element': 265}, {'value': 4, 'element': 270}, {'value': 4, 'element': 272}, {'value': 4, 'element': 283}, {'value': 4, 'element': 630}, {'value': 3, 'element': 277}, {'value': 3, 'element': 281}, {'value': 2, 'element': 282}, {'value': -2, 'element': 267}, {'value': -5, 'element': 268}]}, {'identifier': 'mng_underdog_win', 'a': [], 'h': []}, {'identifier': 'mng_underdog_draw', 'a': [], 'h': []}]",2,2,116199
373,2444843,38,False,False,374,2025-05-25T15:00:00Z,90,False,True,7,1,12,1,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 585}], 'h': [{'value': 1, 'element': 328}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 210}], 'h': [{'value': 1, 'element': 321}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': [{'value': 1, 'element': 339}]}, {'identifier': 'red_cards', 'a': [], 'h': [{'value': 1, 'element': 323}]}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 201}], 'h': [{'value': 4, 'element': 310}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 585}], 'h': [{'value': 3, 'element': 328}, {'value': 2, 'element': 321}]}, {'identifier': 'bps', 'a': [{'value': 27, 'element': 585}, {'value': 26, 'element': 210}, {'value': 16, 'element': 205}, {'value': 15, 'element': 206}, {'value': 13, 'element': 199}, {'value': 12, 'element': 650}, {'value': 10, 'element': 201}, {'value': 9, 'element': 194}, {'value': 9, 'element': 203}, {'value': 9, 'element': 645}, {'value': 3, 'element': 730}, {'value': 2, 'element': 11}, {'value': 2, 'element': 208}, {'value': 1, 'element': 207}, {'value': 1, 'element': 211}], 'h': [{'value': 31, 'element': 328}, {'value': 27, 'element': 321}, {'value': 20, 'element': 310}, {'value': 16, 'element': 339}, {'value': 15, 'element': 336}, {'value': 13, 'element': 324}, {'value': 11, 'element': 311}, {'value': 11, 'element': 326}, {'value': 11, 'element': 327}, {'value': 6, 'element': 316}, {'value': 5, 'element': 320}, {'value': 5, 'element': 335}, {'value': 4, 'element': 313}, {'value': 3, 'element': 319}, {'value': 3, 'element': 323}, {'value': -3, 'element': 317}]}, {'identifier': 'mng_underdog_win', 'a': [], 'h': []}, {'identifier': 'mng_underdog_draw', 'a': [{'value': 1, 'element': 741}], 'h': []}]",3,5,116200
374,2444844,38,False,False,375,2025-05-25T15:00:00Z,90,False,True,2,0,14,2,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 364}, {'value': 1, 'element': 370}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 364}, {'value': 1, 'element': 366}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 52}, {'value': 1, 'element': 54}], 'h': [{'value': 1, 'element': 364}, {'value': 1, 'element': 368}]}, {'identifier': 'red_cards', 'a': [{'value': 1, 'element': 47}], 'h': []}, {'identifier': 'saves', 'a': [{'value': 5, 'element': 47}, {'value': 3, 'element': 51}], 'h': [{'value': 1, 'element': 367}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 364}, {'value': 2, 'element': 658}, {'value': 1, 'element': 366}, {'value': 1, 'element': 766}]}, {'identifier': 'bps', 'a': [{'value': 16, 'element': 42}, {'value': 13, 'element': 233}, {'value': 6, 'element': 48}, {'value': 6, 'element': 725}, {'value': 5, 'element': 32}, {'value': 5, 'element': 57}, {'value': 5, 'element': 762}, {'value': 4, 'element': 29}, {'value': 2, 'element': 51}, {'value': 2, 'element': 53}, {'value': 2, 'element': 58}, {'value': 1, 'element': 44}, {'value': -2, 'element': 52}, {'value': -3, 'element': 47}, {'value': -4, 'element': 54}, {'value': -9, 'element': 45}], 'h': [{'value': 46, 'element': 364}, {'value': 30, 'element': 658}, {'value': 28, 'element': 366}, {'value': 28, 'element': 766}, {'value': 27, 'element': 376}, {'value': 25, 'element': 370}, {'value': 24, 'element': 367}, {'value': 24, 'element': 377}, {'value': 16, 'element': 368}, {'value': 15, 'element': 382}, {'value': 11, 'element': 594}, {'value': 10, 'element': 375}, {'value': 9, 'element': 371}, {'value': 6, 'element': 378}, {'value': 5, 'element': 369}, {'value': 2, 'element': 776}]}, {'identifier': 'mng_underdog_win', 'a': [], 'h': [{'value': 1, 'element': 745}]}, {'identifier': 'mng_underdog_draw', 'a': [], 'h': []}]",3,3,116201
375,2444845,38,False,False,376,2025-05-25T15:00:00Z,90,False,True,8,1,15,0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 450}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 231}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 222}, {'value': 1, 'element': 223}, {'value': 1, 'element': 231}, {'value': 1, 'element': 238}], 'h': [{'value': 1, 'element': 415}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 6, 'element': 235}], 'h': [{'value': 5, 'element': 413}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 235}, {'value': 2, 'element': 450}, {'value': 1, 'element': 231}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 36, 'element': 235}, {'value': 34, 'element': 450}, {'value': 32, 'element': 231}, {'value': 23, 'element': 228}, {'value': 23, 'element': 238}, {'value': 23, 'element': 582}, {'value': 15, 'element': 232}, {'value': 10, 'element': 222}, {'value': 10, 'element': 230}, {'value': 8, 'element': 223}, {'value': 7, 'element': 224}, {'value': 3, 'element': 217}, {'value': 2, 'element': 218}, {'value': 1, 'element': 220}], 'h': [{'value': 31, 'element': 393}, {'value': 22, 'element': 417}, {'value': 16, 'element': 413}, {'value': 14, 'element': 409}, {'value': 13, 'element': 394}, {'value': 12, 'element': 395}, {'value': 10, 'element': 418}, {'value': 9, 'element': 402}, {'value': 6, 'element': 392}, {'value': 5, 'element': 398}, {'value': 3, 'element': 401}, {'value': 3, 'element': 420}, {'value': 3, 'element': 421}, {'value': 2, 'element': 415}, {'value': 1, 'element': 590}]}, {'identifier': 'mng_underdog_win', 'a': [{'value': 1, 'element': 742}], 'h': []}, {'identifier': 'mng_underdog_draw', 'a': [], 'h': []}]",3,4,116202
376,2444846,38,False,False,377,2025-05-25T15:00:00Z,90,False,True,6,1,16,0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 162}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 560}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 157}, {'value': 1, 'element': 187}], 'h': [{'value': 1, 'element': 422}, {'value': 1, 'element': 423}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 185}], 'h': [{'value': 1, 'element': 443}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 162}, {'value': 2, 'element': 163}, {'value': 1, 'element': 187}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 42, 'element': 162}, {'value': 33, 'element': 163}, {'value': 26, 'element': 187}, {'value': 24, 'element': 185}, {'value': 22, 'element': 172}, {'value': 15, 'element': 177}, {'value': 15, 'element': 182}, {'value': 13, 'element': 157}, {'value': 10, 'element': 560}, {'value': 9, 'element': 168}, {'value': 7, 'element': 386}, {'value': 4, 'element': 166}, {'value': 4, 'element': 174}, {'value': 3, 'element': 171}], 'h': [{'value': 13, 'element': 443}, {'value': 12, 'element': 423}, {'value': 12, 'element': 432}, {'value': 12, 'element': 573}, {'value': 10, 'element': 433}, {'value': 8, 'element': 431}, {'value': 7, 'element': 422}, {'value': 7, 'element': 436}, {'value': 7, 'element': 442}, {'value': 5, 'element': 437}, {'value': 4, 'element': 434}, {'value': 2, 'element': 449}, {'value': 2, 'element': 596}, {'value': -3, 'element': 447}]}, {'identifier': 'mng_underdog_win', 'a': [], 'h': []}, {'identifier': 'mng_underdog_draw', 'a': [], 'h': []}]",3,4,116203
377,2444847,38,False,False,378,2025-05-25T15:00:00Z,90,False,True,1,2,17,1,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 13}, {'value': 1, 'element': 21}], 'h': [{'value': 1, 'element': 473}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 23}, {'value': 1, 'element': 24}], 'h': [{'value': 1, 'element': 623}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 15}], 'h': [{'value': 6, 'element': 14}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 21}, {'value': 1, 'element': 13}], 'h': [{'value': 3, 'element': 473}, {'value': 1, 'element': 623}]}, {'identifier': 'bps', 'a': [{'value': 28, 'element': 21}, {'value': 26, 'element': 13}, {'value': 25, 'element': 24}, {'value': 17, 'element': 12}, {'value': 17, 'element': 20}, {'value': 15, 'element': 16}, {'value': 12, 'element': 25}, {'value': 11, 'element': 9}, {'value': 11, 'element': 23}, {'value': 10, 'element': 8}, {'value': 10, 'element': 186}, {'value': 6, 'element': 15}, {'value': 5, 'element': 597}, {'value': 5, 'element': 633}, {'value': 3, 'element': 4}, {'value': 2, 'element': 17}], 'h': [{'value': 31, 'element': 473}, {'value': 26, 'element': 623}, {'value': 15, 'element': 518}, {'value': 12, 'element': 14}, {'value': 10, 'element': 474}, {'value': 10, 'element': 475}, {'value': 9, 'element': 188}, {'value': 9, 'element': 462}, {'value': 8, 'element': 477}, {'value': 6, 'element': 798}, {'value': 3, 'element': 471}, {'value': 2, 'element': 718}, {'value': 1, 'element': 27}, {'value': -1, 'element': 719}]}, {'identifier': 'mng_underdog_win', 'a': [], 'h': []}, {'identifier': 'mng_underdog_draw', 'a': [], 'h': []}]",5,1,116204
378,2444848,38,False,False,379,2025-05-25T15:00:00Z,90,False,True,5,4,18,1,"[{'identifier': 'goals_scored', 'a': [{'value': 2, 'element': 126}, {'value': 1, 'element': 629}, {'value': 1, 'element': 714}], 'h': [{'value': 1, 'element': 82}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 136}, {'value': 1, 'element': 147}, {'value': 1, 'element': 714}], 'h': [{'value': 1, 'element': 768}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 145}], 'h': [{'value': 1, 'element': 480}, {'value': 1, 'element': 484}, {'value': 1, 'element': 495}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 146}], 'h': [{'value': 4, 'element': 508}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 126}, {'value': 2, 'element': 714}], 'h': [{'value': 1, 'element': 82}]}, {'identifier': 'bps', 'a': [{'value': 59, 'element': 126}, {'value': 44, 'element': 714}, {'value': 23, 'element': 629}, {'value': 20, 'element': 115}, {'value': 20, 'element': 149}, {'value': 14, 'element': 136}, {'value': 14, 'element': 595}, {'value': 13, 'element': 147}, {'value': 11, 'element': 135}, {'value': 11, 'element': 144}, {'value': 10, 'element': 128}, {'value': 5, 'element': 146}, {'value': 4, 'element': 145}, {'value': 4, 'element': 600}, {'value': 3, 'element': 134}, {'value': 1, 'element': 113}], 'h': [{'value': 32, 'element': 82}, {'value': 17, 'element': 768}, {'value': 7, 'element': 480}, {'value': 4, 'element': 489}, {'value': 4, 'element': 491}, {'value': 4, 'element': 612}, {'value': 3, 'element': 767}, {'value': 2, 'element': 482}, {'value': 1, 'element': 499}, {'value': -3, 'element': 495}, {'value': -6, 'element': 504}, {'value': -7, 'element': 484}, {'value': -10, 'element': 505}]}, {'identifier': 'mng_underdog_win', 'a': [], 'h': []}, {'identifier': 'mng_underdog_draw', 'a': [], 'h': []}]",3,3,116205
379,2444849,38,False,False,380,2025-05-25T15:00:00Z,90,False,True,4,1,20,1,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 99}], 'h': [{'value': 1, 'element': 770}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 101}], 'h': [{'value': 1, 'element': 566}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 110}], 'h': [{'value': 1, 'element': 553}, {'value': 1, 'element': 559}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 5, 'element': 91}], 'h': [{'value': 6, 'element': 554}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 101}, {'value': 1, 'element': 99}], 'h': [{'value': 2, 'element': 770}]}, {'identifier': 'bps', 'a': [{'value': 37, 'element': 101}, {'value': 26, 'element': 99}, {'value': 16, 'element': 338}, {'value': 15, 'element': 91}, {'value': 12, 'element': 89}, {'value': 12, 'element': 106}, {'value': 11, 'element': 88}, {'value': 9, 'element': 98}, {'value': 9, 'element': 757}, {'value': 8, 'element': 111}, {'value': 3, 'element': 110}, {'value': 2, 'element': 86}, {'value': 2, 'element': 95}], 'h': [{'value': 30, 'element': 770}, {'value': 25, 'element': 553}, {'value': 22, 'element': 554}, {'value': 15, 'element': 642}, {'value': 14, 'element': 543}, {'value': 13, 'element': 559}, {'value': 11, 'element': 533}, {'value': 11, 'element': 566}, {'value': 10, 'element': 720}, {'value': 8, 'element': 541}, {'value': 8, 'element': 567}, {'value': 5, 'element': 548}, {'value': 4, 'element': 563}, {'value': 3, 'element': 556}, {'value': 3, 'element': 564}, {'value': 2, 'element': 535}]}, {'identifier': 'mng_underdog_win', 'a': [], 'h': []}, {'identifier': 'mng_underdog_draw', 'a': [], 'h': [{'value': 1, 'element': 751}]}]",3,3,116206
