,expected_goals,total_points,position,Full_Name,web_name,round,goals_scored,minutes,assists,clean_sheets,goals_conceded,yellow_cards,saves,bonus,defensive_contribution,expected_assists,expected_goal_involvements,expected_goals_conceded,value,GW,GOALS-XG,Assist-XA,defcon_hit,Type
332,0.0,2.0,DEF,Kenny_Tete,Tete,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.01,0.01,1.48,45.0,1,0.0,-0.01,0,Players
334,0.01,2.0,MID,Alex_Iwobi,Iwobi,1.0,0.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.28,0.29,1.05,65.0,1,-0.01,-0.28,0,Players
335,0.09,1.0,MID,Emile_Smith Rowe,Smith Rowe,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.4,60.0,1,-0.09,0.0,0,Players
336,0.0,1.0,MID,Adama_Traoré Diarra,Adama,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,55.0,1,0.0,0.0,0,Players
339,0.07,5.0,MID,Harry_Wilson,Wilson,1.0,0.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.02,0.09,1.48,55.0,1,-0.07,0.98,0,Players
340,0.0,2.0,MID,Sander_Berge,Berge,1.0,0.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.01,0.01,1.05,50.0,1,0.0,-0.01,0,Players
341,0.0,0.0,MID,Tom_Cairney,Cairney,1.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.43,50.0,1,0.0,0.0,0,Players
342,0.0,2.0,MID,Saša_Lukić,Lukić,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.01,0.01,1.48,50.0,1,0.0,-0.01,0,Players
345,0.18,2.0,MID,Josh_King,King,1.0,0.0,76.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.13,0.31,1.07,45.0,1,-0.18,-0.13,0,Players
347,0.29,2.0,FWD,Raúl_Jiménez,Raúl,1.0,0.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,1.05,65.0,1,-0.29,0.0,0,Players
348,0.15,7.0,FWD,Rodrigo_Muniz Carvalho,Muniz,1.0,1.0,24.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.15,0.43,55.0,1,0.85,0.0,0,Players
353,0.01,6.0,DEF,Jayden_Bogle,Bogle,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.01,0.02,0.55,45.0,1,-0.01,-0.01,0,Players
354,0.13,8.0,DEF,Pascal_Struijk,Struijk,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,0.01,0.14,0.55,45.0,1,-0.13,-0.01,0,Players
358,0.17,9.0,DEF,Gabriel_Gudmundsson,Gudmundsson,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,0.14,0.31,0.55,40.0,1,-0.17,-0.14,0,Players
359,0.0,7.0,DEF,Joe_Rodon,Rodon,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.55,40.0,1,0.0,0.0,0,Players
361,0.0,1.0,MID,Brenden_Aaronson,Aaronson,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.21,0.21,0.47,55.0,1,0.0,-0.21,0,Players
362,0.14,3.0,MID,Wilfried_Gnonto,Gnonto,1.0,0.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.01,0.15,0.08,55.0,1,-0.14,-0.01,0,Players
363,0.0,1.0,MID,Jack_Harrison,Harrison,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28,55.0,1,0.0,0.0,0,Players
364,0.14,3.0,MID,Daniel_James,James,1.0,0.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.05,0.19,0.28,55.0,1,-0.14,-0.05,0,Players
365,0.0,3.0,MID,Ethan_Ampadu,Ampadu,1.0,0.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.02,0.02,0.28,50.0,1,0.0,-0.02,0,Players
367,0.0,1.0,MID,Ilia_Gruev,Gruev,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28,50.0,1,0.0,0.0,0,Players
369,0.09,3.0,MID,Tanaka_Ao,Tanaka,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.03,0.12,0.55,50.0,1,-0.09,-0.03,0,Players
373,0.28,2.0,FWD,Joël_Piroe,Piroe,1.0,0.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.04,0.32,0.28,55.0,1,-0.28,-0.04,0,Players
376,0.85,5.0,FWD,Lukas_Nmecha,Nmecha,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.01,0.86,0.28,50.0,1,0.15000000000000002,-0.01,0,Players
377,0.0,1.0,MID,Sean_Longstaff,Longstaff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0.0,0.0,0,Players
378,0.27,8.0,MID,Anton_Stach,Stach,1.0,0.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.29,0.56,0.55,50.0,1,-0.27,0.71,1,Players
379,0.0,6.0,GKP,Lucas Estella_Perri,,1.0,0.0,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.55,45.0,1,0.0,0.0,0,Players
380,0.0,1.0,GKP,Alisson_Ramses Becker,A.Becker,1.0,0.0,90.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.01,0.01,1.7,55.0,1,0.0,-0.01,0,Players
384,0.01,1.0,DEF,Jeremie_Frimpong,Frimpong,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.01,0.02,0.81,60.0,1,-0.01,-0.01,0,Players
385,0.0,0.0,DEF,Milos_Kerkez,Kerkez,1.0,0.0,59.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.01,0.01,0.81,60.0,1,0.0,-0.01,0,Players
386,0.0,0.0,DEF,Andrew_Robertson,Robertson,1.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.04,0.04,0.89,60.0,1,0.0,-0.04,0,Players
387,0.18,3.0,DEF,Virgil_van Dijk,Virgil,1.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,0.01,0.19,1.7,60.0,1,-0.18,-0.01,1,Players
388,0.0,1.0,DEF,Ibrahima_Konaté,Konaté,1.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,1.7,55.0,1,0.0,0.0,0,Players
390,0.0,1.0,DEF,Joe_Gomez,Gomez,1.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21,50.0,1,0.0,0.0,0,Players
395,0.26,8.0,MID,Mohamed_Salah,M.Salah,1.0,1.0,90.0,0.0,0.0,2.0,0.0,0.0,1.0,10.0,0.11,0.37,1.7,145.0,1,0.74,-0.11,0,Players
396,0.14,2.0,MID,Florian_Wirtz,Wirtz,1.0,0.0,81.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.28,0.42,1.7,85.0,1,-0.14,-0.28,0,Players
398,0.2,7.0,MID,Cody_Gakpo,Gakpo,1.0,1.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.44,0.64,1.7,75.0,1,0.8,-0.44,0,Players
399,0.16,6.0,MID,Federico_Chiesa,Chiesa,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16,0.0,65.0,1,0.84,0.0,0,Players
400,0.03,5.0,MID,Alexis_Mac Allister,Mac Allister,1.0,0.0,71.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.02,0.05,1.49,65.0,1,-0.03,0.98,0,Players
401,0.1,2.0,MID,Dominik_Szoboszlai,Szoboszlai,1.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.09,0.19,1.7,65.0,1,-0.1,-0.09,0,Players
402,0.0,1.0,MID,Curtis_Jones,C.Jones,1.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04,0.04,0.21,55.0,1,0.0,-0.04,0,Players
406,0.0,4.0,MID,Endo_Wataru,Endo,1.0,0.0,30.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.89,50.0,1,0.0,1.0,0,Players
413,1.14,11.0,FWD,Hugo_Ekitiké,Ekitiké,1.0,1.0,71.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.02,1.16,1.49,85.0,1,-0.1399999999999999,0.98,0,Players
415,0.0,7.0,GKP,James_Trafford,Trafford,1.0,0.0,90.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.56,50.0,1,0.0,0.0,0,Players
419,0.04,9.0,DEF,Rayan_Aït-Nouri,Aït-Nouri,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,0.02,0.06,0.56,60.0,1,-0.04,-0.02,1,Players
423,0.0,1.0,DEF,Abdukodir_Khusanov,Khusanov,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08,55.0,1,0.0,0.0,0,Players
424,0.0,1.0,DEF,Matheus_Nunes,Matheus N.,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.21,55.0,1,0.0,0.0,0,Players
425,0.0,6.0,DEF,Rúben_Gato Alves Dias,Rúben,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.08,0.08,0.56,55.0,1,0.0,-0.08,0,Players
426,0.0,6.0,DEF,John_Stones,Stones,1.0,0.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.01,0.01,0.47,55.0,1,0.0,-0.01,0,Players
427,0.0,11.0,DEF,Rico_Lewis,Lewis,1.0,0.0,65.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,0.59,0.59,0.35,50.0,1,0.0,0.41000000000000003,0,Players
428,0.0,0.0,DEF,Nico_O'Reilly,O’Reilly,1.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.01,0.21,50.0,1,0.0,-0.01,0,Players
430,0.12,1.0,MID,Omar_Marmoush,Marmoush,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12,0.21,85.0,1,-0.12,0.0,0,Players
433,0.0,3.0,MID,Bernardo_Veiga de Carvalho e Silva,Bernardo,1.0,0.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.44,0.44,0.35,65.0,1,0.0,-0.44,0,Players
434,0.06,6.0,MID,Rayan_Cherki,Cherki,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.09,0.21,65.0,1,0.94,-0.03,0,Players
435,0.0,3.0,MID,Jérémy_Doku,Doku,1.0,0.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.02,0.02,0.35,65.0,1,0.0,-0.02,0,Players
439,0.05,3.0,MID,Nico_González Iglesias,N.Gonzalez,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.05,0.1,0.56,60.0,1,-0.05,-0.05,0,Players
440,0.0,6.0,MID,Oscar_Bobb,Bobb,1.0,0.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.07,0.07,0.56,55.0,1,0.0,0.9299999999999999,0,Players
442,0.2,10.0,MID,Tijjani_Reijnders,Reijnders,1.0,1.0,90.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.14,0.34,0.56,55.0,1,0.8,0.86,0,Players
445,1.99,13.0,FWD,Erling_Haaland,Haaland,1.0,2.0,72.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.99,0.35,140.0,1,0.010000000000000009,0.0,0,Players
446,0.42,2.0,MID,Bryan_Mbeumo,Mbeumo,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.05,0.47,1.31,80.0,1,-0.42,-0.05,0,Players
447,0.0,2.0,GKP,Altay_Bayındır,Bayindir,1.0,0.0,90.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.31,50.0,1,0.0,0.0,0,Players
452,0.21,4.0,DEF,Matthijs_de Ligt,De Ligt,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.06,0.27,1.31,50.0,1,-0.21,-0.06,1,Players
456,0.0,1.0,DEF,Diogo_Dalot Teixeira,Dalot,1.0,0.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.15,0.15,1.03,45.0,1,0.0,-0.15,0,Players
457,0.04,1.0,DEF,Patrick_Dorgu,Dorgu,1.0,0.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.02,0.06,1.31,45.0,1,-0.04,-0.02,0,Players
458,0.0,1.0,DEF,Harry_Maguire,Maguire,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.21,45.0,1,0.0,0.0,0,Players
459,0.0,2.0,DEF,Luke_Shaw,Shaw,1.0,0.0,79.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.02,0.02,1.1,45.0,1,0.0,-0.02,0,Players
460,0.0,4.0,DEF,Leny_Yoro,Yoro,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.01,0.01,1.31,45.0,1,0.0,-0.01,1,Players
465,0.15,2.0,MID,Bruno_Borges Fernandes,B.Fernandes,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.3,0.45,1.31,90.0,1,-0.15,-0.3,0,Players
466,0.4,2.0,MID,Matheus_Santos Carneiro Da Cunha,Cunha,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.05,0.45,1.31,80.0,1,-0.4,-0.05,0,Players
468,0.03,1.0,MID,Amad_Diallo,Amad,1.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.04,0.07,0.27,65.0,1,-0.03,-0.04,0,Players
471,0.12,2.0,MID,Mason_Mount,Mount,1.0,0.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.15,0.27,1.1,60.0,1,-0.12,-0.15,0,Players
473,0.0,2.0,MID,Carlos Henrique_Casimiro,,1.0,0.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.02,0.02,1.1,55.0,1,0.0,-0.02,0,Players
475,0.03,1.0,MID,Manuel_Ugarte Ribeiro,Ugarte,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.04,0.21,50.0,1,-0.03,-0.01,0,Players
485,0.11,1.0,FWD,Benjamin_Sesko,Šeško,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,0.17,0.21,75.0,1,-0.11,-0.06,0,Players
486,0.0,9.0,GKP,Nick_Pope,Pope,1.0,0.0,90.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.2,50.0,1,0.0,0.0,0,Players
490,0.04,8.0,DEF,Fabian_Schär,Schär,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.03,0.07,0.2,55.0,1,-0.04,-0.03,1,Players
492,0.0,9.0,DEF,Dan_Burn,Burn,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,0.01,0.01,0.2,50.0,1,0.0,-0.01,1,Players
493,0.0,9.0,DEF,Tino_Livramento,Livramento,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,0.03,0.03,0.2,50.0,1,0.0,-0.03,0,Players
494,0.0,6.0,DEF,Kieran_Trippier,Trippier,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.06,0.06,0.2,50.0,1,0.0,-0.06,0,Players
501,0.55,3.0,MID,Anthony_Gordon,Gordon,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.03,0.58,0.2,75.0,1,-0.55,-0.03,0,Players
502,0.57,3.0,MID,Anthony_Elanga,Elanga,1.0,0.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.06,0.63,0.17,70.0,1,-0.57,-0.06,0,Players
503,0.23,3.0,MID,Harvey_Barnes,Barnes,1.0,0.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.33,0.56,0.2,65.0,1,-0.23,-0.33,0,Players
504,0.0,3.0,MID,Bruno_Guimarães Rodriguez Moura,Bruno G.,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.1,0.1,0.2,65.0,1,0.0,-0.1,0,Players
505,0.0,1.0,MID,Jacob_Murphy,J.Murphy,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.01,0.01,0.03,65.0,1,0.0,-0.01,0,Players
506,0.0,2.0,MID,Joelinton Cássio_Apolinário de Lira,,1.0,0.0,82.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.02,0.02,0.17,60.0,1,0.0,-0.02,0,Players
507,0.0,3.0,MID,Sandro_Tonali,Tonali,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.18,0.18,0.2,55.0,1,0.0,-0.18,0,Players
512,0.0,1.0,MID,Lewis_Miley,L.Miley,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.01,0.03,45.0,1,0.0,-0.01,0,Players
515,0.03,1.0,FWD,William_Osula,Osula,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.0,55.0,1,-0.03,-0.02,0,Players
521,0.0,2.0,GKP,Matz_Sels,Sels,1.0,0.0,90.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,50.0,1,0.0,0.0,0,Players
524,0.0,2.0,DEF,Nikola_Milenković,Milenković,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.5,55.0,1,0.0,0.0,0,Players
525,0.0,2.0,DEF,Murillo_Costa dos Santos,Murillo,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.02,0.02,1.5,55.0,1,0.0,-0.02,0,Players
526,0.0,4.0,DEF,Ola_Aina,Aina,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.04,0.04,1.5,50.0,1,0.0,-0.04,1,Players
527,0.0,1.0,DEF,Neco_Williams,N.Williams,1.0,0.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.09,0.09,1.5,50.0,1,0.0,-0.09,0,Players
534,0.38,5.0,MID,Morgan_Gibbs-White,Gibbs-White,1.0,0.0,83.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.28,0.66,1.5,75.0,1,-0.38,0.72,0,Players
535,0.02,2.0,MID,Callum_Hudson-Odoi,Hudson-Odoi,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24,0.26,1.5,60.0,1,-0.02,-0.24,0,Players
536,0.39,6.0,MID,Elliot_Anderson,Anderson,1.0,0.0,90.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0,0.28,0.67,1.5,55.0,1,-0.39,0.72,0,Players
537,0.0,1.0,MID,João Pedro_Ferreira da Silva,,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,55.0,1,0.0,0.0,0,Players
540,0.02,2.0,MID,Ibrahim_Sangaré,Sangaré,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.01,0.03,1.5,50.0,1,-0.02,-0.01,0,Players
541,0.0,1.0,MID,Ryan_Yates,Yates,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.01,0.01,0.0,50.0,1,0.0,-0.01,0,Players
544,0.95,13.0,FWD,Chris_Wood,Wood,1.0,2.0,78.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.01,0.96,1.5,75.0,1,1.05,-0.01,0,Players
545,0.0,1.0,FWD,Igor Jesus_Maciel da Cruz,,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,1,0.0,0.0,0,Players
547,0.1,9.0,MID,Dan_Ndoye,Ndoye,1.0,1.0,78.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.01,0.11,1.5,60.0,1,0.9,-0.01,0,Players
553,0.18,17.0,DEF,Daniel_Ballard,Ballard,1.0,1.0,90.0,0.0,1.0,0.0,0.0,0.0,3.0,14.0,0.01,0.19,0.56,45.0,1,0.8200000000000001,-0.01,1,Players
554,0.0,6.0,DEF,Trai_Hume,Hume,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.09,0.09,0.56,45.0,1,0.0,-0.09,0,Players
563,0.0,6.0,DEF,Reinildo_Mandava,Reinildo,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.56,40.0,1,0.0,0.0,0,Players
564,0.0,1.0,DEF,Jenson_Seelt,Seelt,1.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.33,40.0,1,0.0,0.0,0,Players
565,0.14,6.0,MID,Simon_Adingra,Adingra,1.0,0.0,75.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.02,0.16,0.33,55.0,1,-0.14,0.98,0,Players
566,0.23,3.0,MID,Habib_Diarra,Diarra,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.01,0.24,0.56,55.0,1,-0.23,-0.01,0,Players
569,0.0,1.0,MID,Enzo_Le Fée,E.Le Fée,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.23,50.0,1,0.0,0.0,0,Players
573,0.0,1.0,MID,Chris_Rigg,Rigg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,50.0,1,0.0,0.0,0,Players
574,0.0,3.0,MID,Noah_Sadiki,Sadiki,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.01,0.01,0.56,50.0,1,0.0,-0.01,0,Players
575,0.0,6.0,MID,Chemsdine_Talbi,Talbi,1.0,0.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.01,0.01,0.53,50.0,1,0.0,0.99,0,Players
582,0.04,5.0,FWD,Wilson_Isidor,Isidor,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.04,0.23,55.0,1,0.96,0.0,0,Players
583,0.09,8.0,FWD,Eliezer_Mayenda Dossou,Mayenda,1.0,1.0,75.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.33,55.0,1,0.91,0.0,0,Players
587,0.0,3.0,MID,Granit_Xhaka,Xhaka,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.04,0.04,0.56,50.0,1,0.0,-0.04,0,Players
588,0.0,8.0,GKP,Robin_Roefs,Roefs,1.0,0.0,90.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.56,45.0,1,0.0,0.0,0,Players
590,0.0,4.0,DEF,Omar_Alderete,Alderete,1.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.12,0.12,0.23,40.0,1,0.0,0.88,0,Players
591,0.0,9.0,GKP,Guglielmo_Vicario,Vicario,1.0,0.0,90.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.94,50.0,1,0.0,0.0,0,Players
594,0.02,6.0,DEF,Pedro_Porro,Pedro Porro,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.26,0.28,0.94,55.0,1,-0.02,-0.26,0,Players
595,0.0,6.0,DEF,Cristian_Romero,Romero,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.02,0.02,0.94,50.0,1,0.0,-0.02,0,Players
599,0.18,6.0,DEF,Djed_Spence,Spence,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.07,0.25,0.94,45.0,1,-0.18,-0.07,0,Players
601,0.59,6.0,DEF,Micky_van de Ven,Van de Ven,1.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.01,0.6,0.94,45.0,1,-0.59,-0.01,0,Players
606,0.5,8.0,MID,Brennan_Johnson,Johnson,1.0,1.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.06,0.56,0.94,70.0,1,0.5,-0.06,0,Players
608,0.06,10.0,MID,Mohammed_Kudus,Kudus,1.0,0.0,84.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.58,0.64,0.94,65.0,1,-0.06,1.42,0,Players
610,0.0,1.0,MID,Mathys_Tel,Tel,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1,0.0,0.0,0,Players
611,0.0,1.0,MID,Rodrigo_Bentancur,Bentancur,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,55.0,1,0.0,0.0,0,Players
612,0.12,3.0,MID,Lucas_Bergvall,Bergvall,1.0,0.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.01,0.13,0.94,55.0,1,-0.12,-0.01,0,Players
614,0.0,1.0,MID,Wilson_Odobert,Odobert,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.01,0.0,55.0,1,0.0,-0.01,0,Players
617,0.0,3.0,MID,Archie_Gray,Gray,1.0,0.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.05,0.05,0.89,50.0,1,0.0,-0.05,0,Players
619,0.0,6.0,MID,Pape Matar_Sarr,,1.0,0.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.22,0.22,0.94,50.0,1,0.0,0.78,0,Players
622,0.08,1.0,FWD,Dominic_Solanke-Mitchell,Solanke,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.08,0.04,75.0,1,-0.08,0.0,0,Players
623,0.78,13.0,FWD,Richarlison_de Andrade,Richarlison,1.0,2.0,71.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,0.01,0.79,0.89,65.0,1,1.22,-0.01,0,Players
626,0.0,1.0,MID,João Maria_Lobo Alves Palhares Costa Palhinha Gonçalves,,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1,0.0,0.0,0,Players
630,0.16,1.0,DEF,El Hadji Malick_Diouf,,1.0,0.0,90.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.07,0.23,0.68,45.0,1,-0.16,-0.07,0,Players
632,0.0,0.0,DEF,Maximilian_Kilman,Kilman,1.0,0.0,90.0,0.0,0.0,3.0,1.0,0.0,0.0,9.0,0.03,0.03,0.68,45.0,1,0.0,-0.03,0,Players
634,0.0,1.0,DEF,Nayef_Aguerd,N.Aguerd,1.0,0.0,90.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.02,0.02,0.68,45.0,1,0.0,-0.02,0,Players
