Name,Full_Name,Fix_ID,GW,TeamName,minutes,goals_scored,total_points,saves,assists,yellow_cards,red_cards,bonus,bps,defensive_contribution,expected_goals,expected_assists,position,Started,Sub,photo,OpponentName,was_home,TeamCode,PlayerID,PlayerCode,kickoff_time,finished,team_h_score,team_a_score
Georginio,Georginio_Rutter,2645201,1,Brighton,90.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,22.0,7.0,0.08,0.44,FWD,1,0,463067.jpg,Aston Villa,True,36,125,463067,,True,,
Groß,Pascal_Groß,2645201,1,Brighton,90.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,18.0,5.0,0.0,0.27,MID,1,0,60307.jpg,Aston Villa,True,36,124,60307,,True,,
Verbruggen,Bart_Verbruggen,2645201,1,Brighton,90.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,GKP,1,0,489639.jpg,Aston Villa,True,36,109,489639,,True,,
Vuskovic,Luka_Vušković,2645201,1,Brighton,90.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,0.13,0.03,DEF,1,0,610799.jpg,Aston Villa,True,36,504,610799,,True,,
Gomez,Diego_Gómez Amarilla,2645201,1,Brighton,85.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,27.0,6.0,0.18,0.48,MID,1,0,514254.jpg,Aston Villa,True,36,127,514254,,True,,
De Cuyper,Maxim_De Cuyper,2645201,1,Brighton,77.0,1.0,17.0,0.0,1.0,0.0,0.0,2.0,46.0,4.0,1.47,0.21,DEF,1,0,465730.jpg,Aston Villa,True,36,115,465730,,True,,
Wieffer,Mats_Wieffer,2645201,1,Brighton,77.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,32.0,8.0,0.09,0.05,DEF,1,0,467779.jpg,Aston Villa,True,36,130,467779,,True,,
Ayari,Yasin_Ayari,2645201,1,Brighton,63.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,4.0,0.11,0.03,MID,1,0,509416.jpg,Aston Villa,True,36,129,509416,,True,,
Hinshelwood,Jack_Hinshelwood,2645201,1,Brighton,63.0,2.0,16.0,0.0,0.0,0.0,0.0,3.0,54.0,3.0,1.41,0.02,MID,1,0,532529.jpg,Aston Villa,True,36,123,532529,,True,,
Costinha,João Pedro_Loureiro da Costa,2645201,1,Brighton,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.12,0.0,DEF,0,1,451490.jpg,Aston Villa,True,36,119,451490,,True,,
Kostoulas,Charalampos_Kostoulas,2645201,1,Brighton,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.18,0.0,FWD,0,1,647850.jpg,Aston Villa,True,36,138,647850,,True,,
Osman,Ibrahim_Osman,2645201,1,Brighton,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.05,MID,0,1,612855.jpg,Aston Villa,True,36,600,612855,,True,,
Yohanna,Zadok_Yohanna,2645201,1,Brighton,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.03,MID,0,1,700308.jpg,Aston Villa,True,36,135,700308,,True,,
Yalcouyé,Malick_Yalcouyé,2645201,1,Brighton,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.01,MID,0,1,611695.jpg,Aston Villa,True,36,605,611695,,True,,
Baleba,Carlos_Baleba,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,535301.jpg,Aston Villa,True,1,131,535301,,True,,
Buonanotte,Facundo_Buonanotte,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,536916.jpg,Aston Villa,True,36,128,536916,,True,,
Coppola,Diego_Coppola,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,550090.jpg,Aston Villa,True,36,117,550090,,True,,
David,Promise_David,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,538007.jpg,Aston Villa,True,36,594,538007,,True,,
F.Kadıoğlu,Ferdi_Kadıoğlu,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,231416.jpg,Aston Villa,True,36,113,231416,,True,,
Ferguson,Evan_Ferguson,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,487117.jpg,Aston Villa,True,36,139,487117,,True,,
Howell,Harry_Howell,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,597320.jpg,Aston Villa,True,36,132,597320,,True,,
Igor,Igor Julio_dos Santos de Paulo,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,223434.jpg,Aston Villa,True,36,118,223434,,True,,
Minteh,Yankuba_Minteh,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,592031.jpg,Aston Villa,True,36,122,592031,,True,,
Mitoma,Mitoma_Kaoru,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,451340.jpg,Aston Villa,True,36,121,451340,,True,,
O'Riley,Matt_O'Riley,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,219249.jpg,Aston Villa,True,36,126,219249,,True,,
Oriola,Nehemiah_Oriola,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,556637.jpg,Aston Villa,True,36,134,556637,,True,,
Steele,Jason_Steele,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,49262.jpg,Aston Villa,True,36,111,49262,,True,,
Struijk,Pascal_Struijk,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,222694.jpg,Aston Villa,True,36,328,222694,,True,,
Svoboda,Michael_Svoboda,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,454490.jpg,Aston Villa,True,36,120,454490,,True,,
Tzimas,Stefanos_Tzimas,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,608181.jpg,Aston Villa,True,36,137,608181,,True,,
Watson,Tom_Watson,2645201,1,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,549074.jpg,Aston Villa,True,36,133,549074,,True,,
Hill,James_Hill,2645202,1,Bournemouth,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,DEF,1,0,463981.jpg,Man City,False,91,60,463981,,True,,
Petrović,Đorđe_Petrović,2645202,1,Bournemouth,90.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,GKP,1,0,457569.jpg,Man City,False,91,57,457569,,True,,
Scott,Alex_Scott,2645202,1,Bournemouth,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,0.0,0.01,MID,1,0,503139.jpg,Man City,False,91,69,503139,,True,,
Silva,António João_Pereira de Albuquerque Tavares da Silva,2645202,1,Bournemouth,90.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,13.0,0.0,0.0,DEF,1,0,483067.jpg,Man City,False,91,566,483067,,True,,
Smith,Adam_Smith,2645202,1,Bournemouth,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,DEF,1,0,54469.jpg,Man City,False,91,64,54469,,True,,
Tavernier,Marcus_Tavernier,2645202,1,Bournemouth,90.0,1.0,10.0,0.0,0.0,0.0,0.0,3.0,32.0,8.0,0.4,0.08,MID,1,0,201658.jpg,Man City,False,91,68,201658,,True,,
Truffert,Adrien_Truffert,2645202,1,Bournemouth,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,DEF,1,0,494521.jpg,Man City,False,91,61,494521,,True,,
Rayan,Rayan Vitor_Simplício Rocha,2645202,1,Bournemouth,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.04,0.03,MID,1,0,499604.jpg,Man City,False,91,67,499604,,True,,
Cook,Lewis_Cook,2645202,1,Bournemouth,75.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,MID,1,0,155408.jpg,Man City,False,91,71,155408,,True,,
Evanilson,Francisco_Evanilson de Lima Barbosa,2645202,1,Bournemouth,74.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,17.0,8.0,0.0,0.21,FWD,1,0,444102.jpg,Man City,False,91,79,444102,,True,,
Kluivert,Justin_Kluivert,2645202,1,Bournemouth,74.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.11,0.0,MID,1,0,222683.jpg,Man City,False,91,70,222683,,True,,
Adams,Tyler_Adams,2645202,1,Bournemouth,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,MID,0,1,200785.jpg,Man City,False,91,73,200785,,True,,
Jebbison,Daniel_Jebbison,2645202,1,Bournemouth,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.1,0.0,FWD,0,1,523700.jpg,Man City,False,91,608,523700,,True,,
Tóth.A,Alex_Tóth,2645202,1,Bournemouth,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,MID,0,1,614574.jpg,Man City,False,91,76,614574,,True,,
Gannon-Doak,Ben_Gannon-Doak,2645202,1,Bournemouth,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,MID,0,1,496208.jpg,Man City,False,91,72,496208,,True,,
Adli,Amine_Adli,2645202,1,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,489888.jpg,Man City,False,91,77,489888,,True,,
Brooks,David_Brooks,2645202,1,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,111317.jpg,Man City,False,91,74,111317,,True,,
Christie,Ryan_Christie,2645202,1,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,158499.jpg,Man City,False,91,75,158499,,True,,
Dennis,Will_Dennis,2645202,1,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,444172.jpg,Man City,False,91,59,444172,,True,,
Diakité,Bafodé_Diakité,2645202,1,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,242882.jpg,Man City,False,91,62,242882,,True,,
Enes Ünal,Enes_Ünal,2645202,1,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,168636.jpg,Man City,False,91,80,168636,,True,,
Forster,Fraser_Forster,2645202,1,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,40383.jpg,Man City,False,91,58,40383,,True,,
J.Araujo,Julián_Araujo Zúñiga,2645202,1,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,436893.jpg,Man City,False,91,65,436893,,True,,
Kroupi.Jr,Junior_Kroupi,2645202,1,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,560262.jpg,Man City,False,91,78,560262,,True,,
Milosavljević,Veljko_Milosavljevic,2645202,1,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,620487.jpg,Man City,False,91,63,620487,,True,,
Rodríguez,Álvaro_Rodríguez,2645202,1,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,561245.jpg,Man City,False,91,81,561245,,True,,
Sanchez,Juanlu_Sánchez,2645202,1,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,494928.jpg,Man City,False,91,573,494928,,True,,
Soler,Julio_Soler Barreto,2645202,1,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,575901.jpg,Man City,False,91,66,575901,,True,,
Donnarumma,Gianluigi_Donnarumma,2645202,1,Man City,90.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,GKP,1,0,204936.jpg,Bournemouth,True,43,384,204936,,True,,
Guéhi,Marc_Guéhi,2645202,1,Man City,90.0,1.0,10.0,0.0,0.0,0.0,0.0,2.0,31.0,4.0,0.89,0.32,DEF,1,0,209036.jpg,Bournemouth,True,43,388,209036,,True,,
Gvardiol,Joško_Gvardiol,2645202,1,Man City,90.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,28.0,7.0,0.19,0.05,DEF,1,0,477424.jpg,Bournemouth,True,43,391,477424,,True,,
Haaland,Erling_Haaland,2645202,1,Man City,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.74,0.02,FWD,1,0,223094.jpg,Bournemouth,True,43,411,223094,,True,,
Khusanov,Abdukodir_Khusanov,2645202,1,Man City,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.02,DEF,1,0,578153.jpg,Bournemouth,True,43,393,578153,,True,,
Rúben,Rúben_Gato Alves Dias,2645202,1,Man City,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.14,DEF,1,0,171314.jpg,Bournemouth,True,43,390,171314,,True,,
Semenyo,Antoine_Semenyo,2645202,1,Man City,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.06,0.02,MID,1,0,437730.jpg,Bournemouth,True,43,397,437730,,True,,
Foden,Phil_Foden,2645202,1,Man City,81.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,6.0,0.12,0.4,MID,1,0,209244.jpg,Bournemouth,True,43,398,209244,,True,,
Anderson,Elliot_Anderson,2645202,1,Man City,62.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.25,MID,1,0,215379.jpg,Bournemouth,True,43,481,215379,,True,,
O'Reilly,Nico_O'Reilly,2645202,1,Man City,62.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.07,0.41,DEF,1,0,472769.jpg,Bournemouth,True,43,387,472769,,True,,
Lewis,Rico_Lewis,2645202,1,Man City,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.17,0.02,DEF,0,1,477064.jpg,Bournemouth,True,43,395,477064,,True,,
Matheus N.,Matheus_Nunes,2645202,1,Man City,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.04,DEF,0,1,465351.jpg,Bournemouth,True,43,389,465351,,True,,
Cherki,Rayan_Cherki,2645202,1,Man City,27.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,28.0,0.0,0.0,0.5,MID,0,1,466052.jpg,Bournemouth,True,43,399,466052,,True,,
Kovačić,Mateo_Kovačić,2645202,1,Man City,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.01,MID,0,1,91651.jpg,Bournemouth,True,43,406,91651,,True,,
Grealish,Jack_Grealish,2645202,1,Man City,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,MID,0,1,114283.jpg,Bournemouth,True,43,238,114283,,True,,
Alleyne,Max_Alleyne,2645202,1,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,494307.jpg,Bournemouth,True,43,394,494307,,True,,
Aït-Nouri,Rayan_Aït-Nouri,2645202,1,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,448514.jpg,Bournemouth,True,43,392,448514,,True,,
Bettinelli,Marcus_Bettinelli,2645202,1,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,122074.jpg,Bournemouth,True,43,386,122074,,True,,
Doku,Jérémy_Doku,2645202,1,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,248875.jpg,Bournemouth,True,43,400,248875,,True,,
Echeverri,Claudio_Echeverri,2645202,1,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,575204.jpg,Bournemouth,True,43,407,575204,,True,,
Marmoush,Omar_Marmoush,2645202,1,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,438234.jpg,Bournemouth,True,43,401,438234,,True,,
Monga,Jeremy_Monga,2645202,1,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,649208.jpg,Bournemouth,True,43,410,649208,,True,,
Mukasa,Divine_Mukasa,2645202,1,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,590039.jpg,Bournemouth,True,43,409,590039,,True,,
N.Gonzalez,Nico_González Iglesias,2645202,1,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,465694.jpg,Bournemouth,True,43,405,465694,,True,,
Phillips,Kalvin_Phillips,2645202,1,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,155405.jpg,Bournemouth,True,43,408,155405,,True,,
Reijnders,Tijjani_Reijnders,2645202,1,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,433036.jpg,Bournemouth,True,43,404,433036,,True,,
Rodrigo,Rodrigo 'Rodri'_Hernandez Cascante,2645202,1,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,220566.jpg,Bournemouth,True,43,402,220566,,True,,
Rulli,Gerónimo_Rulli,2645202,1,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,106921.jpg,Bournemouth,True,43,587,106921,,True,,
Vitor Reis,Vitor_de Oliveira Nunes dos Reis,2645202,1,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,616222.jpg,Bournemouth,True,43,396,616222,,True,,
Sávio,Sávio_'Savinho' Moreira de Oliveira,2645202,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,510281.jpg,Bournemouth,True,6,403,510281,,True,,
A.Becker,Alisson_Ramses Becker,2645203,1,Liverpool,90.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,GKP,1,0,116535.jpg,Newcastle,False,14,350,116535,,True,,
Frimpong,Jeremie_Frimpong,2645203,1,Liverpool,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.01,0.09,DEF,1,0,216094.jpg,Newcastle,False,14,357,216094,,True,,
Gakpo,Cody_Gakpo,2645203,1,Liverpool,90.0,1.0,12.0,0.0,0.0,0.0,0.0,3.0,33.0,12.0,0.3,0.15,MID,1,0,243298.jpg,Newcastle,False,14,367,243298,,True,,
Isak,Alexander_Isak,2645203,1,Liverpool,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.09,0.01,FWD,1,0,219168.jpg,Newcastle,False,14,379,219168,,True,,
Kerkez,Milos_Kerkez,2645203,1,Liverpool,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,0.02,0.02,DEF,1,0,544877.jpg,Newcastle,False,14,358,544877,,True,,
Szoboszlai,Dominik_Szoboszlai,2645203,1,Liverpool,90.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,29.0,7.0,0.85,0.27,MID,1,0,424876.jpg,Newcastle,False,14,368,424876,,True,,
Virgil,Virgil_van Dijk,2645203,1,Liverpool,90.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,11.0,0.25,0.01,DEF,1,0,97032.jpg,Newcastle,False,14,356,97032,,True,,
Gravenberch,Ryan_Gravenberch,2645203,1,Liverpool,77.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,26.0,11.0,0.06,0.05,MID,1,0,441266.jpg,Newcastle,False,14,371,441266,,True,,
Jacquet,Jeremy_Jacquet,2645203,1,Liverpool,69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.02,DEF,1,0,606702.jpg,Newcastle,False,14,362,606702,,True,,
Ngumoha,Rio_Ngumoha,2645203,1,Liverpool,62.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.04,0.02,MID,1,0,611922.jpg,Newcastle,False,14,369,611922,,True,,
Wirtz,Florian_Wirtz,2645203,1,Liverpool,62.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.26,0.04,MID,1,0,494595.jpg,Newcastle,False,14,366,494595,,True,,
Mac Allister,Alexis_Mac Allister,2645203,1,Liverpool,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.01,MID,0,1,243016.jpg,Newcastle,False,14,372,243016,,True,,
Munoz,Victor_Munoz,2645203,1,Liverpool,27.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.1,0.04,MID,0,1,551499.jpg,Newcastle,False,14,377,551499,,True,,
Araujo,Ronald_Araujo,2645203,1,Liverpool,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.03,DEF,0,1,445087.jpg,Newcastle,False,14,579,445087,,True,,
Koumas,Lewis_Koumas,2645203,1,Liverpool,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.03,0.0,MID,0,1,514514.jpg,Newcastle,False,14,381,514514,,True,,
Bajcetic,Stefan_Bajčetić Maquieira,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,535928.jpg,Newcastle,False,14,376,535928,,True,,
Bradley,Conor_Bradley,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,492777.jpg,Newcastle,False,14,360,492777,,True,,
C.Jones,Curtis_Jones,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,206915.jpg,Newcastle,False,14,373,206915,,True,,
Chiesa,Federico_Chiesa,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,223541.jpg,Newcastle,False,14,370,223541,,True,,
Danns,Jayden_Danns,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,500058.jpg,Newcastle,False,14,382,500058,,True,,
Davies,Harvey_Davies,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,464353.jpg,Newcastle,False,14,355,464353,,True,,
Ekitiké,Hugo_Ekitiké,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,510663.jpg,Newcastle,False,14,380,510663,,True,,
Elliott,Harvey_Elliott,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,444884.jpg,Newcastle,False,14,383,444884,,True,,
Endo,Endo_Wataru,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,158983.jpg,Newcastle,False,14,374,158983,,True,,
Gomez,Joe_Gomez,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,171287.jpg,Newcastle,False,14,359,171287,,True,,
Jaros,Vitezslav_Jaros,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,432987.jpg,Newcastle,False,14,354,432987,,True,,
Leoni,Giovanni_Leoni,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,647681.jpg,Newcastle,False,14,363,647681,,True,,
Lucky,Wellity_Lucky,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,519440.jpg,Newcastle,False,14,361,519440,,True,,
Mamardashvili,Giorgi_Mamardashvili,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,449027.jpg,Newcastle,False,14,351,449027,,True,,
McConnell,James_McConnell,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,491501.jpg,Newcastle,False,14,378,491501,,True,,
Nyoni,Trey_Nyoni,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,591386.jpg,Newcastle,False,14,375,591386,,True,,
Pecsi,Armin_Pecsi,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,586268.jpg,Newcastle,False,14,353,586268,,True,,
Ramsay,Calvin_Ramsay,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,489580.jpg,Newcastle,False,14,365,489580,,True,,
Tsimikas,Kostas_Tsimikas,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,214285.jpg,Newcastle,False,14,364,214285,,True,,
Woodman,Freddie_Woodman,2645203,1,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,155503.jpg,Newcastle,False,14,352,155503,,True,,
