Name,Full_Name,Fix_ID,GW,TeamName,minutes,goals_scored,total_points,saves,assists,yellow_cards,red_cards,bonus,bps,defensive_contribution,expected_goals,expected_assists,position,Started,Sub,photo,OpponentName,was_home,TeamCode,PlayerID,PlayerCode,kickoff_time,finished,team_h_score,team_a_score
Gabriel,Gabriel_dos Santos Magalhães,2645195,1,Arsenal,90.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,21.0,4.0,0.05,0.01,DEF,1,0,226597.jpg,Coventry City,True,3,4,226597,,True,,
Havertz,Kai_Havertz,2645195,1,Arsenal,90.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,0.26,0.03,FWD,1,0,219847.jpg,Coventry City,True,3,26,219847,,True,,
Lewis-Skelly,Myles_Lewis-Skelly,2645195,1,Arsenal,90.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.06,0.11,MID,1,0,499169.jpg,Coventry City,True,3,7,499169,,True,,
Mosquera,Cristhian_Mosquera,2645195,1,Arsenal,90.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,0.0,0.0,DEF,1,0,500040.jpg,Coventry City,True,3,11,500040,,True,,
Raya,David_Raya Martin,2645195,1,Arsenal,90.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,GKP,1,0,154561.jpg,Coventry City,True,3,1,154561,,True,,
White,Benjamin_White,2645195,1,Arsenal,90.0,0.0,11.0,0.0,1.0,0.0,0.0,2.0,37.0,5.0,0.18,0.21,DEF,1,0,198869.jpg,Coventry City,True,3,10,198869,,True,,
Calafiori,Riccardo_Calafiori,2645195,1,Arsenal,80.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,31.0,5.0,0.04,0.09,DEF,1,0,466075.jpg,Coventry City,True,3,8,466075,,True,,
Tzolis,Christos_Tzolis,2645195,1,Arsenal,75.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,30.0,6.0,0.19,0.14,MID,1,0,439509.jpg,Coventry City,True,3,557,439509,,True,,
Ødegaard,Martin_Ødegaard,2645195,1,Arsenal,75.0,1.0,11.0,0.0,0.0,0.0,0.0,3.0,41.0,8.0,0.21,0.1,MID,1,0,184029.jpg,Coventry City,True,3,15,184029,,True,,
Rice,Declan_Rice,2645195,1,Arsenal,67.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.07,0.08,MID,1,0,204480.jpg,Coventry City,True,3,13,204480,,True,,
Saka,Bukayo_Saka,2645195,1,Arsenal,67.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,36.0,7.0,0.64,0.08,MID,1,0,223340.jpg,Coventry City,True,3,12,223340,,True,,
Madueke,Noni_Madueke,2645195,1,Arsenal,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.04,MID,0,1,248857.jpg,Coventry City,True,3,16,248857,,True,,
Zubimendi,Martín_Zubimendi Ibáñez,2645195,1,Arsenal,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.02,MID,0,1,481655.jpg,Coventry City,True,3,19,481655,,True,,
Eze,Eberechi_Eze,2645195,1,Arsenal,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.04,0.0,MID,0,1,232413.jpg,Coventry City,True,3,14,232413,,True,,
Merino,Mikel_Merino Zazón,2645195,1,Arsenal,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.14,0.02,MID,0,1,195384.jpg,Coventry City,True,3,17,195384,,True,,
Hincapie,Piero_Hincapié,2645195,1,Arsenal,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,DEF,0,1,448104.jpg,Coventry City,True,3,9,448104,,True,,
Arrizabalaga,Kepa_Arrizabalaga,2645195,1,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,109745.jpg,Coventry City,True,3,2,109745,,True,,
Bruno G.,Bruno_Guimarães Rodriguez Moura,2645195,1,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,208706.jpg,Coventry City,True,3,452,208706,,True,,
Dowman,Max_Dowman,2645195,1,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,616077.jpg,Coventry City,True,3,20,616077,,True,,
Fábio Vieira,Fábio_Ferreira Vieira,2645195,1,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,438098.jpg,Coventry City,True,3,23,438098,,True,,
G.Jesus,Gabriel_Fernando de Jesus,2645195,1,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,205651.jpg,Coventry City,True,3,27,205651,,True,,
Gyökeres,Viktor_Gyökeres,2645195,1,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,224117.jpg,Coventry City,True,3,25,224117,,True,,
J.Timber,Jurriën_Timber,2645195,1,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,445122.jpg,Coventry City,True,3,5,445122,,True,,
Konsa,Ezri_Konsa Ngoyo,2645195,1,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,199798.jpg,Coventry City,True,3,31,199798,,True,,
Martinelli,Gabriel_Martinelli Silva,2645195,1,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,444145.jpg,Coventry City,True,3,18,444145,,True,,
Meslier,Illan_Meslier,2645195,1,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,437495.jpg,Coventry City,True,3,3,437495,,True,,
Nelson,Reiss_Nelson,2645195,1,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,200641.jpg,Coventry City,True,3,24,200641,,True,,
Nwaneri,Ethan_Nwaneri,2645195,1,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,499175.jpg,Coventry City,True,3,22,499175,,True,,
Saliba,William_Saliba,2645195,1,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,462424.jpg,Coventry City,True,3,6,462424,,True,,
Amenda,Aurèle_Amenda,2645195,1,Coventry City,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.01,DEF,1,0,539142.jpg,Arsenal,False,9,182,539142,,True,,
Dasilva,Jay_Dasilva,2645195,1,Coventry City,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,6.0,0.0,0.02,DEF,1,0,173878.jpg,Arsenal,False,9,176,173878,,True,,
Grimes,Matt_Grimes,2645195,1,Coventry City,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.01,MID,1,0,168144.jpg,Arsenal,False,9,184,168144,,True,,
Onyeka,Frank_Onyeka,2645195,1,Coventry City,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.01,MID,1,0,428580.jpg,Arsenal,False,9,104,428580,,True,,
Rushworth,Carl_Rushworth,2645195,1,Coventry City,90.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,GKP,1,0,472739.jpg,Arsenal,False,9,110,472739,,True,,
Thomas,Bobby_Thomas,2645195,1,Coventry City,90.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.02,0.01,DEF,1,0,461102.jpg,Arsenal,False,9,173,461102,,True,,
van Ewijk,Milan_van Ewijk,2645195,1,Coventry City,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,7.0,0.0,0.01,DEF,1,0,451284.jpg,Arsenal,False,9,175,451284,,True,,
Tchaouna,Loum_Tchaouna,2645195,1,Coventry City,81.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.04,0.02,MID,1,0,469272.jpg,Arsenal,False,9,190,469272,,True,,
Simms,Ellis_Simms,2645195,1,Coventry City,69.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.01,FWD,1,0,218997.jpg,Arsenal,False,9,195,218997,,True,,
Thomas-Asante,Brandon_Thomas-Asante,2645195,1,Coventry City,69.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.02,FWD,1,0,230730.jpg,Arsenal,False,9,194,230730,,True,,
Yirenkyi,Caleb_Yirenkyi,2645195,1,Coventry City,61.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,MID,1,0,661888.jpg,Arsenal,False,9,575,661888,,True,,
Torp,Victor_Torp,2645195,1,Coventry City,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.11,MID,0,1,226965.jpg,Arsenal,False,9,188,226965,,True,,
Awoniyi,Taiwo_Awoniyi,2645195,1,Coventry City,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,FWD,0,1,210156.jpg,Arsenal,False,9,492,210156,,True,,
Rudoni,Jack_Rudoni,2645195,1,Coventry City,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.15,0.0,MID,0,1,480457.jpg,Arsenal,False,9,183,480457,,True,,
Hamer,Gustavo_Hamer,2645195,1,Coventry City,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,MID,0,1,196100.jpg,Arsenal,False,9,584,196100,,True,,
Andrews,Kaine_Andrews,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,629397.jpg,Arsenal,False,9,192,629397,,True,,
Bassette,Norman_Bassette,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,549653.jpg,Arsenal,False,9,197,549653,,True,,
Bidwell,Jake_Bidwell,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,80178.jpg,Arsenal,False,9,178,80178,,True,,
Borges Rodrigues,Raphael_Borges Rodrigues,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,492498.jpg,Arsenal,False,9,191,492498,,True,,
Brau,Miguel_Brau,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,577411.jpg,Arsenal,False,9,181,577411,,True,,
Cherif,Sidiki_Cherif,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,627221.jpg,Arsenal,False,9,599,627221,,True,,
Dovin,Oliver_Dovin,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,484389.jpg,Arsenal,False,9,171,484389,,True,,
Eccles,Josh_Eccles,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,439668.jpg,Arsenal,False,9,187,439668,,True,,
Kesler-Hayden,Kaine_Kesler-Hayden,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,465390.jpg,Arsenal,False,9,177,465390,,True,,
Kitching,Liam_Kitching,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,436761.jpg,Arsenal,False,9,174,436761,,True,,
Latibeaudiere,Joel_Latibeaudiere,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,204813.jpg,Arsenal,False,9,179,204813,,True,,
Markelo,Jahnoah_Markelo,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,551262.jpg,Arsenal,False,9,196,551262,,True,,
Mason-Clark,Ephron_Mason-Clark,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,241293.jpg,Arsenal,False,9,186,241293,,True,,
Sakamoto,Tatsuhiro_Sakamoto,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,501459.jpg,Arsenal,False,9,185,501459,,True,,
Shepherd,George_Shepherd,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,684268.jpg,Arsenal,False,9,189,684268,,True,,
Wilson,Ben_Wilson,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,110690.jpg,Arsenal,False,9,172,110690,,True,,
Woolfenden,Luke_Woolfenden,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,220583.jpg,Arsenal,False,9,180,220583,,True,,
Wright,Haji_Wright,2645195,1,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,176412.jpg,Arsenal,False,9,193,176412,,True,,
Ajer,Kristoffer_Ajer,2645196,1,Brentford,90.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,29.0,10.0,0.11,0.02,DEF,1,0,191866.jpg,Spurs,True,94,87,191866,,True,,
Collins,Nathan_Collins,2645196,1,Brentford,90.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.34,0.04,DEF,1,0,432830.jpg,Spurs,True,94,84,432830,,True,,
Janelt,Vitaly_Janelt,2645196,1,Brentford,90.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,35.0,13.0,0.39,0.17,MID,1,0,204580.jpg,Spurs,True,94,98,204580,,True,,
Kelleher,Caoimhín_Kelleher,2645196,1,Brentford,90.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.01,GKP,1,0,200720.jpg,Spurs,True,94,82,200720,,True,,
Lewis-Potter,Keane_Lewis-Potter,2645196,1,Brentford,90.0,1.0,10.0,0.0,0.0,0.0,0.0,2.0,37.0,10.0,0.77,0.12,MID,1,0,249231.jpg,Spurs,True,94,86,249231,,True,,
Schade,Kevin_Schade,2645196,1,Brentford,90.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,0.52,0.01,MID,1,0,513418.jpg,Spurs,True,94,94,513418,,True,,
Thiago,Igor_Thiago Nascimento Rodrigues,2645196,1,Brentford,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,5.0,1.0,0.08,FWD,1,0,502500.jpg,Spurs,True,94,106,502500,,True,,
Kayode,Michael_Kayode,2645196,1,Brentford,75.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,36.0,4.0,0.5,0.0,DEF,1,0,607464.jpg,Spurs,True,94,88,607464,,True,,
M.Sangaré,Mamadou_Sangaré,2645196,1,Brentford,75.0,0.0,14.0,0.0,2.0,0.0,0.0,3.0,41.0,13.0,0.05,0.33,MID,1,0,513545.jpg,Spurs,True,94,565,513545,,True,,
Jensen,Mathias_Jensen,2645196,1,Brentford,66.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,22.0,5.0,0.08,0.34,MID,1,0,207283.jpg,Spurs,True,94,97,207283,,True,,
O.Dango,Dango_Ouattara,2645196,1,Brentford,66.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.05,0.29,MID,1,0,533463.jpg,Spurs,True,94,95,533463,,True,,
Anthony,Jaidon_Anthony,2645196,1,Brentford,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.03,0.35,MID,0,1,444180.jpg,Spurs,True,94,105,444180,,True,,
Yarmoliuk,Yehor_Yarmoliuk,2645196,1,Brentford,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.04,0.0,MID,0,1,508395.jpg,Spurs,True,94,102,508395,,True,,
Damsgaard,Mikkel_Damsgaard,2645196,1,Brentford,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.11,MID,0,1,440089.jpg,Spurs,True,94,96,440089,,True,,
Hickey,Aaron_Hickey,2645196,1,Brentford,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,DEF,0,1,472713.jpg,Spurs,True,94,90,472713,,True,,
Wilson,Callum_Wilson,2645196,1,Brentford,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.03,0.04,FWD,0,1,75115.jpg,Spurs,True,94,108,75115,,True,,
Carvalho,Fábio_Freitas Gouveia Carvalho,2645196,1,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,244858.jpg,Spurs,True,94,100,244858,,True,,
Dasilva,Josh_Dasilva,2645196,1,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,183656.jpg,Spurs,True,94,103,183656,,True,,
Furo,Kaye_Furo,2645196,1,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,593174.jpg,Spurs,True,94,107,593174,,True,,
Henry,Rico_Henry,2645196,1,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,194010.jpg,Spurs,True,94,89,194010,,True,,
Ji-soo,Kim_Ji-soo,2645196,1,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,570241.jpg,Spurs,True,94,92,570241,,True,,
Milambo,Antoni_Milambo,2645196,1,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,543295.jpg,Spurs,True,94,99,543295,,True,,
Pinnock,Ethan_Pinnock,2645196,1,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,231065.jpg,Spurs,True,94,91,231065,,True,,
Schuster,Jannik_Schuster,2645196,1,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,513086.jpg,Spurs,True,94,93,513086,,True,,
Valdimarsson,Hákon Rafn_Valdimarsson,2645196,1,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,507433.jpg,Spurs,True,94,83,507433,,True,,
Van den Berg,Sepp_van den Berg,2645196,1,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,444765.jpg,Spurs,True,94,85,444765,,True,,
Kinsky,Antonín_Kinský,2645196,1,Spurs,90.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,GKP,1,0,485055.jpg,Brentford,False,6,496,485055,,True,,
Robertson,Andrew_Robertson,2645196,1,Spurs,90.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.06,DEF,1,0,122798.jpg,Brentford,False,6,502,122798,,True,,
Senesi,Marcos_Senesi,2645196,1,Spurs,90.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.02,DEF,1,0,221466.jpg,Brentford,False,6,498,221466,,True,,
Tel,Mathys_Tel,2645196,1,Spurs,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,0.06,0.06,MID,1,0,511499.jpg,Brentford,False,6,514,511499,,True,,
Tonali,Sandro_Tonali,2645196,1,Spurs,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.04,0.06,MID,1,0,432422.jpg,Brentford,False,6,455,432422,,True,,
Van Hecke,Jan Paul_van Hecke,2645196,1,Spurs,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.03,DEF,1,0,469142.jpg,Brentford,False,6,112,469142,,True,,
Gray,Archie_Gray,2645196,1,Spurs,85.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.01,MID,1,0,547701.jpg,Brentford,False,6,522,547701,,True,,
Moore,Mikey_Moore,2645196,1,Spurs,67.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.38,0.02,MID,1,0,499721.jpg,Brentford,False,6,523,499721,,True,,
Richarlison,Richarlison_de Andrade,2645196,1,Spurs,67.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,FWD,1,0,212319.jpg,Brentford,False,6,527,212319,,True,,
Bentancur,Rodrigo_Bentancur,2645196,1,Spurs,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.01,MID,0,1,202993.jpg,Brentford,False,6,516,202993,,True,,
Bergvall,Lucas_Bergvall,2645196,1,Spurs,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.01,MID,0,1,570526.jpg,Brentford,False,6,520,570526,,True,,
Fernandes,Mateus_Fernandes,2645196,1,Spurs,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.06,MID,0,1,551226.jpg,Brentford,False,6,525,551226,,True,,
Gallagher,Conor_Gallagher,2645196,1,Spurs,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.02,0.06,MID,0,1,232787.jpg,Brentford,False,6,519,232787,,True,,
Maddison,James_Maddison,2645196,1,Spurs,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.01,MID,0,1,172780.jpg,Brentford,False,6,515,172780,,True,,
Solanke,Dominic_Solanke-Mitchell,2645196,1,Spurs,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.07,0.0,FWD,0,1,154566.jpg,Brentford,False,6,526,154566,,True,,
Udogie,Destiny_Udogie,2645196,1,Spurs,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.02,DEF,0,1,487053.jpg,Brentford,False,6,506,487053,,True,,
Austin,Brandon_Austin,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,214572.jpg,Brentford,False,6,495,214572,,True,,
Byfield,Jun'ai_Byfield,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,640419.jpg,Brentford,False,6,509,640419,,True,,
Danso,Kevin_Danso,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,135720.jpg,Brentford,False,6,501,135720,,True,,
Davies,Ben_Davies,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,115556.jpg,Brentford,False,6,508,115556,,True,,
Dubravka,Martin_Dubravka,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,67089.jpg,Brentford,False,6,497,67089,,True,,
Kudus,Mohammed_Kudus,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,460842.jpg,Brentford,False,6,512,460842,,True,,
Kulusevski,Dejan_Kulusevski,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,445044.jpg,Brentford,False,6,521,445044,,True,,
Odobert,Wilson_Odobert,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,550839.jpg,Brentford,False,6,517,550839,,True,,
Olusesi,Callum_Olusesi,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,499726.jpg,Brentford,False,6,524,499726,,True,,
P.M.Sarr,Pape Matar_Sarr,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,482442.jpg,Brentford,False,6,518,482442,,True,,
Pedro Porro,Pedro_Porro,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,441164.jpg,Brentford,False,6,499,441164,,True,,
Phillips,Ashley_Phillips,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,548308.jpg,Brentford,False,6,507,548308,,True,,
Romero,Cristian_Romero,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,221632.jpg,Brentford,False,6,500,221632,,True,,
Rowswell,James_Rowswell,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,499716.jpg,Brentford,False,6,510,499716,,True,,
Scarlett,Dane_Scarlett,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD,0,0,490145.jpg,Brentford,False,6,528,490145,,True,,
Souza,João Victor_de Souza Menezes,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,616221.jpg,Brentford,False,6,511,616221,,True,,
Spence,Djed_Spence,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,232859.jpg,Brentford,False,6,505,232859,,True,,
Van de Ven,Micky_van de Ven,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,0,0,491279.jpg,Brentford,False,6,503,491279,,True,,
Vicario,Guglielmo_Vicario,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP,0,0,184254.jpg,Brentford,False,6,494,184254,,True,,
Williams-Barnett,Luca_Williams-Barnett,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,611917.jpg,Brentford,False,6,601,611917,,True,,
Xavi,Xavi_Simons,2645196,1,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID,0,0,493362.jpg,Brentford,False,6,513,493362,,True,,
