,name,code,id,kickoff_time,XG,Round_XG,Round_XA,XGC,was_home,opponent,Clean_Sheet,Result,Threat,saves,ict_index,red_cards,defensive_contribution,Threat_against,Defcon_against,Saves_against,ICT_against,Plain_XG,Plain_XGC,Plain_GS,Plain_GC,XG_DEF,XG_MID,XG_FORWARD,Plain_GS_capped,Plain_GS_roll8,Plain_GS_roll18,Plain_GS_roll30,Plain_GC_capped,Plain_GC_roll8,Plain_GC_roll18,Plain_GC_roll30,Plain_XGC_capped,Plain_XGC_roll8,Plain_XGC_roll18,Plain_XGC_roll30,Plain_XG_capped,Plain_XG_roll8,Plain_XG_roll18,Plain_XG_roll30,Threat_capped,Threat_roll8,Threat_roll18,Threat_roll30,Threat_against_capped,Threat_against_roll8,Threat_against_roll18,Threat_against_roll30,Offensive_Index,Defensive_Index,XGA,XGCA,XGH,XGCH,XG_avg,XGC_avg,Rolling_Threat,Rolling_Saves,Rolling_ict_index,Rolling_Defcon_for,Rolling_Threat_Against,Rolling_Defcon_against,Rolling_ICT_Against,Rolling_Saves_Against,XG_slope,XGC_slope,Rolling_XG,Rolling_XGC,XG_neutral_slope,XGC_neutral_slope,Elo_Rating,XG_pred,XG_pred_rolling_error,XGC_pred,XGC_pred_rolling_error,cluster,XG_vs_cluster_0,XG_vs_cluster_1,XG_vs_cluster_2,XG_vs_cluster_3,XGC_vs_cluster_0,XGC_vs_cluster_1,XGC_vs_cluster_2,XGC_vs_cluster_3,kickoff_date,roll10_deep,roll10_deep_allowed,roll10_xpts,roll10_ppda,roll10_ppda_allowed
817,Liverpool,14,11,2023-08-27 15:30:00+00:00,1.158,0.95,0.6799999999999999,2.7528,False,4.0,0,2,94.0,7.0,44.1,1.0,0.0,186.0,0.0,2.0,56.7,0.95,3.47,2.0,1.0,0.2212339612538517,0.8927638803943961,0.4076244411416152,2.0,2.0,2.155555555555556,1.8266666666666669,1.0,1.15,1.3555555555555554,1.3666666666666667,3.47,1.49,1.4449999999999998,1.3696833333333334,0.95,1.97375,2.061111111111112,1.88698,94.0,145.375,162.38888888888889,169.8,186.0,91.0,98.5,113.53333333333332,1.89167,1.3132041666666665,1.6815148987033557,1.3400613342729375,1.8735733160863013,1.1230383587761803,1.8346070536974144,1.2723770065956128,1.597,3.1715439193575725,56.295,76.87525236036308,0.884,76.70895388748566,39.3,3.0911680159642394,0.0026643810720804,0.0145139247412085,1.875952564233823,1.2790545834017568,0.0018859862127134,0.0137505901002165,1090.3363010437236,2.1454485913909123,-0.0306944700567184,1.0931639499300214,0.0379167125799439,0,1.2371547368421054,1.9733973817567565,1.37817937254902,1.9872310854092528,2.1095987368421056,1.1277388513513515,1.4510569960784314,1.0930175587188615,2023-08-27,0.3936779366381382,0.16645859616641573,0.6201676111857964,0.09043509823518858,0.2917464459332496
818,West Ham,21,19,2023-09-01 19:00:00+00:00,1.282,1.07,0.6699999999999999,1.3112,False,102.0,0,2,120.0,0.0,50.2,0.0,0.0,118.0,0.0,1.0,48.0,1.07,1.43,2.0,1.0,0.3561173441659224,0.7428012520130651,0.6184210680835638,2.0,1.7999999999999998,1.588888888888889,1.4200000000000002,1.0,1.175,1.7000000000000002,1.6133333333333333,1.43,1.7625,1.8805555555555555,1.5672133333333331,1.07,1.56,1.4172222222222224,1.34685,120.0,139.5,123.55555555555556,124.5,118.0,167.125,167.77777777777777,157.4,1.4237291666666667,1.640553333333333,1.029792864872846,1.4830583733156737,1.3572374760224375,1.4459212686190568,1.3086221685571542,1.552521577150349,1.2285,3.4258401064750688,45.87,76.87525236036308,1.6044999999999998,76.70895388748566,57.03000000000001,2.558083019651576,0.0168558777937591,-0.0031430068393223,1.3534065493470095,1.5629820337559828,0.0117876822085565,0.0033379576054737,944.577795754062,1.2924812048690557,-0.0239948938603051,1.992911400529251,-0.0382042435049796,3,0.994697947761194,1.653506334459459,1.4111345294117648,1.6417310854092526,2.2937336567164177,0.9863343918918924,1.903105247058824,1.2584675587188614,2023-09-01,0.1720012185073402,0.4172410381659704,0.4486660843087788,0.27438071878621445,0.13216433219238938
819,Luton,102,12,2023-09-01 19:00:00+00:00,1.294,1.43,1.48,1.2384000000000002,True,21.0,0,0,118.0,1.0,48.0,0.0,0.0,120.0,0.0,0.0,50.2,1.43,1.06,1.0,2.0,0.2,0.87,0.0,1.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,2.0,3.0,3.0,3.0,1.06,2.3833333333333333,2.3833333333333333,2.3833333333333333,1.43,1.106666666666667,1.106666666666667,1.106666666666667,118.0,77.0,77.0,77.0,120.0,213.0,213.0,213.0,0.9473333333333334,2.517666666666667,0.9314037491664192,2.4878886823149053,1.1466983464362177,2.057148633326424,0.993192190567326,2.3950926622436657,0.41,4.6112490596255125,21.55,76.87525236036308,2.595,76.70895388748566,68.89999999999999,0.9839629686535238,-0.0210751667944524,0.0135164078305491,0.7380481419839637,3.036112242169373,-0.0185854641378595,0.0139135961711678,904.918571571415,1.0590770678083576,0.0,2.3405563622597567,0.0,1,1.0103167164179103,1.7125268456375833,1.1775190588235298,1.551924341637011,2.075093850746269,1.0712037583892622,2.0210604941176467,1.228670234875446,2023-09-01,0.1514254975793438,0.6103448275862069,0.13325539824765045,0.38160786729872853,0.05918652005603768
820,Everton,11,9,2023-09-02 11:30:00+00:00,2.38,2.59,0.77,1.5196,False,49.0,0,1,213.0,6.0,62.6,0.0,0.0,203.0,0.0,4.0,56.0,2.59,1.24,2.0,2.0,0.2935202085710314,1.3066670207511162,0.6262255286098751,2.0,1.2,1.1555555555555557,0.9733333333333332,2.0,1.675,1.9,1.846666666666667,1.24,1.6337499999999998,1.973888888888889,1.7651366666666668,2.59,1.7875,1.5316666666666667,1.3335733333333333,213.0,145.0,131.27777777777777,128.16666666666666,203.0,133.875,139.22222222222223,153.33333333333334,1.3288266666666666,1.7396591666666663,1.0108666761369751,1.6979556314590605,1.0780029574650565,1.3813353240600703,1.186630741733841,1.639652322213116,1.224,3.0144395613215647,42.66,76.87525236036308,1.271,76.70895388748566,48.79,3.8136495475095824,-0.0078797142010694,0.0036212061382466,1.1342180358956893,1.659013672720269,-0.0026268327286714,-0.0007588355295659,881.5909628337079,1.365593323895034,-0.1230039716963444,1.1931315914370906,-0.0931171243891458,3,0.995487537313433,1.6308951342281874,1.346634529411765,1.3947524290780144,1.9823203880597016,1.112452818791947,2.072105247058824,1.5545261843971634,2023-09-02,0.14223310021411073,0.2554850215624958,0.506167576770735,0.1753385762550963,0.16818118458226627
821,Sheffield Utd,49,17,2023-09-02 11:30:00+00:00,1.368,1.27,0.5,2.4036,True,11.0,0,0,203.0,4.0,56.0,0.0,0.0,213.0,0.0,6.0,62.6,1.27,2.59,1.0,2.0,0.1616049382716049,1.0374074074074071,1.1965432098765434,1.0,0.85,0.85,0.85,2.0,1.75,1.75,1.75,2.59,2.37,2.37,2.37,1.27,0.7475,0.7475,0.7475,203.0,93.5,93.5,93.5,213.0,223.0,223.0,223.0,0.81575,2.156,0.7146322657363204,1.9262565143320505,0.6781046219751804,2.220806338322951,0.7560592219278752,2.1147657131637505,0.4366666666666666,4.994486099563837,21.03333333333333,76.87525236036308,2.2633333333333336,76.70895388748566,71.625,2.2765142333649298,-0.0152986239465834,-0.0080383126860806,0.5697139767089484,2.205702954643358,-0.0146698840757078,-0.0101401550535345,888.7765641389461,0.6070009029636917,0.0,3.147262219297767,0.0,1,0.9757771268656718,1.585604583333333,1.3203587450980396,1.39388350177305,2.210057119402985,1.1257189333333335,1.6748139921568626,1.315916645390072,2023-09-02,0.036909835726403745,0.34725566210977354,0.08170241123970247,0.25420244875297887,0.051916879470091284
822,Spurs,6,18,2023-09-02 14:00:00+00:00,2.888,2.27,1.03,1.486,False,90.0,0,2,263.0,3.0,91.0,0.0,0.0,151.0,0.0,5.0,58.6,2.27,1.35,5.0,2.0,0.2721959770141989,0.8523934422222283,0.3882065366493068,4.0,2.0,1.9666666666666663,1.9066666666666667,2.0,1.4,1.7555555555555555,1.8066666666666664,1.35,1.3,1.4761111111111112,1.3601933333333336,2.27,1.72,1.6516666666666666,1.4272266666666666,263.0,160.75,137.05555555555554,147.5,151.0,119.5,129.55555555555554,136.83333333333334,1.65359,1.4668316666666668,1.4678436399440196,1.496638178061909,1.5427467847779055,1.304767352084375,1.5794426061804812,1.4337672158699042,1.257,2.976830489217785,47.205,76.87525236036308,1.234,76.70895388748566,47.675,3.375013586860135,0.0103317030796907,-0.0041909633349801,1.573379916501162,1.4408814546598845,0.0107180043798307,-0.0012874750751657,1019.6376567754132,1.858763042338206,-0.0522263889227101,1.296007033691568,0.0076005195538121,2,1.134237537313433,1.8392325,1.474384529411765,1.5808407597173144,2.3419203880597017,1.2889948000000002,1.6536052470588236,1.029414077738516,2023-09-02,0.33743156472408276,0.27887713412184467,0.5602071802599413,0.12684157460146528,0.1675595742163009
823,Chelsea,8,7,2023-09-02 14:00:00+00:00,1.608,2.14,2.69,0.7424000000000001,True,17.0,0,0,162.0,2.0,53.4,0.0,0.0,64.0,0.0,2.0,38.0,2.14,0.71,0.0,1.0,0.1846389940995012,0.5486563180247868,0.3032492687470667,0.4,1.15,1.2111111111111112,1.02,1.0,1.675,1.5666666666666669,1.3266666666666669,0.71,1.5799999999999998,1.4349999999999998,1.2601533333333337,2.14,1.815,1.6255555555555556,1.4434333333333336,162.0,143.75,142.11111111111111,133.0,64.0,111.625,116.88888888888889,119.8,1.3929583333333335,1.3633716666666666,1.304095901887055,1.3583561254522507,1.376212202285214,1.111992044206734,1.366556192709734,1.2992728757480796,1.34,2.600662303624829,49.94,76.87525236036308,1.154,76.70895388748566,44.375,3.374343802149504,0.0142539623029943,0.0040258198094681,1.385849334814784,1.3131879901709544,0.0146594981342896,0.0009251147684072,971.4364522856137,2.3387611022642947,0.0025122391599023,1.0868632596060717,0.0204248825720433,2,1.0496583582089554,1.6504573675496683,1.2671793725490197,1.7576815194346294,1.7629469253731345,1.0084251655629142,1.8627069960784317,1.3041781554770324,2023-09-02,0.4805453251406593,0.19880164194670547,0.5616727075334317,0.07780014322159412,0.30535103130168
824,Nott'm Forest,17,16,2023-09-02 14:00:00+00:00,0.7540000000000001,0.7100000000000001,0.33,1.6872,False,8.0,1,2,64.0,2.0,38.0,0.0,0.0,162.0,0.0,2.0,53.4,0.7100000000000001,2.13,1.0,0.0,0.1776277685839096,1.1992160144605106,0.5545734955338342,1.0,1.75,1.4333333333333331,1.2133333333333334,0.4,1.6,1.8222222222222224,1.7466666666666666,2.13,1.73875,1.901111111111111,1.6700933333333334,0.7100000000000001,1.11875,1.0594444444444444,1.02463,64.0,89.875,96.83333333333331,99.46666666666668,162.0,143.75,158.11111111111111,157.03333333333333,1.1364658333333333,1.707965,0.8674452605042509,1.7366130091986371,1.0602934843617586,1.5241053118636565,1.050167602883169,1.6691620802655731,0.9305,3.240209222186459,36.46,76.87525236036308,1.596,76.70895388748566,56.375,1.9469875162113108,-0.007547031719167,-0.0244085606677014,1.0182866739323757,1.7727724508254696,-0.006260752970571,-0.0204093216589074,869.2960025322651,1.0456965659120754,0.038795271776701,1.749392912519765,-0.1058420335968959,1,0.916197947761194,1.7039773848684208,1.25833968627451,1.1699768992932864,1.806133656716418,1.193999671052632,2.203853498039216,1.3413351943462903,2023-09-02,0.09458758931250236,0.4300523565956565,0.34064054803460087,0.3307934194333372,0.06701509118572481
825,Man City,43,13,2023-09-02 14:00:00+00:00,2.604,2.26,0.64,1.34,True,54.0,0,2,124.0,3.0,59.2,0.0,0.0,126.0,0.0,0.0,28.5,2.26,1.45,5.0,1.0,0.2789165073734489,0.4684165738172502,0.1693137330606829,4.0,1.925,2.4111111111111114,2.2266666666666666,1.0,0.7,0.7666666666666667,0.92,1.45,1.11625,0.8783333333333334,0.8929933333333333,2.26,1.67,2.022777777777778,2.0447866666666665,124.0,144.125,162.83333333333334,180.3333333333333,126.0,97.0,82.0,85.6,1.9837966666666664,0.8892233333333333,1.874057262128454,0.8841488927818898,2.18041969793564,0.8004873976991705,2.0055175733493567,0.8657707392869317,1.6585,1.6036818247634752,58.65500000000001,76.87525236036308,0.722,76.70895388748566,29.41,3.246268231986219,-0.0318816323422419,-0.0147836253888792,2.1338677541807787,0.7961501331897219,-0.0284642390695596,-0.0122402336436076,1246.410744311029,3.1530736355241435,0.105091583587146,0.6104283248424758,0.1203071635453617,0,1.196737537313433,2.107477384868421,1.4138232031250002,1.9003407597173143,1.6711703880597018,0.8440996710526318,1.3611811875,0.8658640777385161,2023-09-02,0.4327387272758596,0.12749364902790933,0.7376569640794164,0.11794948720982643,0.461056111448351
826,Fulham,54,10,2023-09-02 14:00:00+00:00,1.562,1.85,0.26,2.4944,False,43.0,0,0,126.0,0.0,28.5,0.0,0.0,124.0,0.0,3.0,59.2,1.85,2.26,1.0,5.0,0.1940428600696956,1.0258759998477431,0.9922325414642924,1.0,1.675,1.3888888888888888,1.2866666666666666,4.0,2.1,1.822222222222222,1.4400000000000002,2.26,2.56,2.0500000000000003,1.7573466666666666,1.85,1.395,1.1422222222222222,1.14623,126.0,99.0,96.38888888888889,105.8,124.0,160.125,149.61111111111111,141.56666666666666,1.2191241666666666,1.80422,1.215660167214557,1.6701388505867496,1.192926024858134,1.622307607061554,1.211708631351506,1.7252216144120758,0.922,4.152376332541656,41.18,76.87525236036308,1.4575,76.70895388748566,48.56,2.0694904246863484,-0.0058166816463003,0.0508865978132545,1.179411081443721,1.891427499146706,-0.0048610482984834,0.0377319993433229,908.4427048413282,1.000404599911071,0.0551314022190617,2.220965504993256,-0.1096875655646315,3,0.8224083582089553,1.592472861842105,1.2026098046875004,1.4150091285211268,2.2653969253731345,1.1061396052631582,2.14649678125,1.4926541971830989,2023-09-02,0.1779900331845414,0.38490346462191743,0.24016186904844763,0.27858249798842594,0.14502970086158662
827,Burnley,90,6,2023-09-02 14:00:00+00:00,1.512,1.35,1.43,2.7788000000000004,True,6.0,0,0,151.0,5.0,58.6,0.0,0.0,263.0,0.0,3.0,91.0,1.35,2.27,2.0,5.0,0.5574074074074075,1.0030864197530864,0.7337037037037037,2.0,1.1333333333333333,1.1333333333333333,1.1333333333333333,4.0,3.333333333333333,3.333333333333333,3.333333333333333,2.27,2.33,2.33,2.33,1.35,0.8266666666666667,0.8266666666666667,0.8266666666666667,151.0,89.0,89.0,89.0,263.0,219.66666666666663,219.66666666666663,219.66666666666663,0.9313333333333332,2.6043333333333334,1.007387182765905,1.897512034646436,0.7179370226391444,2.128705715051382,0.8969977180179289,2.3087211040911213,0.38,4.328674429247432,21.5,76.87525236036308,1.98,76.70895388748566,74.76666666666667,1.6815353050933783,-0.0124158374802329,-0.0063260250278583,0.4936518325466831,2.3897290950133385,-0.0111176842231852,-0.0087731130364737,938.8710417373828,0.9662468284074948,0.0,2.1175601628053693,0.0,1,0.909352851851852,1.723963815789473,1.2521281054687503,1.5540730281690145,2.1057248444444445,1.074719473684211,1.774804578125,1.2332335774647898,2023-09-02,0.1355567509413663,0.3758620689655172,0.06275750396102736,0.46793468299192187,0.28234152813074515
828,Bournemouth,91,3,2023-09-02 14:00:00+00:00,1.93,2.02,0.65,2.8836000000000004,False,94.0,0,1,159.0,5.0,53.8,0.0,0.0,229.0,0.0,3.0,70.3,2.02,3.29,2.0,2.0,0.2854614711946489,1.556540458285844,0.3416884501352425,2.0,0.825,1.211111111111111,1.1933333333333336,2.0,1.875,1.788888888888889,1.8666666666666667,3.29,1.865,1.8505555555555555,1.70122,2.02,1.095,1.3188888888888888,1.2034133333333334,159.0,102.125,119.44444444444444,118.0,229.0,178.125,177.88888888888889,186.6,1.1762033333333335,1.8074716666666664,1.0949383981765002,1.8090043262457831,1.1875892140604265,1.6022428803163624,1.1587335697258985,1.7565476349738696,1.1095,4.033286074462728,40.675,76.87525236036308,1.743,76.70895388748566,58.215,2.6907833516434865,-0.0197571086243444,-0.0055465041374266,1.1133097303758592,1.8104053003438456,-0.0152096467895721,-0.0048813421489,861.2935211035056,1.2589349358789914,0.0614980335905303,1.8766061587835647,-0.0466882591577411,1,1.043852851851852,1.608468338815789,1.2125877626459145,1.27625,2.2005748444444446,0.9811795394736846,1.8481341945525287,1.5322000000000002,2023-09-02,0.20094350237676137,0.4435949563236266,0.2671579478457825,0.15324751545391352,0.10863208054204933
829,Brentford,94,4,2023-09-02 14:00:00+00:00,2.826,3.28,2.45,1.9308,True,91.0,0,1,229.0,3.0,70.3,0.0,0.0,159.0,0.0,5.0,53.8,3.28,2.02,2.0,2.0,0.153562264831684,0.7366034962452522,0.2943261121994748,2.0,1.8,1.477777777777778,1.6,2.0,1.025,1.1666666666666667,1.12,2.02,1.19375,1.2972222222222225,1.1969299999999998,3.28,1.97875,1.7794444444444446,1.6702633333333334,229.0,154.75,135.27777777777777,136.26666666666668,159.0,126.75,127.55555555555556,146.33333333333334,1.6426908333333334,1.2212575,1.3990034995211351,1.4224664912822695,1.5522438874941504,1.2084878669647876,1.5591572634204882,1.2683673395617645,1.2925,3.625961622964817,45.635000000000005,76.87525236036308,1.286,76.70895388748566,46.19500000000001,2.97378656477656,0.0136133792465699,-0.0211851815796877,1.5845557801428105,1.2841713739107663,0.0069539024132848,-0.0149728362049048,1056.1421931466728,1.3319615842914392,-0.0380569616860295,0.9955827560411408,0.1038068666061695,2,0.975752037037037,1.6289728618421049,1.3379759883720932,1.89602738556338,1.7316248888888892,1.0389396052631583,1.8123848372093023,1.0151625915492963,2023-09-02,0.3009310652866527,0.21564149159217466,0.5869878900964166,0.11507552906114718,0.17349266975882982
830,Newcastle,4,15,2023-09-02 16:30:00+00:00,1.178,1.32,0.5800000000000001,1.6988,False,36.0,0,0,93.0,4.0,39.4,0.0,0.0,155.0,0.0,2.0,59.5,1.32,1.42,1.0,3.0,0.2191304169142776,0.5068803086070132,0.7810055939749107,1.0,1.6,1.9222222222222216,1.7199999999999998,3.0,1.425,1.322222222222222,1.12,1.42,1.3150000000000002,1.1977777777777776,1.1363733333333337,1.32,2.07625,2.2788888888888885,1.8698566666666667,93.0,150.375,165.33333333333334,160.86666666666667,155.0,93.5,93.33333333333331,101.43333333333334,1.8641391666666665,1.1625933333333331,1.6051415557538649,1.121652613324447,1.901476924153824,0.9977608201531032,1.8087242033102555,1.1111500250360542,1.617,2.798226039867396,52.89,76.87525236036308,0.913,76.70895388748566,38.71,3.484175836226183,-0.0014820766326319,0.0021566582897019,1.918391125870364,1.085385770824694,-0.004837886351941,0.00289601879284,1128.0377214916946,1.5774273247394175,-0.0812361588330957,1.4863835851813534,-0.0134960579440126,0,1.023252037037037,2.003770833333333,2.065225988372094,2.0467682570422534,1.748074888888889,1.0541754248366015,1.3413848372093022,1.1882083943661976,2023-09-02,0.28714325196066504,0.22705313604469973,0.6002074601310673,0.12236141960777602,0.18753063469839093
831,Brighton,36,5,2023-09-02 16:30:00+00:00,1.81,1.5,0.7000000000000001,1.178,True,4.0,0,2,155.0,2.0,59.5,0.0,0.0,93.0,0.0,4.0,39.4,1.5,1.3,3.0,1.0,0.0588248770745781,0.9594732272196208,0.6683549063612255,3.0,2.25,2.055555555555556,2.0466666666666664,1.0,1.75,1.6111111111111112,1.5399999999999998,1.3,2.06875,1.6822222222222225,1.5054533333333333,1.5,2.04625,2.2605555555555554,2.06279,155.0,182.125,191.8333333333333,187.26666666666668,93.0,125.25,116.38888888888889,112.03333333333332,2.0616225000000004,1.5485383333333331,1.7292335878995964,1.52622075145331,1.8717115210149815,1.26791243420501,1.9310475272286447,1.4728024630812466,1.9425,2.459354134973996,65.28999999999999,76.87525236036308,1.0755,76.70895388748566,43.145,4.788164985563771,0.0041133744716261,0.0304846307024748,2.0389875675282068,1.5050468277307287,0.0086032231287905,0.0227934604617941,1066.5055713989318,2.0202128999470674,-0.0774157013450794,1.2474745450953924,-0.0777094769612984,2,1.222502037037037,2.3191875,1.5184475868725873,1.9292865140845072,1.9892748888888887,1.3346680392156864,1.4084775289575289,1.6510167887323948,2023-09-02,0.4565579050429319,0.2379645914700269,0.5412009166524168,0.045951987472707845,0.28087051973275023
