,name,position,value,team_code,selected,web_name,DefCon,Risk_share_avg,Point_STD,offset,id,0,38
215,Endo_Wataru,MID,4.9,14,0.001,Endo,12.18,0.164221515319776,0.59,1,392,0,0.18361297126120343
216,Enes_Ünal,FWD,5.4,91,0.0,Enes Ünal,10.05,0.1862655493603343,0.69,1,98,0,0.4331205888107485
217,Enock_Agyei,MID,4.7,90,0.0,Boateng,0.0,0.1168785378195417,3.0,1,203,0,0.0
218,Enso_González Medina,MID,4.3,39,0.012,Gonzalez,0.0,0.1343781145876177,3.0,1,652,0,0.0
219,Enzo_Barrenechea,MID,5.0,7,0.0,Barrenechea,0.0,0.0933164978077088,3.0,1,56,0,0.0
220,Enzo_Fernández,MID,6.4,8,0.111,Enzo,7.05,0.4740052424798006,2.8,1,237,0,4.307391851947585
221,Enzo_Le Fée,MID,4.8,56,0.015,E.Le Fée,9.76,0.3923230328353908,2.37,1,547,0,4.265999950481024
222,Eric_da Silva Moreira,MID,4.5,17,0.001,Da Silva Moreira,0.0,0.1057708659030315,3.0,1,523,0,0.03894571866735073
223,Erling_Haaland,FWD,14.7,43,0.644,Haaland,3.17,0.6089109261650338,3.0,1,430,0,6.073114357675348
224,Estêvão_Almeida de Oliveira Gonçalves,MID,6.4,8,0.017,Estêvão,6.01,0.281104850176365,2.13,1,238,0,0.0
225,Ethan_Ampadu,MID,4.9,2,0.006,Ampadu,11.97,0.3372775478234949,2.1,1,354,0,3.924221014235696
226,Ethan_Nwaneri,MID,5.0,3,0.001,Nwaneri,7.09,0.2753477898364966,1.55,1,25,0,0.0
227,Ethan_Pinnock,DEF,4.2,94,0.001,Pinnock,11.89,0.3499040207609482,1.86,1,111,0,1.0815481442860146
228,Ethan_Sutherland,MID,4.5,39,0.0,Sutherland,0.0,0.1343781145876177,3.0,1,778,0,0.0
229,Ethan_Wheatley,FWD,4.5,1,0.001,Wheatley,0.0,0.0548784821949078,3.0,1,468,0,0.0
230,Etienne_Green,GKP,4.0,90,0.002,Green,0.0,0.324473914716375,3.0,1,184,0,0.0
231,Evan_Ferguson,FWD,5.5,36,0.0,Ferguson,0.0,0.2087832623931293,0.64,1,179,0,0.0
232,Evann_Guessand,MID,6.2,31,0.0,Guessand,8.38,0.2076624029017293,1.44,1,677,0,0.5260277168940571
233,Ezra_Mayers,DEF,4.0,21,0.0,Mayers,3.98,0.4133785275507921,0.17,1,747,0,0.08189716866717642
234,Ezri_Konsa Ngoyo,DEF,4.4,7,0.07200000000000001,Konsa,5.81,0.5946552337766733,1.79,1,38,0,1.5445695512379316
235,Fabian_Schär,DEF,5.2,4,0.011000000000000001,Schär,9.5,0.3905377967928838,2.31,1,474,0,0.0
236,Facundo_Buonanotte,MID,4.6,2,0.001,Buonanotte,6.52,0.2779387282751846,1.25,1,168,0,0.053351332817004604
237,Federico_Chiesa,MID,6.3,14,0.003,Chiesa,8.52,0.3307157370791387,0.83,1,385,0,0.6288086891024834
238,Felipe_Rodrigues da Silva,DEF,4.3,17,0.001,Morato,9.5,0.4518113299577148,1.87,1,511,0,2.62544590430829
239,Fer_López González,MID,5.1,39,0.0,Fer López,4.74,0.1704983701031102,0.38,1,645,0,0.0
240,Ferdi_Kadıoğlu,DEF,4.5,36,0.013999999999999999,F.Kadıoğlu,4.91,0.544598434621883,2.05,1,148,0,3.225998476656869
241,Filip_Jörgensen,GKP,4.3,8,0.002,Jörgensen,0.0,0.3565394506932955,0.84,1,221,0,3.2474811700470694
242,Filip_Marschall,GKP,4.0,7,0.0,Marschall,0.0,0.2702924217591715,3.0,1,35,0,0.0
243,Finlay_Herrick,GKP,4.0,21,0.0,Herrick,0.0,0.3278512017159221,3.0,1,825,0,0.0
244,Florentino_Ibrain Morris Luís,MID,5.0,90,0.0,Florentino,13.25,0.1902767914167881,1.5,1,722,0,1.6258632965331319
245,Florian_Wirtz,MID,8.3,14,0.085,Wirtz,6.49,0.4722499911447094,2.34,1,382,0,4.632407566101238
246,Francisco_Evanilson de Lima Barbosa,FWD,6.6,91,0.023,Evanilson,4.32,0.4897723698065112,2.24,1,97,0,3.948496139077957
247,Franco_Umeh-Chibueze,MID,4.5,31,0.0,Umeh,0.0,0.1028140054862867,3.0,1,282,0,0.0
248,Frank_Onyeka,MID,4.8,94,0.0,Onyeka,10.23,0.1548898933529832,0.99,1,128,0,0.0
249,Fraser_Forster,GKP,4.0,91,0.0,Forster,0.0,0.3365219992413957,1.58,1,782,0,0.9820412962197708
250,Freddie_Potts,MID,4.3,21,0.005,Potts,9.22,0.2000284365260125,0.8,1,623,0,0.9378356027118995
251,Freddie_Simmonds,DEF,4.0,36,0.0,Simmonds,0.0,0.483851323917804,3.0,1,761,0,0.0
252,Freddie_Woodman,GKP,3.9,14,0.003,Woodman,0.0,0.3562129453556861,3.0,1,369,0,2.4163248524839616
253,Fábio_Ferreira Vieira,MID,5.4,3,0.0,Fábio Vieira,0.0,0.266062583748283,1.14,1,23,0,0.0
254,Fábio_Freitas Gouveia Carvalho,MID,4.6,94,0.001,Carvalho,7.2,0.2799272003257316,1.25,1,123,0,0.0
255,Fábio_Soares Silva,FWD,4.9,39,0.002,Fábio Silva,0.0,0.3197915370066242,3.0,1,655,0,0.0
256,Gabriel_Fernando de Jesus,FWD,6.4,3,0.003,G.Jesus,7.06,0.3159409820961248,2.05,1,31,0,0.684997130990912
257,Gabriel_Gudmundsson,DEF,3.8,2,0.026000000000000002,Gudmundsson,6.28,0.49259578187942,1.79,1,347,0,0.712133140289726
258,Gabriel_Martinelli Silva,MID,6.8,3,0.009000000000000001,Martinelli,6.74,0.345611113934567,1.06,1,19,0,0.8512964023383685
259,Gabriel_Słonina,GKP,3.8,8,0.001,Slonina,0.0,0.3594024633303241,3.0,1,223,0,0.0
260,Gabriel_dos Santos Magalhães,DEF,7.3,3,0.461,Gabriel,9.05,0.461077783720101,2.7,1,5,0,4.983961158129809
261,Garang_Kuol,MID,4.4,4,0.0,Kuol,0.0,0.1347640905621499,3.0,1,496,0,0.0
262,George_Brierley,MID,4.5,90,0.0,Brierley,0.0,0.1168785378195417,3.0,1,784,0,0.0
263,George_Earthy,MID,4.5,21,0.0,Earthy,0.0,0.1375659722715165,3.0,1,620,0,0.0
264,George_Hemmings,MID,4.5,7,0.0,George Hemmings,3.6,0.0926466443868568,3.0,1,754,0,0.005636370414720317
265,George_King,DEF,4.0,31,0.0,King,0.0,0.4028764026018378,3.0,1,793,0,0.0
266,Georginio_Rutter,MID,5.6,36,0.003,Georginio,6.6,0.3606061129146765,1.74,1,158,0,1.6163747209991122
267,Gianluigi_Donnarumma,GKP,5.6,43,0.09300000000000001,Donnarumma,0.0,0.3776775179056277,1.92,1,736,0,3.562521202151964
268,Giorgi_Mamardashvili,GKP,4.1,14,0.006999999999999999,Mamardashvili,0.0,0.3489902151425567,2.61,1,367,0,1.7560371493447433
269,Giovanni_Leoni,DEF,4.9,14,0.0,Leoni,0.0,0.3995006777767867,3.0,1,692,0,0.0
270,Godwill_Kukonki,DEF,4.0,1,0.0,Kukonki,0.0,0.4059420501379305,3.0,1,788,0,0.0
271,Gonçalo_Manuel Ganchinho Guedes,MID,5.5,39,0.0,Guedes,0.0,0.3108402727822436,1.3,1,647,0,0.0
272,Granit_Xhaka,MID,5.1,56,0.032,Xhaka,11.27,0.282187163989113,1.69,1,668,0,3.681053697091489
273,Guglielmo_Vicario,GKP,4.7,6,0.047,Vicario,0.0,0.3408480407252262,1.51,1,565,0,1.5125341464507323
274,Guido_Rodríguez,MID,4.8,21,0.0,G.Rodriguez,7.71,0.1708449066469538,0.59,1,618,0,0.0
275,Gustavo_Nunes Fernandes Gomes,MID,4.9,94,0.0,Nunes,0.0,0.1109236810566403,3.0,1,127,0,0.0
276,Habib_Diarra,MID,5.3,56,0.001,Diarra,5.04,0.3331484161614008,1.55,1,544,0,2.3004679301297664
277,Hamed_Traorè,MID,4.5,91,0.003,H.Traorè,22.5,0.1842087341218844,0.98,1,93,0,0.0
278,Hannes_Delcroix,DEF,3.8,90,0.002,Delcroix,0.0,0.5385932450151871,0.5,1,188,0,0.0
279,Hannibal_Mejbri,MID,4.7,90,0.001,Hannibal,8.27,0.3191947993731071,2.06,1,207,0,2.1529440318432127
280,Harrison_Armstrong,MID,4.5,11,0.001,Armstrong,9.07,0.2377518959978983,0.74,1,305,0,0.6839418613602009
281,Harrison_Ashby,DEF,3.9,4,0.001,Ashby,0.0,0.3915725621967493,3.0,1,482,0,0.0
282,Harrison_Jones,MID,4.3,56,0.001,H.Jones,0.0,0.1197067173588081,3.0,1,557,0,0.0
283,Harrison_Reed,MID,4.3,54,0.003,Reed,6.07,0.1678150437037335,1.31,1,336,0,0.3061143439445941
284,Harry_Amass,DEF,4.0,1,0.001,Amass,0.0,0.5345494059222792,0.56,1,445,0,0.0
285,Harry_Gray,FWD,4.5,2,0.001,Gray,0.0,0.2818894218145754,3.0,1,741,0,0.0
286,Harry_Howell,MID,4.5,36,0.0,Howell,6.85,0.2606520939322794,3.0,1,795,0,0.40344850820066835
287,Harry_Maguire,DEF,4.4,1,0.016,Maguire,8.31,0.4719147829308586,2.83,1,442,0,2.926426375680039
288,Harry_Tyrer,GKP,3.9,11,0.001,Tyrer,0.0,0.3285380468364094,3.0,1,289,0,0.0
289,Harry_Wilson,MID,5.9,54,0.185,Wilson,5.96,0.4712840402690649,2.49,1,329,0,4.092866090926111
290,Harvey_Barnes,MID,6.1,4,0.012,Barnes,4.72,0.4061331768255458,2.55,1,487,0,2.636304664827294
291,Harvey_Elliott,MID,5.1,7,0.002,Elliott,4.91,0.2448545543714325,1.71,1,389,0,0.4622605123984751
292,Hjalmar_Ekdal,DEF,3.8,90,0.006999999999999999,Ekdal,10.18,0.3825896472488367,2.16,1,190,0,3.060648229493029
293,Hugo_Bueno López,DEF,4.3,39,0.002,H.Bueno,6.61,0.5094177088449491,2.25,1,633,0,3.265792198445756
294,Hugo_Ekitiké,FWD,9.0,14,0.158,Ekitiké,4.26,0.2839713680826687,2.8,1,661,0,0.0
295,Hwang_Hee-chan,MID,5.6,39,0.001,Hee Chan,5.67,0.4461775894103099,1.53,1,642,0,1.8274194966163857
296,Hákon_Rafn Valdimarsson,GKP,3.8,94,0.009000000000000001,Valdimarsson,0.0,0.3158432914852537,3.0,1,105,0,0.9117473302677328
297,Ian_Maatsen,DEF,4.2,7,0.005,Maatsen,6.84,0.5282671497244457,1.29,1,39,0,1.2848316828786643
298,Ian_Poveda-Ocampo,MID,4.7,56,0.0,Poveda,0.0,0.1197067173588081,3.0,1,550,0,0.0
299,Ibrahim_Sangaré,MID,4.9,17,0.001,Sangaré,11.24,0.2025934280335861,1.48,1,521,0,1.9763791135613231
300,Ibrahima_Konaté,DEF,5.4,14,0.038,Konaté,8.66,0.4249660530099433,2.79,1,374,0,3.5577684275090338
301,Idrissa_Gueye,MID,5.4,11,0.001,Gana,9.37,0.1971943275898586,2.35,1,302,0,1.0323108579268154
302,Igor_Jesus Maciel da Cruz,FWD,5.9,17,0.024,Igor Jesus,4.78,0.4077836663820607,2.11,1,526,0,3.2305680411118813
303,Igor_Julio dos Santos de Paulo,DEF,4.5,36,0.001,Igor,11.36,0.3413650738058715,1.26,1,149,0,0.3622851811289272
304,Igor_Thiago Nascimento Rodrigues,FWD,7.3,94,0.317,Thiago,5.89,0.5193437432113037,2.32,1,136,0,4.577868423700046
305,Ilia_Gruev,MID,4.7,2,0.001,Gruev,7.78,0.203948621133207,1.76,1,356,0,0.0
306,Iliman_Ndiaye,MID,6.3,11,0.047,Ndiaye,9.26,0.4086442020190848,1.96,1,299,0,4.454999512439479
307,Illan_Meslier,GKP,4.1,2,0.003,Meslier,0.0,0.3585793199009419,1.8,1,339,0,0.0
308,Illia_Zabarnyi,DEF,5.0,91,0.0,Zabarnyi,0.0,0.4728059616743061,2.04,1,71,0,0.0
309,Isaac_Hayden,MID,4.5,4,0.0,Hayden,0.0,0.1347640905621499,3.0,1,495,0,0.0
310,Isaac_Heath,MID,4.5,11,0.0,Heath,0.0,0.1162636605328489,3.0,1,308,0,0.0
311,Isaac_Schmidt,DEF,4.0,2,0.001,Schmidt,0.0,0.421085424177877,3.0,1,349,0,0.0
312,Ismaïla_Sarr,MID,6.4,31,0.061,Sarr,5.67,0.4471203479648314,2.47,1,267,0,3.647101725434735
313,Ismeal_Kabia,MID,4.5,3,0.001,Kabia,0.0,0.1665443145631068,3.0,1,28,0,0.0
314,Issa_Diop,DEF,4.3,54,0.001,Diop,6.93,0.4111455197409204,0.66,1,320,0,1.1321960992862585
315,Iwan_Morgan,FWD,4.4,94,0.003,Morgan,0.0,0.2208276217155698,3.0,1,137,0,0.0
316,Jack_Fletcher,MID,4.3,1,0.001,J.Fletcher,9.25,0.1292550491066316,3.0,1,462,0,0.6770367569573956
317,Jack_Grealish,MID,6.3,11,0.055999999999999994,Grealish,7.47,0.2515909635376629,2.9,1,419,0,0.0
318,Jack_Harrison,MID,5.1,2,0.0,Harrison,8.24,0.2165911170935813,1.78,1,352,0,0.0
319,Jack_Hinshelwood,MID,5.2,36,0.015,Hinshelwood,6.01,0.4285749471069743,1.91,1,163,0,3.9627581261764404
320,Jack_Moorhouse,MID,4.5,1,0.0,Moorhouse,0.0,0.1130562474800246,3.0,1,464,0,0.0
321,Jack_Whittaker,MID,4.5,56,0.0,Whittaker,0.0,0.1197067173588081,3.0,1,821,0,0.0
322,Jackson_Tchatchoua,DEF,4.4,39,0.0,Tchatchoua,5.3,0.468329564514755,1.43,1,695,0,1.5029049826576932
323,Jacob_Bruun Larsen,MID,5.2,90,0.0,Bruun Larsen,5.62,0.2838877154859067,0.76,1,202,0,0.40302215072519876
324,Jacob_Murphy,MID,5.9,4,0.006,J.Murphy,5.13,0.3477612458357119,1.69,1,489,0,1.7561427579289586
325,Jacob_Ramsey,MID,5.3,4,0.002,J.Ramsey,8.99,0.3034404782398912,1.87,1,52,0,1.746969043658605
326,Jacob_Slater,DEF,4.0,36,0.001,Slater,0.0,0.4102370853934545,3.0,1,155,0,0.0
327,Jadon_Sancho,MID,5.8,7,0.002,Sancho,4.59,0.1959691723929136,0.93,1,456,0,1.051526387846818
328,Jaidon_Anthony,MID,5.0,90,0.019,Anthony,7.76,0.4156163552824843,1.74,1,200,0,3.8914523202969407
329,Jair_Paula da Cunha Filho,DEF,4.2,17,0.001,Jair Cunha,8.76,0.378084372213141,0.69,1,510,0,1.7115006888351445
330,Jaka_Bijol,DEF,3.9,2,0.012,Bijol,10.39,0.4730149003876219,2.4,1,344,0,3.5103546187409123
331,Jake_O'Brien,DEF,4.9,11,0.006999999999999999,O'Brien,6.68,0.5359429601754295,2.3,1,293,0,2.8003121674123097
332,Jakub_Kiwior,DEF,5.4,3,0.0,Kiwior,0.0,0.4886587612467986,2.05,1,9,0,0.0
333,Jamaal_Lascelles,DEF,4.3,4,0.0,Lascelles,23.68,0.3367666861953404,2.26,1,480,0,0.0
334,Jamaldeen_Jimoh-Aloba,MID,4.5,7,0.001,Jimoh-Aloba,11.25,0.0933164978077088,3.0,1,62,0,0.0
335,James_Garner,MID,5.2,11,0.038,Garner,12.05,0.2836511564902631,1.8,1,303,0,4.225480622584102
336,James_Hill,DEF,4.2,91,0.073,Hill,11.18,0.3996404070372868,2.18,1,77,0,3.691089754250575
337,James_Justin,DEF,4.0,2,0.023,Justin,8.74,0.5034016756499962,2.32,1,706,0,3.6622280140834143
338,James_Maddison,MID,6.8,6,0.002,Maddison,10.38,0.2787802521848944,2.91,1,581,0,0.560346615298389
339,James_McAtee,MID,5.0,17,0.001,McAtee,9.46,0.3042896865806324,1.26,1,426,0,1.048591687423989
340,James_McConnell,MID,4.4,14,0.0,McConnell,0.0,0.135587689674877,3.0,1,394,0,0.0
341,James_Milner,MID,4.9,36,0.001,Milner,9.58,0.2133519972362879,1.14,1,170,0,0.7185294483235329
342,James_Rowswell,DEF,4.0,6,0.0,Rowswell,0.0,0.4178694128850222,3.0,1,750,0,0.06987998783559721
343,James_Tarkowski,DEF,5.8,11,0.127,Tarkowski,10.17,0.4726173263097506,2.58,1,291,0,3.6349059844196
344,James_Trafford,GKP,4.5,43,0.009000000000000001,Trafford,0.0,0.3830940724241074,1.63,1,182,0,1.4565007156451133
345,James_Ward-Prowse,MID,5.6,90,0.002,Ward-Prowse,8.94,0.238541341219603,1.08,1,614,0,2.159725909763174
346,James_Wilson,FWD,4.5,6,0.0,Wilson,0.0,0.2848898505346325,3.0,1,818,0,0.0
347,James_Wright,GKP,3.9,7,0.006,Wright,0.0,0.2702924217591715,3.0,1,688,0,0.0
348,Jamie_Bynoe-Gittens,MID,6.0,8,0.001,Gittens,5.37,0.2599759812909094,0.9,1,239,0,0.08186239233897176
349,Jan_Paul van Hecke,DEF,4.7,36,0.109,Van Hecke,8.94,0.4603766880345913,1.95,1,151,0,3.952667878955447
350,Jarrad_Branthwaite,DEF,5.3,11,0.003,Branthwaite,8.89,0.3583292754849456,1.45,1,290,0,0.0
351,Jarrod_Bowen,FWD,7.7,21,0.131,Bowen,7.46,0.4452709419033591,2.36,1,624,0,4.473959957076108
352,Jason_Steele,GKP,4.2,36,0.002,Steele,0.0,0.3260350968124882,1.86,1,138,0,1.2440276994124464
353,Jay_Matete,MID,4.3,56,0.002,Matete,0.0,0.2194981822692953,3.0,1,558,0,0.0
354,Jayce_Fitzgerald,MID,4.3,1,0.0,Fitzgerald,0.0,0.1130562474800246,3.0,1,461,0,0.0
355,Jaydee_Canvot,DEF,4.5,31,0.005,Canvot,11.43,0.3582209963951341,2.41,1,723,0,3.0612537683477026
356,Jayden_Bogle,DEF,4.4,2,0.005,Bogle,5.63,0.4836077852379415,1.75,1,342,0,0.0
357,Jayden_Danns,FWD,4.3,14,0.001,Danns,0.0,0.081649704389326,3.0,1,398,0,0.0
358,Jayden_Lienou,DEF,4.0,2,0.0,Lienou,0.0,0.421085424177877,3.0,1,837,0,0.0
359,Jayden_Meghoma,DEF,4.0,94,0.0,Meghoma,0.0,0.4475788276272839,3.0,1,118,0,0.0
360,Jaydon_Banel,MID,4.5,90,0.0,Banel,0.0,0.1168785378195417,3.0,1,213,0,0.0
361,Jaydon_Jones,MID,4.5,56,0.0,Jones,0.0,0.1197067173588081,3.0,1,822,0,0.0
362,Jean-Clair_Todibo,DEF,4.3,21,0.001,Todibo,8.17,0.4376272115289283,1.65,1,609,0,1.9554202342297295
363,Jean-Philippe_Mateta,FWD,7.6,31,0.085,Mateta,5.12,0.2731192957206899,2.39,1,283,0,2.016953689178661
364,Jean-Ricner_Bellegarde,MID,5.1,39,0.0,Bellegarde,7.63,0.3248661841601297,0.97,1,644,0,1.0085495679074836
365,Jefferson_Lerma Solís,MID,4.9,31,0.001,Lerma,11.42,0.2159695115210881,1.92,1,272,0,2.5388058984003687
366,Jenson_Jones,DEF,4.0,56,0.0,Jenson Jones,0.0,0.3732655882277073,3.0,1,774,0,0.0
367,Jenson_Metcalfe,MID,4.5,11,0.0,Metcalfe,0.0,0.1162636605328489,3.0,1,309,0,0.0
368,Jenson_Seelt,DEF,4.0,56,0.001,Seelt,8.12,0.4270020477677763,3.0,1,542,0,0.0
369,Jeremie_Frimpong,DEF,5.7,14,0.049,Frimpong,2.66,0.5355276896502015,1.97,1,370,0,1.6104194338424282
370,Jeremy_Sarmiento Morante,MID,4.9,36,0.0,Sarmiento,0.0,0.2967052572716691,1.1,1,171,0,0.0
371,Jerome_Abbey,MID,4.5,39,0.0,Abbey,0.0,0.1343781145876177,3.0,1,809,0,0.0
372,Jesse_Derry,MID,4.5,8,0.0,Derry,6.0,0.1586111509060696,3.0,1,829,0,0.6167147569226789
373,Jesurun_Rak-Sakyi,MID,4.4,31,0.0,J.Rak-Sakyi,0.0,0.1156451743137873,0.45,1,278,0,0.0
374,Jhon_Arias,MID,4.9,39,0.001,J.Arias,10.07,0.2235738694249192,1.14,1,663,0,0.0
375,Jim_Thwaites,MID,4.5,1,0.0,Thwaites,0.0,0.1130562474800246,3.0,1,827,0,0.0
376,Jimmy_Sinclair,MID,4.5,17,0.0,Sinclair,0.0,0.1048449986568349,3.0,1,836,0,0.0
377,Joachim_Andersen,DEF,4.4,54,0.032,Andersen,10.27,0.3235857519220629,2.26,1,317,0,0.0
378,Joe_Anderson,DEF,3.8,56,0.003,Anderson,0.0,0.4339571339797913,3.0,1,534,0,0.0
379,Joe_Gauci,GKP,4.0,7,0.001,Gauci,0.0,0.2702924217591715,3.0,1,34,0,0.0
380,Joe_Gelhardt,MID,4.5,2,0.0,Gelhardt,0.0,0.129164138005817,0.72,1,360,0,0.0
381,Joe_Gomez,DEF,4.9,14,0.001,Gomez,6.98,0.4107492571749201,1.46,1,376,0,1.1234881419221643
382,Joe_Hodge,MID,4.5,39,0.0,Hodge,0.0,0.2477506146653175,3.0,1,653,0,0.0
383,Joe_Knight,MID,4.4,36,0.001,Knight,0.0,0.1304649429570135,3.0,1,175,0,0.0
384,Joe_Rodon,DEF,3.9,2,0.028999999999999998,Rodon,8.36,0.4826336399089961,1.6,1,348,0,3.1867940237544903
385,Joe_White,MID,4.5,4,0.0,White,0.0,0.1347640905621499,3.0,1,498,0,0.0
386,Joe_Willock,MID,5.0,4,0.001,Willock,8.47,0.3254537951996894,1.09,1,494,0,1.8835897662931564
387,Joe_Worrall,DEF,3.8,90,0.002,Worrall,13.79,0.340623837877233,1.84,1,199,0,1.119733632281994
388,Joelinton_Cássio Apolinário de Lira,MID,5.9,4,0.003,Joelinton,10.98,0.2116746131701937,1.44,1,490,0,0.0
389,John_McGinn,MID,5.3,7,0.006999999999999999,McGinn,6.25,0.3385454762585628,1.92,1,54,0,2.9097342125247843
390,John_Ruddy,GKP,4.0,4,0.0,Ruddy,0.0,0.3543563838559452,3.0,1,753,0,0.0
391,John_Stones,DEF,5.4,43,0.006,Stones,5.01,0.484134930807272,2.77,1,409,0,1.1286586085174375
392,John_Victor Maciel Furtado,GKP,4.0,17,0.003,John,0.0,0.3244865023524256,1.43,1,715,0,0.7604273872621999
393,Jonah_Kusi-Asare,FWD,4.5,54,0.001,Kusi-Asare,9.18,0.0786979834929431,3.0,1,737,0,0.35324397128331936
394,Jordan_Beyer,DEF,3.9,90,0.001,Jordan,0.0,0.5832975120845438,1.44,1,194,0,0.0
395,Jordan_Henderson,MID,5.0,94,0.003,Henderson,8.75,0.1991237385727418,1.2,1,124,0,1.2209434716323815
396,Jordan_Pickford,GKP,5.6,11,0.13,Pickford,0.0,0.3285380468364094,2.23,1,287,0,2.741941835099371
397,Jorge_Cuenca Barreno,DEF,4.3,54,0.001,J.Cuenca,11.02,0.3425253801331152,1.39,1,321,0,1.017310590805709
398,Jorrel_Hato,DEF,4.6,8,0.002,Hato,7.86,0.4313474408093916,0.65,1,672,0,3.598081665590668
399,Josh_Acheampong,DEF,3.7,8,0.017,Acheampong,6.07,0.4073782112166405,2.11,1,233,0,0.7084769176052591
400,Josh_Cullen,MID,4.9,90,0.008,Cullen,10.29,0.1618725833061456,2.07,1,205,0,0.0
401,Josh_Dasilva,MID,4.9,94,0.0,Dasilva,45.0,0.1914384711200549,1.36,1,748,0,0.0838950948712914
402,Josh_Gracey,GKP,4.0,39,0.0,Gracey,0.0,0.3744477417573356,3.0,1,831,0,0.0
403,Josh_King,MID,4.4,54,0.016,King,7.29,0.3182623311998357,1.29,1,335,0,1.4427280465517334
404,Josh_Laurent,MID,4.8,90,0.0,Laurent,9.55,0.181790478657523,1.81,1,209,0,1.4556097026002177
405,Josh_Nichols,DEF,3.7,3,0.002,Nichols,0.0,0.4424281096440017,3.0,1,15,0,0.0
406,Joshua_Stephenson,DEF,4.0,94,0.0,Stephenson,0.0,0.4475788276272839,3.0,1,823,0,0.0
407,Joshua_Zirkzee,FWD,5.8,1,0.004,Zirkzee,6.7,0.2040429614511573,1.69,1,466,0,0.6339534135825339
408,José_Malheiro de Sá,GKP,4.2,39,0.011000000000000001,José Sá,0.0,0.3747277645130937,1.99,1,628,0,1.879002203931035
409,João_Maria Lobo Alves Palhares Costa Palhinha Gonçalves,MID,5.5,6,0.008,J.Palhinha,12.2,0.2303918002365068,2.53,1,673,0,3.001917877050829
410,João_Pedro Ferreira da Silva,MID,5.4,17,0.0,Jota,24.55,0.2946088472191055,3.0,1,518,0,0.0
411,João_Pedro Junqueira de Jesus,FWD,7.4,8,0.375,João Pedro,4.63,0.4665058899629969,2.67,1,249,0,3.1195669698424098
412,João_Victor Gomes da Silva,MID,5.3,39,0.003,J.Gomes,12.31,0.2128192337334161,1.77,1,646,0,3.506605790045699
413,João_Victor de Souza Menezes,DEF,4.0,6,0.0,Souza,3.8,0.4261746027648849,0.42,1,804,0,0.41966234814957143
414,Joél_Drakes-Thomas,MID,4.5,31,0.0,Drakes-Thomas,38.57,0.1028578651270079,3.0,1,762,0,0.006600610724687602
415,Joël_Piroe,FWD,4.9,2,0.003,Piroe,5.04,0.1208704274523919,0.26,1,362,0,0.1491007222704072
416,Joël_Veltman,DEF,4.3,36,0.001,Veltman,8.51,0.4006693122070448,1.42,1,152,0,1.5993644882866238
417,Joško_Gvardiol,DEF,5.8,43,0.032,Gvardiol,6.76,0.4983766519265504,2.56,1,403,0,3.743579396158157
418,Julian_Eyestone,GKP,3.9,94,0.001,Eyestone,0.0,0.3158432914852537,3.0,1,104,0,0.0
419,Julio_Enciso Espínola,MID,5.4,36,0.0,Enciso,0.0,0.3098612307426132,3.0,1,161,0,0.0
420,Julio_Soler Barreto,DEF,3.9,91,0.002,Soler,2.65,0.4143444525077052,3.0,1,80,0,0.1438858338073213
421,Julián_Araujo Zúñiga,DEF,3.8,91,0.005,J.Araujo,0.0,0.4855271435917189,0.65,1,78,0,0.0
422,Jun'ai_Byfield,DEF,4.0,6,0.0,Byfield,0.0,0.4172267779214372,3.0,1,745,0,0.012907228097994702
423,Junior_Kroupi,FWD,4.6,91,0.065,Kroupi.Jr,6.17,0.4677383321408477,2.34,1,100,0,3.7572670570459445
424,Jurriën_Timber,DEF,6.0,3,0.154,J.Timber,5.43,0.4708365972243493,2.2,1,8,0,0.0
425,Justin_Devenny,MID,4.3,31,0.011000000000000001,Devenny,8.68,0.2246788091575373,0.9,1,276,0,1.1982154040743378
426,Justin_Kluivert,MID,6.9,91,0.006,Kluivert,6.21,0.3642631022335887,1.74,1,81,0,0.821487228355304
427,Jérémy_Doku,MID,6.5,43,0.065,Doku,6.44,0.4830121115903317,2.77,1,418,0,4.202585607027718
428,Jørgen_Strand Larsen,FWD,5.9,31,0.015,Strand Larsen,3.72,0.2508416713217255,1.21,1,654,0,1.729526768802219
429,Kadan_Young,MID,4.3,7,0.005,Young,0.0,0.1355414967152408,3.0,1,63,0,0.0
430,Kaden_Rodney,MID,4.4,31,0.001,Rodney,0.0,0.1039647750861233,3.0,1,281,0,0.060230537395141816
431,Kaelan_Casey,DEF,4.0,21,0.001,Casey,0.0,0.4113300184195005,3.0,1,611,0,0.0
432,Kai_Havertz,FWD,7.3,3,0.006,Havertz,4.91,0.3898835235919896,2.27,1,30,0,1.7339590151577269
433,Kalvin_Phillips,MID,4.7,43,0.001,Phillips,0.0,0.2161008074128159,0.65,1,429,0,0.0
434,Karl_Darlow,GKP,4.0,2,0.068,Darlow,0.0,0.3528172871895886,1.83,1,341,0,2.881082991276418
435,Karl_Hein,GKP,4.0,3,0.002,Hein,0.0,0.4581135314444575,3.0,1,3,0,0.0
436,Kaye_Furo,FWD,4.5,94,0.0,Furo,0.0,0.0782564752467001,3.0,1,797,0,0.2030399187761617
437,Keane_Lewis-Potter,DEF,4.8,94,0.016,Lewis-Potter,3.22,0.7065143242739949,2.67,1,107,0,2.8211356778980967
438,Keiber_Lamadrid,MID,5.0,21,0.0,Lamadrid,0.0,0.1210249304918393,3.0,1,802,0,0.0
