,assists,bonus,bps,clean_sheets,element,expected_assists,expected_goal_involvements,expected_goals,kickoff_time,expected_goals_conceded,fixture,goals_conceded,goals_scored,minutes,opponent_team,saves,total_points,value,was_home,Cluster,XGH,XGCH,XGA,XGCA,Own_cluster,ICT,Threat,creativity,influence,defcon,season,XGC_DEF,XGC_FWD,XGC_MID,Own_Attacking_form,opponent_code,Team_XG,Team_XA,position,name,Team,available,average_minutes,gamepos,xGChain,xGBuildup,shots,key_passes,rolling_form,rolling_XG,rolling_XA,rolling_GC,rolling_bps,rolling_GS,rolling_shots,rolling_key_passes,rolling_XG_historic,rolling_XA_historic,rolling_Threat_historic,rolling_Creativity_historic,rolling_bps_historic,rolling_bonus_historic,rolling_bonus,rolling_GS_historic,rolling_Assist_historic,rolling_GC_historic,rolling_XGC_historic,rolling_Assist,BPS_per_90,Rolling_creativity,Rolling_influence,Rolling_BPS_per_90,XG_Mean,XA_Mean,Shots_Mean,time,rolling_Chain,Overscore,Average_Overscore,rolling_ICT,rolling_Threat,Threat_Mean,Influence_Mean,Adjusted_XG,Rolling_adjusted_XG_form,Rolling_adjusted_XG,Adjusted_XGC,Rolling_adjusted_XGC,Adjusted_XA,Rolling_adjusted_XA_form,Rolling_adjusted_XA,Adjusted_BPS,Rolling_adjusted_BPS,Adjusted_Fantasy,Rolling_adjusted_Fantasy,OverAssist,Adjusted_XG_Mean,XG_slope,XA_slope,Threat_slope,Influence_slope,Cluster_XG,Cluster_XA,rolling_Adjusted_XG_historic,rolling_Adjusted_XA_historic,Share_of_XG,Share_of_XA,defcon_adjusted,defcon_hit_rate,defcon_avg,defcon_avg_hit_rate,Average_OverAssist,Clipped_XG,Clipped_XA,Clipped_PBS,XG_vs_0,XG_vs_2,XG_vs_3,XG_vs_1,XA_vs_0,XA_vs_2,XA_vs_3,XA_vs_1,BPS_vs_0,BPS_vs_2,BPS_vs_3,BPS_vs_1,XG_Mean_difference,XA_Mean_difference,Shot_Mean_difference,Threat_Mean_difference,Adjusted_XG_Mean_difference
0,0.0,0.0,3.0,0.0,734.0,0.0,0.0,0.0,2023-05-28,0.17,375.0,0.0,0.0,90,7.0,0.0,1.0,50.0,False,2,1.04,1.16,1.01,1.19,0,0.0,0.0,0.0,0.0,,30,0.2,0.36,0.38,0.86,31,0.48,0.25,MID,André_Ayew,17,1,4.07,FW,0.0,0.0,0.0,0.0,0.83,0.05,0.0,0.6,2.15,0.0,0.19,0.13,0.08,0.0,14.61,3.35,2.08,0.0,0.0,0.0,0.0,0.77,0.57,0.0,3.0,1.73,2.46,1.05,0.05,0.0,0.31,13,0.03,0.0,0.0,1.28,6.36,2.42,2.62,0.0,0.02,0.1,0.16,0.31,0.0,0.0,0.0,2.59,3.92,0.86,0.66,0.0,0.06,-0.004033997753212657,0.00010683276474849902,-0.25864781180782775,0.03,0.16,0.01,0.06,0.0,0.1,0.01,,0,,,0.0,0.0,0.0,3.0,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.67,6.0,4.0,-1.0,-0.04,-0.39,1.63,0.71
1,0.0,0.0,6.0,0.0,728.0,0.44,0.44,0.0,2023-05-07,0.02,349.0,0.0,0.0,90,19.0,0.0,1.0,47.0,False,0,1.29,1.53,0.99,1.54,2,2.7,10.0,11.4,5.4,,30,0.27,0.59,0.82,1.36,21,1.2,1.46,MID,Marcel_Sabitzer,1,1,5.79,AMC,0.23,0.17,0.0,1.0,2.04,0.06,0.12,0.44,7.22,0.0,0.85,0.74,0.07,0.11,13.94,19.64,8.91,0.0,0.0,0.0,0.09,0.64,1.01,0.08,0.38,10.22,6.62,0.21,0.05,0.11,1.0,11,0.42,0.0,0.0,2.94,7.81,6.47,9.13,0.0,0.0,0.07,0.02,0.64,0.29,0.01,0.11,3.93,8.56,0.66,1.51,0.64,0.05,0.004134188027561593,0.00572056921612005,0.4738011614742569,0.34,0.11,0.13,0.05,0.07,0.04,0.09,,0,,,0.83,0.0,0.44,6.0,0.09,0.06,,0.02,0.19,0.06,,0.0,11.2,9.0,,3.0,-1.0,6.45,-0.15,0.21,0.45
2,0.0,0.0,1.0,0.0,715.0,0.0,0.0,0.0,2023-05-15 19:00:00+00:00,0.87,358.0,1.0,0.0,90,12.0,0.0,1.0,49.0,True,3,2.13,0.97,1.82,1.24,0,0.8,4.0,3.5,0.4,,30,0.09,0.51,0.71,1.2,14,0.55,0.32,MID,Mateus_Cardoso Lemos Martins,13,1,15.16,nan,0.0,0.0,2.0,0.5,2.33,0.17,0.02,1.18,7.82,0.13,2.0,0.5,0.13,0.02,11.58,11.34,6.92,0.08,0.13,0.08,0.0,1.15,1.02,0.0,0.03,7.18,8.15,0.12,0.22,0.02,2.0,13,0.0,0.8,0.58,1.77,6.01,10.61,6.46,0.0,0.06,0.09,0.48,0.54,0.0,0.0,0.02,0.81,4.88,0.81,1.75,0.0,0.1,-0.0016217200481553136,0.0009462550853945529,-0.47591583788927205,-1.58,0.0,0.0,0.1,0.01,0.09,0.03,,0,,,0.0,0.0,0.0,1.0,0.11,0.21,0.0,0.13,0.03,0.02,0.0,0.0,5.0,10.8,3.0,5.0,-1.0,-0.08,0.0,-0.43,-0.05
3,0.0,0.0,0.0,0.0,720.0,0.02,0.13,0.11,2023-05-28,0.81,377.0,2.0,0.0,90,18.0,0.0,1.0,46.0,True,1,1.72,1.46,1.61,1.72,0,0.0,0.0,0.0,0.0,,30,0.36,0.4,0.99,1.22,6,1.5,1.07,MID,Weston_McKennie,2,1,75.88,DL,0.05,0.04,2.0,0.0,1.91,0.05,0.03,2.06,7.01,0.0,0.9,0.73,0.04,0.03,4.37,11.59,7.11,0.0,0.0,0.0,0.05,1.84,1.49,0.13,0.0,10.52,9.96,0.09,0.04,0.03,0.8,19,0.16,0.0,0.0,2.04,2.9,4.26,10.95,0.06,0.0,0.03,0.5,1.25,0.01,0.0,0.02,0.0,5.85,0.58,1.37,4.53,0.03,0.0012765458129222855,-0.0001373499738922613,0.028275953809086103,0.17,0.0,0.02,0.03,0.02,0.03,0.04,,0,,,1.96,0.11,0.02,0.0,0.04,0.04,0.02,0.06,0.04,0.02,0.02,0.02,8.88,5.86,5.0,6.5,1.46,-0.17,0.13,-0.32,-0.03
4,0.0,0.0,5.0,0.0,718.0,0.0,0.05,0.05,2023-05-28,0.28,376.0,1.0,0.0,90,8.0,0.0,1.0,45.0,False,0,0.96,1.48,1.02,1.65,0,0.0,0.0,0.0,0.0,,30,0.14,0.45,0.69,1.13,11,0.48,0.42,DEF,Matías_Viña,91,1,44.07,DL,0.08,0.04,1.0,0.0,2.08,0.06,0.01,1.0,6.99,0.14,0.77,0.11,0.07,0.01,10.8,5.3,7.75,0.0,0.0,0.17,0.0,0.83,0.63,0.0,0.15,0.99,11.53,0.41,0.06,0.01,0.75,12,0.17,2.3,2.33,2.06,6.87,6.61,12.1,0.03,0.01,0.07,0.29,0.83,0.0,0.0,0.01,3.39,8.32,0.68,1.44,0.0,0.05,-0.002952126550606604,-0.0004238615661864034,-0.06447135279216147,1.06,0.04,0.01,0.05,0.01,0.07,0.01,,0,,,0.0,0.05,0.0,5.0,0.04,0.05,,0.21,0.01,0.01,,0.02,6.4,6.8,,13.5,-0.13,-0.13,0.03,0.04,0.34
5,0.0,0.0,9.0,0.0,726.0,0.02,0.04,0.02,2023-05-28,2.04,379.0,2.0,0.0,90,14.0,0.0,2.0,45.0,False,2,1.72,0.95,1.31,1.41,2,0.0,0.0,0.0,0.0,,30,0.16,0.44,0.58,1.21,1,1.8,1.3,MID,Sasa_Lukic,54,1,30.98,MC,0.0,0.0,1.0,0.0,1.29,0.01,0.01,0.81,4.7,0.0,0.38,0.0,0.01,0.01,42.42,17.64,4.83,0.0,0.0,0.0,0.0,0.83,0.81,0.0,0.14,1.07,2.11,0.67,0.01,0.02,0.42,12,0.03,0.0,0.0,0.78,1.65,1.67,2.85,0.02,0.0,0.01,1.19,0.39,0.02,0.0,0.02,9.44,6.88,2.1,1.07,0.0,0.01,5.154213564898546e-05,3.6541727608963004e-05,-0.03546337759204523,0.1,0.02,0.02,0.01,0.01,0.01,0.02,,0,,,0.0,0.02,0.02,9.0,0.01,0.02,0.0,0.0,0.01,0.02,0.01,0.01,3.71,7.5,6.0,5.0,1.38,0.51,-0.08,-0.01,0.67
6,0.0,0.0,1.0,0.0,713.0,0.01,0.22,0.21,2023-05-20,0.61,368.0,2.0,0.0,90,4.0,0.0,2.0,61.0,True,2,1.72,1.22,1.39,1.31,1,0.6,6.0,1.8,0.0,,30,0.27,0.48,0.91,1.72,94,1.89,1.28,MID,Arnaut_Danjuma,6,1,17.83,Sub,0.45,0.1,1.0,0.0,1.44,0.08,0.01,0.72,4.21,0.06,0.52,0.26,0.09,0.01,48.74,18.11,4.78,0.0,0.0,0.11,0.0,0.56,0.26,0.0,0.02,4.79,4.31,0.75,0.07,0.01,0.67,9,0.12,0.75,1.19,2.26,11.03,4.88,5.91,0.16,0.01,0.14,0.44,0.18,0.01,0.0,0.01,0.77,6.75,1.53,1.04,0.0,0.08,0.005723373740298927,0.0001129987317443575,0.43217124852529165,-0.25,0.1,0.0,0.08,0.01,0.06,0.01,,0,,,0.0,0.21,0.01,1.0,0.12,0.12,,0.0,0.02,0.0,,0.0,13.5,2.2,,2.5,2.14,-0.01,-0.22,1.26,0.75
7,0.0,2.0,27.0,1.0,729.0,0.0,0.0,0.0,2023-05-20,0.64,367.0,0.0,0.0,90,1.0,3.0,9.0,45.0,True,3,2.27,1.14,1.87,1.02,0,2.5,0.0,0.0,24.6,,30,0.25,0.37,0.72,1.14,3,0.56,0.2,GK,Keylor_Navas,17,1,60.0,GK,0.0,0.0,0.0,0.0,3.41,0.0,0.0,1.66,18.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.06,0.29,0.46,0.0,0.0,1.88,1.94,0.0,0.3,0.0,24.25,0.2,0.0,0.0,0.0,17,0.0,,,1.82,0.0,0.0,22.57,0.0,0.0,0.0,0.34,1.39,0.0,0.0,0.0,26.59,12.42,8.86,2.79,0.0,0.0,0.0,-4.1854483810936907e-05,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,14.86,24.0,14.0,,-inf,,,
8,1.0,0.0,16.0,0.0,693.0,0.09,0.17,0.08,2023-05-28,3.85,380.0,4.0,0.0,90,12.0,0.0,5.0,50.0,True,3,2.07,1.0,1.86,1.18,0,0.0,0.0,0.0,0.0,,30,0.1,0.43,0.9,0.75,14,1.81,0.54,MID,Carlos_Alcaraz,20,1,77.29,Sub,0.28,0.18,1.0,2.0,3.18,0.11,0.06,2.09,8.61,0.18,1.18,0.44,0.1,0.04,17.16,6.36,8.61,0.22,0.09,0.22,0.11,1.39,1.27,0.21,0.18,3.0,8.39,0.15,0.1,0.05,1.33,18,0.32,1.64,2.27,1.69,7.48,8.26,9.85,0.07,0.01,0.08,1.34,1.09,0.08,0.01,0.04,13.61,7.1,4.25,2.52,3.5,0.07,-0.0009185729393696368,0.0014077984160909465,-0.7791666550571196,-0.21,0.08,0.14,0.07,0.03,0.09,0.07,,0,,,2.99,0.08,0.09,16.0,0.18,0.04,0.08,0.08,0.02,0.01,0.12,0.08,12.0,4.14,17.0,1.5,-0.22,0.35,-0.12,-0.09,0.13
9,0.0,0.0,2.0,0.0,691.0,0.04,0.23,0.19,2023-05-28,0.81,377.0,2.0,0.0,90,18.0,0.0,-1.0,44.0,True,1,1.72,1.46,1.61,1.72,0,0.0,0.0,0.0,0.0,,30,0.36,0.4,0.99,1.22,6,1.5,1.07,DEF,Maximilian_Wöber,2,1,69.2,DC,0.14,0.04,2.0,1.0,0.88,0.05,0.02,1.75,9.32,0.0,0.52,0.3,0.05,0.02,4.73,4.87,12.19,0.12,0.05,0.0,0.0,1.44,1.42,0.0,0.03,2.15,15.12,0.13,0.05,0.02,0.53,16,0.11,0.0,0.0,1.71,1.47,2.65,17.91,0.11,0.0,0.03,0.5,1.39,0.02,0.0,0.02,1.16,8.08,-0.58,0.7,0.0,0.03,-0.0023459629031269283,-0.00047213358235489143,-0.277475714358608,0.6,0.01,0.02,0.03,0.02,0.04,0.03,,0,,,0.0,0.19,0.04,2.0,0.0,0.07,0.0,0.19,0.02,0.03,0.0,0.04,13.5,12.5,12.0,2.0,3.06,0.42,-0.02,-0.45,-0.54
10,0.0,0.0,2.0,0.0,625.0,0.0,0.02,0.02,2023-05-20,0.76,370.0,1.0,0.0,90,8.0,0.0,1.0,53.0,True,0,0.95,1.48,0.97,1.67,0,2.2,17.0,1.6,3.6,,30,0.32,0.64,1.37,0.91,11,1.65,0.21,FWD,Diego_Da Silva Costa,39,1,35.01,FW,0.04,0.0,1.0,0.0,1.5,0.09,0.02,0.8,2.48,0.06,0.77,0.51,0.07,0.02,32.13,10.73,1.74,0.13,0.17,0.04,0.0,0.74,0.64,0.0,0.1,6.73,5.23,0.06,0.08,0.02,0.67,23,0.16,0.66,0.66,2.52,15.7,15.25,5.35,0.01,0.01,0.07,0.78,0.98,0.0,0.0,0.02,1.2,1.2,0.6,1.13,0.0,0.07,0.0005863286012311941,0.0006869033822941348,-0.47641401391723537,0.34,0.02,0.02,0.05,0.01,0.1,0.04,,0,,,0.0,0.02,0.0,2.0,0.02,0.16,,0.0,0.02,0.03,,0.01,0.88,4.5,,2.0,-0.75,-0.24,0.16,0.03,0.09
11,0.0,0.0,18.0,0.0,623.0,0.01,0.03,0.02,2023-04-27,1.0,330.0,1.0,0.0,90,3.0,0.0,2.0,44.0,True,0,1.2,1.62,1.16,1.85,0,0.0,0.0,0.0,0.0,,30,0.22,0.5,0.99,0.8,91,0.51,0.36,DEF,Duje_Caleta-Car,20,1,6.21,DC,0.07,0.05,1.0,0.0,2.14,0.08,0.0,1.28,14.5,0.13,0.62,0.13,0.05,0.0,7.39,1.32,14.0,0.15,0.06,0.08,0.0,1.15,0.71,0.0,0.2,1.71,19.84,0.2,0.07,0.0,0.38,13,0.1,1.68,1.64,1.77,2.95,9.07,18.31,0.01,0.03,0.03,0.86,0.85,0.01,0.0,0.0,9.75,11.75,1.08,1.72,0.0,0.04,0.0020643483931615473,0.00010867486219113618,-0.12151674189664503,-0.14,0.01,0.01,0.04,0.0,0.06,0.01,,0,,,0.0,0.02,0.01,18.0,0.01,0.0,0.28,0.0,0.01,0.0,0.0,0.0,16.2,12.6,18.5,1.0,-0.69,0.1,0.61,-0.68,-0.2
12,0.0,0.0,5.0,0.0,616.0,0.0,0.0,0.0,2023-04-15,2.11,302.0,2.0,0.0,90,5.0,0.0,2.0,49.0,True,1,1.65,1.24,1.75,1.43,2,0.6,0.0,1.0,5.4,,30,0.19,0.33,0.67,1.37,36,0.6,0.51,MID,Denis_Zakaria,8,1,1.51,DMC,0.0,0.0,0.0,0.0,2.1,0.07,0.01,0.59,7.12,0.0,0.73,0.11,0.03,0.01,3.81,7.3,6.71,0.0,0.0,0.0,0.0,0.71,0.96,0.0,0.07,2.73,6.99,0.11,0.08,0.01,0.29,7,0.19,0.0,0.0,1.11,1.97,10.77,6.37,0.0,0.0,0.02,1.21,0.6,0.0,0.0,0.01,3.49,4.86,1.4,1.33,0.0,0.01,-0.004248853516734037,-0.0002152714265419576,-0.5494207133707808,-0.1,0.0,0.01,0.01,0.01,0.02,0.01,,0,,,0.0,0.0,0.0,5.0,0.06,0.0,0.0,0.0,0.01,0.0,0.03,0.0,6.33,1.0,18.0,4.5,-1.0,-0.12,1.57,-0.82,0.3
13,0.0,0.0,5.0,0.0,602.0,0.0,0.0,0.0,2023-05-28,0.7,375.0,0.0,0.0,90,7.0,0.0,1.0,43.0,False,2,1.04,1.16,1.01,1.19,0,0.0,0.0,0.0,0.0,,30,0.2,0.36,0.38,0.86,31,0.48,0.25,DEF,Renan_Augusto Lodi dos Santos,17,1,71.56,DML,0.0,0.0,0.0,0.0,2.18,0.03,0.07,1.35,12.42,0.0,0.59,0.61,0.02,0.04,4.06,7.89,12.96,0.11,0.04,0.0,0.07,1.71,1.2,0.18,0.11,8.51,10.43,0.15,0.03,0.06,0.4,28,0.07,0.0,0.0,1.46,2.11,2.97,11.72,0.0,0.0,0.01,0.67,1.2,0.0,0.01,0.03,4.32,10.58,0.86,1.85,2.54,0.02,0.0002028996038999809,0.002206795341141047,0.12444416133846185,0.06,0.02,0.09,0.02,0.03,0.02,0.09,,0,,,2.5,0.0,0.0,5.0,0.04,0.02,0.01,0.0,0.04,0.08,0.02,0.0,16.25,11.5,10.5,9.0,-1.0,-2.41,0.48,-0.29,-0.08
14,0.0,0.0,14.0,0.0,578.0,0.01,0.01,0.0,2023-05-28,2.12,377.0,4.0,0.0,90,18.0,3.0,1.0,40.0,True,1,1.72,1.46,1.61,1.72,0,0.0,0.0,0.0,0.0,,30,0.36,0.4,0.99,1.22,6,1.5,1.07,GK,Joel_Robles,2,1,72.22,GK,0.04,0.04,0.0,0.0,1.87,0.0,0.0,2.44,16.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,0.0,0.0,0.0,0.0,2.75,2.29,0.0,0.16,0.0,23.31,0.18,0.0,0.0,0.0,4,0.01,,,2.1,0.0,0.0,23.3,0.0,0.0,0.0,1.32,1.36,0.01,0.0,0.0,8.14,14.63,0.58,1.98,0.0,0.0,0.0,5.132350296066543e-05,0.0,0.5,,,0.0,0.0,0.0,0.0,,0,,,0.0,0.0,0.01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,23.0,12.0,16.0,14.0,,inf,,,
15,0.0,0.0,12.0,0.0,267.0,0.0,0.0,0.0,2023-05-08,1.67,343.0,5.0,0.0,90,9.0,0.0,0.0,42.0,False,0,1.15,1.42,1.14,1.48,0,2.5,0.0,0.8,24.2,,30,0.14,0.75,1.05,1.27,54,3.22,0.71,DEF,Çaglar_Söyüncü,13,1,23.16,Sub,0.0,0.0,0.0,0.0,2.44,0.04,0.0,1.84,13.44,0.13,0.51,0.08,0.06,0.0,7.57,1.91,13.29,0.43,0.39,0.14,0.0,1.86,1.41,0.0,0.13,1.24,24.3,0.15,0.04,0.0,0.71,7,0.19,3.07,2.38,3.1,6.52,4.89,24.94,0.0,0.0,0.05,1.45,1.18,0.0,0.0,0.0,8.48,11.87,0.0,1.85,0.0,0.05,0.0007774375424042215,-1.1731475216581725e-05,0.16531973825378277,2.48,0.11,0.0,0.05,0.0,0.03,0.0,,0,,,0.0,0.0,0.0,12.0,0.08,0.0,0.04,,0.0,0.0,0.0,,16.25,-1.0,14.5,,-1.0,-0.05,-0.29,0.33,0.35
16,0.0,0.0,2.0,0.0,503.0,0.0,0.0,0.0,2023-05-06,0.0,350.0,0.0,0.0,90,2.0,0.0,1.0,46.0,True,2,1.47,1.16,1.26,1.34,0,0.0,0.0,0.0,0.0,,30,0.17,0.46,0.87,0.93,7,0.7,0.31,MID,João_Filipe Iria Santos Moutinho,39,1,2.77,AML,0.1,0.0,4.0,1.0,1.25,0.02,0.03,0.5,5.37,0.0,2.97,0.74,0.02,0.03,6.28,25.98,9.47,0.0,0.0,0.0,0.07,0.93,0.49,0.02,2.0,10.08,5.52,0.46,0.02,0.03,2.53,31,0.1,0.0,0.0,2.78,3.54,3.18,6.8,0.0,0.0,0.02,0.0,0.4,0.0,0.0,0.03,1.49,8.12,0.75,0.95,0.78,0.02,0.00046320955325898666,-0.00029435033598994845,-0.02230969335309139,-0.32,0.02,0.05,0.01,0.03,0.02,0.08,,0,,,0.0,0.0,0.0,2.0,0.03,0.02,0.01,0.02,0.04,0.05,0.05,0.01,9.88,7.88,8.67,8.2,-1.0,-1.39,0.17,0.11,-0.15
17,0.0,0.0,10.0,0.0,417.0,0.0,0.01,0.01,2023-04-27,0.38,330.0,0.0,0.0,90,3.0,0.0,1.0,41.0,True,0,1.2,1.62,1.16,1.85,0,0.0,0.0,0.0,0.0,,30,0.22,0.5,0.99,0.8,91,0.51,0.36,DEF,Romain_Perraud,20,1,6.42,DL,0.11,0.11,1.0,0.0,1.8,0.02,0.05,1.17,10.26,0.01,0.81,0.36,0.01,0.03,14.87,12.54,10.48,0.17,0.02,0.07,0.07,1.21,0.68,0.01,0.29,7.31,10.33,0.17,0.02,0.04,0.67,29,0.07,0.73,5.55,2.52,6.97,6.98,8.57,0.01,0.0,0.01,0.33,0.79,0.0,0.0,0.03,5.42,9.76,0.54,1.4,0.16,0.01,0.0006701993877206383,0.0027329114343894708,-0.10819982898866351,-0.55,0.03,0.03,0.01,0.02,0.02,0.07,,0,,,0.0,0.01,0.0,10.0,0.03,0.01,0.0,0.02,0.03,0.04,0.02,0.08,12.62,11.0,6.0,11.33,-0.46,-2.42,0.21,-0.0,-0.18
18,0.0,0.0,8.0,0.0,381.0,0.02,0.02,0.0,2023-03-05,1.7,258.0,2.0,0.0,90,8.0,0.0,2.0,41.0,True,0,0.95,1.36,0.69,1.47,0,1.1,2.0,3.5,5.2,,30,0.08,0.53,1.22,1.05,11,0.94,0.38,MID,Jack_Colback,17,1,0.29,MC,0.08,0.08,0.0,0.0,1.47,0.0,0.01,1.39,8.12,0.0,0.0,0.11,0.0,0.01,0.24,9.14,6.64,0.0,0.0,0.0,0.0,1.0,0.61,0.0,0.12,2.51,7.12,0.15,0.0,0.01,0.0,11,0.05,,,0.87,0.16,0.25,5.64,0.0,0.0,0.0,2.46,0.76,0.01,0.0,0.01,5.43,6.78,1.36,1.08,0.0,0.0,0.0,0.00017491964166293188,-0.002464297847633956,-0.56,0.0,0.01,0.0,0.0,0.0,0.01,,0,,,0.0,0.0,0.02,8.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,6.83,4.0,5.5,13.0,,inf,,-0.37,
19,0.0,0.0,18.0,0.0,244.0,0.02,0.14,0.12,2023-05-28,2.12,377.0,4.0,0.0,90,18.0,0.0,0.0,47.0,True,1,1.72,1.46,1.61,1.72,0,0.0,0.0,0.0,0.0,,30,0.36,0.4,0.99,1.22,6,1.5,1.07,DEF,Rasmus_Kristensen,2,1,83.61,DC,0.49,0.48,1.0,1.0,1.7,0.03,0.01,2.74,14.47,0.17,0.47,0.25,0.02,0.01,7.86,5.7,12.38,0.04,0.03,0.12,0.04,2.04,1.04,0.01,0.2,2.21,17.86,0.3,0.03,0.01,0.53,26,0.13,5.16,5.66,2.4,4.65,4.75,19.51,0.07,0.0,0.02,1.32,1.35,0.01,0.0,0.01,10.46,11.52,0.0,1.48,1.36,0.03,-0.00029938493364680546,2.1564637024913155e-05,-0.38154672770616244,0.18,0.01,0.03,0.02,0.01,0.02,0.01,,0,,,4.39,0.12,0.02,18.0,0.01,0.0,0.08,0.03,0.0,0.0,0.02,0.03,11.88,10.38,11.5,16.0,2.87,0.3,-0.11,-0.02,-0.62
20,0.0,0.0,18.0,0.0,463.0,0.05,0.05,0.0,2023-05-28,1.44,378.0,2.0,0.0,90,10.0,0.0,1.0,40.0,False,0,1.1,1.82,1.24,1.9,0,0.0,0.0,0.0,0.0,,30,0.21,0.68,0.84,0.95,13,1.35,1.01,DEF,Vladimir_Coufal,21,1,64.55,DR,0.12,0.07,0.0,3.0,2.09,0.0,0.05,1.51,13.05,0.0,0.16,1.22,0.01,0.05,2.12,14.14,12.11,0.07,0.13,0.0,0.07,1.3,0.84,0.07,0.2,10.38,12.76,0.21,0.01,0.05,0.2,27,0.18,0.0,0.0,2.11,1.34,1.76,13.8,0.0,0.0,0.0,1.31,1.12,0.03,0.0,0.04,9.88,9.32,0.55,1.5,1.57,0.01,-0.00017277248395156957,-0.0012956975606856346,-0.05253725497590281,0.13,0.02,0.05,0.0,0.04,0.01,0.07,,0,,,1.11,0.0,0.05,18.0,0.02,0.0,0.01,0.0,0.06,0.09,0.02,0.01,15.25,10.38,10.25,10.33,-1.0,0.29,-0.21,-0.24,-0.54
21,0.0,0.0,4.0,0.0,245.0,0.19,0.19,0.0,2023-05-21,0.63,369.0,1.0,0.0,90,19.0,0.0,1.0,48.0,False,0,1.25,1.51,0.94,1.62,0,1.6,0.0,13.4,3.0,,30,0.24,0.46,0.8,1.07,21,0.89,0.68,MID,Marc_Roca Junqué,2,1,24.36,DMC,0.11,0.0,0.0,1.0,1.81,0.1,0.12,2.31,8.3,0.0,1.39,1.21,0.04,0.07,11.82,23.16,10.87,0.1,0.1,0.03,0.1,1.9,1.02,0.09,0.67,18.57,11.06,0.21,0.09,0.11,1.4,32,0.23,0.02,0.76,3.27,8.14,10.22,11.96,0.0,0.01,0.05,0.5,1.36,0.13,0.01,0.08,2.65,7.73,0.66,1.31,0.76,0.05,0.0058751771586839354,0.002542916416396782,0.5509890727206641,-0.08,0.12,0.17,0.03,0.05,0.05,0.13,,0,,,1.22,0.0,0.19,4.0,0.12,0.03,0.0,0.03,0.19,0.03,0.02,0.07,10.25,8.5,11.0,19.5,-1.0,0.85,-0.01,-0.2,0.1
22,1.0,0.0,25.0,0.0,400.0,0.33,0.39,0.06,2023-05-28,2.84,380.0,4.0,0.0,90,12.0,0.0,5.0,48.0,True,3,2.07,1.0,1.86,1.18,0,0.0,0.0,0.0,0.0,,30,0.1,0.43,0.9,0.75,14,1.81,0.54,MID,Theo_Walcott,20,1,70.73,AMR,0.34,0.0,1.0,3.0,2.65,0.12,0.09,2.08,9.25,0.09,0.95,0.98,0.12,0.08,13.92,13.94,7.0,0.05,0.03,0.1,0.1,1.5,1.19,0.18,0.33,6.96,6.58,0.12,0.11,0.09,1.13,20,0.24,0.73,0.84,2.06,6.67,7.18,8.95,0.05,0.02,0.09,1.34,1.05,0.28,0.01,0.06,21.26,6.33,4.25,2.09,1.95,0.12,-0.002495432092941406,-0.0027188726058708724,-0.3932335628987446,0.43,0.18,0.0,0.1,0.06,0.12,0.12,,0,,,1.59,0.06,0.33,25.0,0.07,0.13,0.15,0.16,0.01,0.07,0.08,0.2,4.83,2.57,13.75,12.67,-0.48,2.13,-0.16,-0.07,-0.19
23,0.0,2.0,25.0,1.0,188.0,0.01,0.01,0.0,2023-05-28,0.49,376.0,0.0,0.0,90,3.0,0.0,8.0,43.0,True,0,1.24,1.64,1.13,1.77,0,0.0,0.0,0.0,0.0,,30,0.17,0.31,1.04,0.96,91,0.99,0.4,DEF,Yerry_Mina,11,1,72.25,DC,0.05,0.05,0.0,0.0,3.92,0.17,0.02,1.15,13.51,0.2,0.84,0.13,0.22,0.02,19.63,2.55,16.43,1.0,0.77,0.29,0.0,1.29,1.27,0.0,0.28,2.1,19.94,0.16,0.15,0.02,1.14,7,0.1,1.14,1.32,4.16,16.4,12.5,25.26,0.0,0.07,0.17,0.43,0.95,0.01,0.0,0.02,14.09,14.06,4.51,2.67,0.0,0.19,0.006579890331152335,0.0002556664753357265,0.7131569016265049,1.6,0.37,0.04,0.19,0.02,0.16,0.02,,0,,,0.0,0.0,0.01,25.0,0.27,0.0,0.4,0.0,0.03,0.0,0.01,0.0,20.75,4.0,14.0,14.0,-1.0,-0.04,-0.27,0.31,0.2
