,assists,bonus,bps,clean_sheets,element,expected_assists,expected_goal_involvements,expected_goals,kickoff_time,expected_goals_conceded,fixture,goals_conceded,goals_scored,minutes,opponent_team,saves,total_points,value,was_home,Cluster,XGH,XGCH,XGA,XGCA,Own_cluster,ICT,Threat,creativity,influence,defcon,season,XGC_DEF,XGC_FWD,XGC_MID,Own_Attacking_form,opponent_code,Team_XG,Team_XA,position,name,Team,available,average_minutes,gamepos,xGChain,xGBuildup,shots,key_passes,rolling_form,rolling_XG,rolling_XA,rolling_GC,rolling_bps,rolling_GS,rolling_shots,rolling_key_passes,rolling_XG_historic,rolling_XA_historic,rolling_Threat_historic,rolling_Creativity_historic,rolling_bps_historic,rolling_bonus_historic,rolling_bonus,rolling_GS_historic,rolling_Assist_historic,rolling_GC_historic,rolling_XGC_historic,rolling_Assist,BPS_per_90,Rolling_creativity,Rolling_influence,Rolling_BPS_per_90,XG_Mean,XA_Mean,Shots_Mean,time,rolling_Chain,Overscore,Average_Overscore,rolling_ICT,rolling_Threat,Threat_Mean,Influence_Mean,Adjusted_XG,Rolling_adjusted_XG_form,Rolling_adjusted_XG,Adjusted_XGC,Rolling_adjusted_XGC,Adjusted_XA,Rolling_adjusted_XA_form,Rolling_adjusted_XA,Adjusted_BPS,Rolling_adjusted_BPS,Adjusted_Fantasy,Rolling_adjusted_Fantasy,OverAssist,Adjusted_XG_Mean,XG_slope,XA_slope,Threat_slope,Influence_slope,Cluster_XG,Cluster_XA,rolling_Adjusted_XG_historic,rolling_Adjusted_XA_historic,Share_of_XG,Share_of_XA,defcon_adjusted,defcon_hit_rate,defcon_avg,defcon_avg_hit_rate,Average_OverAssist,Clipped_XG,Clipped_XA,Clipped_PBS,XG_vs_0,XG_vs_2,XG_vs_3,XG_vs_1,XA_vs_0,XA_vs_2,XA_vs_3,XA_vs_1,BPS_vs_0,BPS_vs_2,BPS_vs_3,BPS_vs_1,XG_Mean_difference,XA_Mean_difference,Shot_Mean_difference,Threat_Mean_difference,Adjusted_XG_Mean_difference
451,1.0,0.0,10.0,0.0,603.0,0.07,0.08,0.01,2025-09-29 19:00:00+00:00,0.73,55.0,1.0,0.0,90,9.0,0.0,5.0,44.0,False,2,1.07,1.0,0.85,1.18,0,1.5,3.0,5.9,5.6,5.0,30,0.12,0.52,0.6,1.19,11,1.17,0.71,DEF,El_Hadji Malick Diouf,21,1,90.0,nan,0.0,0.0,2.0,0.5,2.87,0.07,0.11,2.44,8.09,0.0,2.0,0.5,0.03,0.12,6.67,18.13,10.0,0.17,0.09,0.0,0.67,2.33,1.41,0.46,0.11,22.29,17.49,0.09,0.08,0.1,2.0,6,0.0,0.0,0.0,4.15,5.96,8.1,21.87,0.01,0.01,0.02,0.68,1.09,0.07,0.01,0.1,10.04,8.77,5.02,2.65,4.11,0.03,-0.005143191041033396,-0.00036636607496907307,-0.1370547232782193,2.36,0.04,0.15,0.03,0.11,0.03,0.18,5.0,0,5.83,0.0,5.56,0.01,0.07,10.0,,0.03,,0.01,,0.14,,0.04,,12.0,,0.0,-0.88,-0.4,0.0,-0.26,-0.38
452,0.0,0.0,22.0,0.0,482.0,0.0,0.0,0.0,2024-05-19,3.28,380.0,3.0,0.0,90,18.0,6.0,3.0,44.0,True,1,1.86,1.46,1.66,1.78,0,6.0,0.0,10.0,50.4,,30,0.39,0.63,1.04,0.92,6,0.71,0.3,GK,Wes_Foderingham,49,1,0.0,AMR,,,2.0,0.5,2.38,0.0,0.0,2.85,18.56,0.0,2.0,0.5,0.0,0.0,0.0,0.33,17.7,0.23,0.06,0.0,0.0,2.63,2.07,0.0,0.24,1.54,35.59,0.21,0.0,0.0,2.0,30,,,,2.37,0.0,0.0,30.81,0.0,0.0,0.0,1.51,1.57,0.0,0.0,0.0,12.37,12.82,1.69,1.73,0.0,0.0,0.0,2.3978591984759806e-05,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.12,16.75,21.67,,-inf,0.0,,
453,0.0,0.0,20.0,0.0,600.0,0.0,0.0,0.0,2025-09-29,0.73,55.0,1.0,0.0,90,9.0,5.0,3.0,43.0,False,2,1.07,1.0,0.85,1.18,0,4.0,0.0,0.0,40.0,0.0,30,0.12,0.52,0.6,1.19,11,1.17,0.71,GKP,Alphonse_Areola,21,1,55.26,GK,0.18,0.18,0.0,0.0,2.92,0.0,0.0,1.43,11.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.03,0.1,0.0,0.0,1.6,1.44,0.0,0.22,0.0,25.98,0.13,0.0,0.0,0.0,64,0.17,,,1.87,0.0,0.0,24.8,0.0,0.0,0.0,0.68,1.1,0.0,0.0,0.0,20.07,8.23,3.01,2.32,,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62,13.88,12.5,6.88,,,,,
454,0.0,3.0,33.0,0.0,673.0,0.01,0.09,0.08,2025-09-27 19:00:00+00:00,1.15,60.0,1.0,1.0,90,20.0,0.0,9.0,55.0,True,0,1.04,1.56,0.93,1.56,2,6.9,12.0,11.0,45.6,11.0,30,0.1,0.24,0.93,1.71,39,0.87,0.81,MID,João_Maria Lobo Alves Palhares Costa Palhinha Gonçalves,6,1,75.81,nan,0.0,0.0,2.0,0.5,3.63,0.05,0.01,0.51,13.4,0.23,2.0,0.5,0.07,0.01,8.73,5.31,18.17,1.0,0.7,0.33,0.0,0.67,0.98,0.0,0.37,3.43,16.07,0.23,0.04,0.01,2.0,6,0.0,4.89,4.55,3.28,7.36,4.78,23.07,0.05,0.0,0.06,1.23,0.68,0.01,0.0,0.01,21.17,16.89,5.77,2.8,0.0,0.06,-0.0015779410080231189,0.00026228673588482685,-0.29588845967868954,2.68,0.11,0.02,0.06,0.01,0.06,0.02,11.0,0,9.4,0.2,0.0,0.08,0.01,33.0,0.1,0.0,0.14,0.0,0.01,0.01,0.0,0.02,17.67,6.0,31.0,19.0,0.94,0.07,0.0,0.54,0.1
455,0.0,0.0,5.0,0.0,597.0,0.01,0.03,0.02,2025-09-27,1.15,60.0,1.0,0.0,90,20.0,0.0,2.0,68.0,True,0,1.04,1.56,0.93,1.56,2,0.9,6.0,0.8,2.4,4.0,30,0.1,0.24,0.93,1.71,39,0.87,0.81,FWD,Richarlison_de Andrade,6,1,71.76,Sub,,,2.0,0.5,3.84,0.26,0.03,0.83,14.94,0.36,2.0,0.5,0.26,0.04,62.86,17.21,12.07,0.3,0.6,0.33,0.1,0.63,0.72,0.09,0.06,6.16,16.84,0.31,0.26,0.03,2.0,76,,1.39,1.27,4.6,22.66,24.67,19.77,0.01,0.06,0.24,1.23,0.65,0.01,0.0,0.02,3.21,11.98,1.28,2.62,3.52,0.21,-0.007880284125954543,-7.640478985159867e-05,-0.20152303305756442,0.69,0.32,0.0,0.17,0.03,0.2,0.05,4.0,0,4.8,0.0,4.76,0.02,0.01,5.0,0.3,0.16,0.19,0.38,0.0,0.06,0.1,0.06,13.12,9.62,9.25,15.57,-0.92,-0.07,0.0,-0.08,0.31
456,0.0,0.0,5.0,0.0,596.0,0.0,0.12,0.12,2025-08-23,0.18,18.0,0.0,0.0,90,13.0,0.0,1.0,74.0,False,3,2.19,0.84,1.88,0.8,1,2.3,19.0,0.0,4.0,1.0,30,0.14,0.23,0.74,1.43,43,1.12,0.45,FWD,Dominic_Solanke-Mitchell,6,1,4.88,FW,0.0,0.0,2.22,0.52,2.78,0.26,0.01,1.18,10.73,0.24,1.81,0.32,0.38,0.04,32.36,7.25,14.28,0.24,0.19,0.31,0.17,1.48,1.39,0.04,0.42,2.68,12.86,0.24,0.27,0.02,2.1,29,0.36,0.96,0.81,3.48,18.07,18.95,10.87,0.14,0.04,0.25,0.08,0.6,0.0,0.0,0.02,5.97,10.24,1.19,2.31,3.19,0.19,0.006135724812769325,-0.0010647577243425373,0.06388577494526777,-0.91,0.25,0.05,0.25,0.03,0.18,0.03,1.0,0,1.5,0.0,0.0,0.12,0.0,5.0,0.25,0.23,0.23,0.51,0.03,0.02,0.04,0.03,5.88,6.75,15.17,26.0,-0.56,-0.06,-0.14,-0.05,0.27
457,1.0,0.0,12.0,0.0,593.0,0.03,0.03,0.0,2025-09-27,0.0,60.0,0.0,0.0,90,20.0,0.0,4.0,50.0,True,0,1.04,1.56,0.93,1.56,2,3.2,2.0,12.2,17.6,3.0,30,0.1,0.24,0.93,1.71,39,0.87,0.81,MID,Pape_Matar Sarr,6,1,39.76,MC,,,2.0,0.5,3.37,0.08,0.04,0.56,13.04,0.16,2.0,0.5,0.11,0.02,13.23,12.25,11.33,0.13,0.05,0.13,0.07,1.13,1.18,0.23,1.0,6.26,15.14,0.3,0.08,0.03,2.0,86,,1.95,1.2,2.34,6.49,9.91,13.43,0.0,0.01,0.06,0.0,0.74,0.02,0.0,0.02,7.7,9.69,2.57,2.31,6.6,0.05,-0.00307829578212341,0.0004318953910721898,0.06650601834625865,-0.17,0.13,0.05,0.08,0.02,0.07,0.04,3.0,0,7.0,0.0,3.85,0.0,0.03,12.0,0.1,0.11,0.1,0.14,0.05,0.02,0.02,0.04,12.75,14.12,5.5,8.0,-1.0,-0.05,0.0,-0.34,0.24
458,0.0,0.0,6.0,0.0,610.0,0.0,0.0,0.0,2025-05-16,1.33,362.0,2.0,0.0,90,2.0,0.0,2.0,45.0,False,2,1.86,1.11,1.33,1.37,1,0.6,0.0,1.0,5.4,,30,0.16,0.1,0.8,1.48,7,0.52,0.2,MID,Mikey_Moore,6,1,2.8,Sub,0.0,0.0,0.0,0.0,1.74,0.01,0.04,0.62,4.65,0.0,0.19,0.25,0.02,0.05,19.63,14.59,4.58,0.0,0.0,0.0,0.17,0.42,0.58,0.13,0.07,3.81,3.18,0.72,0.01,0.04,0.25,12,0.11,0.0,0.0,1.07,3.26,2.39,2.85,0.0,0.0,0.02,0.71,0.54,0.0,0.01,0.04,5.41,4.96,1.8,1.53,3.28,0.01,-0.0006532265425156306,0.00034651264368766734,0.016486925409667112,0.26,0.02,0.08,0.01,0.04,0.01,0.05,,0,,,3.57,0.0,0.0,6.0,0.01,0.02,0.0,,0.0,0.07,0.0,,0.67,6.25,3.0,,-1.0,-3.11,-0.26,0.37,0.27
459,0.0,0.0,4.0,0.0,591.0,0.0,0.0,0.0,2025-09-20,0.0,43.0,0.0,0.0,90,6.0,0.0,1.0,49.0,False,1,1.72,1.32,1.61,1.49,1,1.3,0.0,10.2,2.4,0.0,30,0.1,0.63,0.69,1.47,36,1.23,0.88,MID,Archie_Gray,6,1,10.29,MC,,,2.0,0.5,1.74,0.0,0.01,1.54,8.15,0.0,2.0,0.5,0.0,0.01,0.59,34.38,9.0,0.0,0.0,0.0,0.0,1.37,1.27,0.0,4.0,5.24,7.18,0.73,0.0,0.01,2.0,30,,0.0,0.0,1.15,0.47,0.6,7.88,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.01,3.03,7.91,0.76,1.2,0.0,0.0,-1.7026910422718977e-05,6.4068697241430184e-06,0.017539921391854868,-0.18,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,11.75,10.88,12.5,5.75,-1.0,-64.44,0.0,-0.22,inf
460,0.0,0.0,2.0,0.0,494.0,0.03,0.04,0.01,2024-05-02,0.03,255.0,0.0,0.0,90,7.0,0.0,1.0,49.0,False,1,1.87,1.31,1.54,1.57,1,2.1,1.0,16.8,3.0,,30,0.17,0.49,0.74,1.74,8,1.54,1.11,MID,Bryan_Gil Salvatierra,6,1,0.0,AMR,,,2.0,0.5,1.14,0.06,0.02,0.66,3.49,0.0,2.0,0.5,0.05,0.02,21.62,35.08,4.2,0.0,0.0,0.0,0.07,0.8,0.54,0.02,0.17,6.36,3.01,0.49,0.05,0.02,2.0,15,,0.0,0.0,2.84,9.71,4.47,3.93,0.01,0.01,0.06,0.02,0.39,0.02,0.0,0.03,1.53,7.3,0.76,0.89,1.02,0.03,0.004193947653582073,0.0014216857550942512,0.3496910752331514,-0.09,0.02,0.06,0.03,0.02,0.03,0.02,,0,,,3.38,0.01,0.03,2.0,0.13,0.03,0.0,0.02,0.0,0.02,0.01,0.05,2.75,6.0,3.5,3.0,-0.82,0.2,0.0,1.18,1.05
461,0.0,0.0,8.0,0.0,583.0,0.08,0.1,0.02,2023-09-30,0.05,68.0,0.0,0.0,90,11.0,0.0,1.0,53.0,True,3,2.19,1.0,2.0,1.23,1,6.2,15.0,35.0,11.8,,30,0.21,0.26,1.02,1.75,14,2.1,1.55,MID,Manor_Solomon,6,1,0.0,Sub,0.14,0.11,1.0,3.0,2.08,0.06,0.1,0.43,7.7,0.03,1.06,1.49,0.07,0.06,25.14,23.05,8.71,0.12,0.2,0.17,0.08,0.54,0.55,0.19,0.38,17.71,10.08,0.41,0.06,0.09,0.8,24,0.24,0.52,2.47,3.87,8.99,7.72,7.19,0.02,0.01,0.07,0.03,0.44,0.07,0.0,0.09,6.51,11.34,0.81,1.3,1.89,0.03,0.0014142679195855064,0.006024425278549075,0.15290235834492588,-0.78,0.02,0.01,0.05,0.04,0.06,0.09,,0,,,1.46,0.02,0.08,8.0,0.06,0.1,0.02,0.01,0.14,0.02,0.03,0.02,10.62,8.38,6.5,2.33,-0.68,-0.17,0.32,0.16,1.83
462,0.0,0.0,3.0,0.0,588.0,0.01,0.01,0.0,2025-09-27,0.0,60.0,0.0,0.0,90,20.0,0.0,1.0,53.0,True,0,1.04,1.56,0.93,1.56,2,0.6,0.0,1.1,4.6,1.0,30,0.1,0.24,0.93,1.71,39,0.87,0.81,MID,Wilson_Odobert,6,1,31.73,FWR,0.38,0.16,1.69,1.07,1.64,0.08,0.04,0.93,4.79,0.03,1.7,1.07,0.1,0.07,18.74,16.09,6.1,0.1,0.1,0.03,0.03,1.17,1.09,0.0,0.25,4.79,4.58,0.19,0.09,0.04,1.69,51,0.38,0.41,0.35,2.39,9.99,7.95,6.16,0.0,0.02,0.08,0.0,0.35,0.01,0.0,0.05,1.92,5.96,0.64,1.21,0.09,0.08,0.0006994101874559773,-0.00038490183825400044,0.026599645180643977,0.1,0.1,0.02,0.08,0.05,0.07,0.06,1.0,0,1.83,0.0,0.0,0.0,0.01,3.0,0.1,0.08,0.1,0.09,0.02,0.08,0.06,0.06,7.88,5.12,4.75,8.38,-1.0,-0.37,0.01,0.26,0.11
463,0.0,0.0,2.0,0.0,482.0,0.0,0.0,0.0,2025-05-25,0.95,379.0,2.0,0.0,90,5.0,0.0,1.0,48.0,True,1,1.71,1.33,1.6,1.44,1,0.0,0.0,0.3,0.0,,30,0.13,0.57,0.81,1.72,36,1.95,0.25,MID,Yves_Bissouma,6,1,3.02,Sub,0.0,0.0,0.0,0.0,1.12,0.02,0.01,1.26,5.27,0.0,0.35,0.11,0.02,0.02,3.06,13.01,9.23,0.13,0.01,0.07,0.0,1.1,1.01,0.0,0.08,2.81,6.56,0.19,0.02,0.01,0.47,79,0.08,0.31,2.94,1.49,1.88,1.58,6.4,0.0,0.0,0.02,0.6,0.67,0.0,0.0,0.01,1.39,7.3,0.7,0.81,0.0,0.01,-0.0007743690465703759,-0.001261432813272756,-0.05505800395606855,-0.48,0.0,0.02,0.02,0.01,0.01,0.02,,0,,,0.0,0.0,0.0,2.0,0.04,0.03,0.02,0.0,0.01,0.02,0.02,0.02,10.38,6.75,6.5,9.25,-1.0,-0.47,-0.24,0.19,0.57
464,0.0,0.0,3.0,0.0,586.0,0.09,0.38,0.29,2025-09-27,1.15,60.0,1.0,0.0,90,20.0,0.0,1.0,54.0,True,0,1.04,1.56,0.93,1.56,2,1.8,12.0,5.8,0.2,7.0,30,0.1,0.24,0.93,1.71,39,0.87,0.81,MID,Lucas_Bergvall,6,1,65.2,MC,,,2.0,0.5,2.96,0.08,0.04,0.98,10.34,0.11,2.0,0.5,0.04,0.03,10.65,27.99,9.17,0.0,0.0,0.03,0.1,0.93,0.95,0.14,0.04,7.69,12.57,0.27,0.08,0.04,2.0,33,,1.32,0.81,2.4,7.42,10.32,12.48,0.19,0.0,0.05,1.23,0.59,0.06,0.0,0.03,1.92,7.83,0.64,2.09,3.68,0.04,0.0016685820823978846,-6.776138000881939e-05,0.4871451188784406,0.1,0.06,0.06,0.03,0.02,0.05,0.04,7.0,0,5.67,0.17,3.77,0.29,0.09,3.0,0.09,0.05,0.0,0.01,0.05,0.02,0.02,0.02,12.12,9.12,8.0,8.4,2.85,0.69,0.0,-0.28,0.03
465,0.0,0.0,10.0,0.0,585.0,0.03,0.09,0.06,2025-09-27,1.0,60.0,1.0,0.0,90,20.0,0.0,2.0,54.0,True,0,1.04,1.56,0.93,1.56,2,2.5,9.0,3.5,12.8,11.0,30,0.1,0.24,0.93,1.71,39,0.87,0.81,MID,Rodrigo_Bentancur,6,1,52.92,MC,,,2.0,0.5,1.75,0.02,0.06,1.01,11.06,0.01,2.0,0.5,0.04,0.04,8.0,12.36,11.33,0.03,0.0,0.07,0.0,0.97,1.03,0.0,0.16,8.45,9.93,0.19,0.02,0.06,2.0,72,,0.54,1.74,1.88,3.75,4.46,9.63,0.04,0.0,0.02,1.07,0.74,0.02,0.01,0.03,6.42,8.64,1.28,1.32,0.0,0.02,-0.001924191212879017,-0.00012225422949039603,-0.15454345515750229,-0.51,0.07,0.04,0.02,0.03,0.02,0.07,11.0,0,8.4,0.0,0.0,0.06,0.03,10.0,0.08,0.02,0.03,0.06,0.04,0.05,0.02,0.06,13.12,11.75,10.62,9.25,1.5,-1.1,0.0,-0.16,0.0
466,0.0,0.0,6.0,0.0,584.0,0.03,0.03,0.0,2025-09-27,0.0,60.0,0.0,0.0,90,20.0,0.0,1.0,63.0,True,0,1.04,1.56,0.93,1.56,2,1.0,0.0,4.3,5.2,1.0,30,0.1,0.24,0.93,1.71,39,0.87,0.81,MID,Mathys_Tel,6,1,22.37,FWL,1.09,0.0,1.77,1.08,2.4,0.16,0.08,0.85,8.05,0.05,1.95,1.14,0.18,0.09,57.72,18.13,9.76,0.12,0.06,0.12,0.12,1.18,1.06,0.13,1.0,9.88,8.8,0.45,0.19,0.08,1.54,17,0.79,0.34,0.66,3.58,11.5,15.78,12.47,0.0,0.04,0.13,0.0,0.63,0.02,0.01,0.09,3.85,9.06,0.64,1.67,1.66,0.1,0.0004180972297334476,-0.003072608407257351,-0.3684748976407303,0.53,0.19,0.08,0.12,0.07,0.13,0.12,1.0,0,2.33,0.0,1.32,0.0,0.03,6.0,0.16,0.18,0.06,0.36,0.07,0.13,0.06,0.08,12.0,8.5,6.0,9.0,-1.0,-0.26,0.26,-0.27,0.33
467,0.0,0.0,1.0,0.0,492.0,0.0,0.04,0.04,2025-05-11,0.18,359.0,0.0,0.0,90,7.0,0.0,1.0,62.0,True,2,1.3,1.05,1.22,1.22,1,0.3,5.0,0.0,0.0,,30,0.16,0.36,0.82,1.8,31,0.69,0.54,MID,Dejan_Kulusevski,6,1,1.64,MC,0.07,0.0,1.0,0.0,2.57,0.08,0.05,1.12,8.03,0.12,1.15,1.07,0.14,0.12,25.77,27.02,13.5,0.3,0.18,0.23,0.1,1.37,1.38,0.03,0.06,14.73,11.74,0.13,0.09,0.06,1.27,98,0.34,1.55,1.72,4.37,15.5,16.52,14.4,0.03,0.01,0.08,0.15,0.68,0.0,0.01,0.06,0.82,8.24,0.82,1.86,0.53,0.09,-0.005951386749844699,-0.00454715128396202,-0.5425361051686318,-0.6,0.11,0.13,0.11,0.1,0.09,0.09,,0,,,0.79,0.04,0.0,1.0,0.14,0.11,0.19,0.09,0.12,0.08,0.09,0.19,18.75,7.75,8.88,9.12,-0.56,-0.7,-0.09,-0.06,-0.04
468,0.0,0.0,7.0,0.0,582.0,0.08,0.46,0.38,2025-09-27,1.15,60.0,1.0,0.0,90,20.0,0.0,2.0,67.0,True,0,1.04,1.56,0.93,1.56,2,9.8,52.0,23.4,22.2,9.0,30,0.1,0.24,0.93,1.71,39,0.87,0.81,MID,Mohammed_Kudus,6,1,86.62,FW,0.1,0.0,2.17,0.92,4.07,0.19,0.12,0.91,13.18,0.09,2.09,0.9,0.17,0.1,23.71,23.5,11.97,0.2,0.13,0.1,0.27,1.17,1.26,0.46,0.08,25.58,19.24,0.23,0.18,0.12,1.93,71,0.24,0.48,0.58,4.57,14.79,22.61,19.05,0.24,0.02,0.12,1.23,0.92,0.05,0.0,0.07,4.49,8.87,1.28,2.76,3.81,0.1,0.0003199455576030428,0.002929864300253983,0.013287683485476074,0.73,0.24,0.15,0.12,0.06,0.18,0.13,9.0,0,6.33,0.0,3.39,0.38,0.08,7.0,0.28,0.11,0.12,0.25,0.15,0.05,0.06,0.1,14.62,9.5,8.12,12.5,1.08,-0.21,0.08,-0.35,0.09
469,1.0,0.0,18.0,0.0,494.0,0.09,0.09,0.0,2025-04-27,1.14,335.0,3.0,0.0,90,12.0,0.0,4.0,74.0,False,3,2.28,0.76,2.09,1.0,1,5.5,2.0,29.8,23.4,,30,0.13,0.21,0.44,1.54,14,0.45,0.34,MID,James_Maddison,6,1,0.77,MC,0.0,0.0,0.0,2.0,3.31,0.08,0.13,1.47,15.76,0.1,0.66,1.6,0.18,0.16,26.1,34.87,18.9,0.5,0.26,0.3,0.23,1.03,1.05,0.33,0.4,23.39,15.85,0.3,0.1,0.13,0.8,89,0.41,1.28,1.63,4.83,10.27,8.57,13.21,0.0,0.02,0.11,0.5,0.78,0.12,0.01,0.13,23.68,15.19,5.26,2.54,2.5,0.07,-0.012343566097307277,-3.3883476588041944e-06,-0.8461170235493929,-1.1,0.15,0.12,0.15,0.13,0.11,0.13,,0,,,1.89,0.0,0.09,18.0,0.1,0.17,0.15,0.06,0.23,0.13,0.11,0.14,19.12,11.75,17.5,8.75,-1.0,-0.46,-0.18,0.2,0.68
470,0.0,0.0,3.0,0.0,580.0,0.0,0.0,0.0,2025-09-27,0.15,60.0,0.0,0.0,90,20.0,0.0,1.0,70.0,True,0,1.04,1.56,0.93,1.56,2,0.2,0.0,0.1,2.0,1.0,30,0.1,0.24,0.93,1.71,39,0.87,0.81,MID,Brennan_Johnson,6,1,32.41,FWR,,,2.0,0.5,2.99,0.14,0.03,0.75,9.68,0.23,2.0,0.5,0.25,0.05,26.19,11.26,13.57,0.47,0.28,0.33,0.13,1.0,1.14,0.06,0.11,5.47,11.01,0.22,0.15,0.04,2.0,112,,1.69,1.35,3.22,11.21,9.23,13.0,0.0,0.03,0.17,0.16,0.53,0.0,0.01,0.03,1.92,10.91,0.64,2.15,1.93,0.09,-0.001360250215945043,-0.0011791869603346053,-0.3413199698726361,-0.2,0.44,0.03,0.17,0.04,0.13,0.07,1.0,0,3.2,0.0,2.53,0.0,0.0,3.0,0.32,0.05,0.21,0.17,0.03,0.02,0.09,0.12,19.0,4.75,14.0,8.38,-1.0,-0.24,0.0,0.21,0.99
471,0.0,0.0,4.0,0.0,503.0,0.01,0.07,0.06,2025-05-16,1.29,362.0,2.0,0.0,90,2.0,0.0,2.0,97.0,False,2,1.86,1.11,1.33,1.37,1,1.2,8.0,3.3,1.0,,30,0.16,0.1,0.8,1.48,7,0.52,0.2,MID,Son_Heung-min,6,1,2.16,FWL,0.46,0.41,1.0,0.0,2.81,0.2,0.1,1.0,10.73,0.11,1.53,1.1,0.24,0.17,32.59,33.21,18.1,0.4,0.12,0.23,0.33,1.17,1.27,0.2,0.05,17.12,11.87,0.18,0.21,0.11,1.6,101,0.55,0.56,0.97,4.47,16.71,20.06,14.63,0.05,0.03,0.16,0.69,0.72,0.01,0.01,0.1,3.61,10.58,1.8,2.02,1.89,0.16,0.0018773848269659423,-0.0026749115609999616,-0.016108652545812317,-0.65,0.22,0.11,0.16,0.12,0.19,0.16,,0,,,2.61,0.06,0.01,4.0,0.25,0.22,0.27,0.21,0.21,0.1,0.09,0.19,18.5,14.25,14.75,13.12,-0.71,-0.5,-0.04,-0.17,0.0
472,0.0,0.0,14.0,0.0,575.0,0.13,0.14,0.01,2025-09-27,1.15,60.0,1.0,0.0,90,20.0,0.0,2.0,47.0,True,0,1.04,1.56,0.93,1.56,2,4.0,11.0,12.2,16.6,6.0,30,0.1,0.24,0.93,1.71,39,0.87,0.81,DEF,Micky_van de Ven,6,1,82.66,DC,0.46,0.46,0.35,0.08,3.63,0.07,0.03,1.08,14.94,0.12,0.37,0.07,0.05,0.03,5.46,3.18,14.97,0.33,0.27,0.1,0.07,1.33,1.23,0.02,0.16,4.4,18.92,0.18,0.07,0.03,0.47,46,0.39,1.73,2.01,1.9,3.7,6.55,17.28,0.01,0.01,0.03,1.23,0.78,0.08,0.0,0.02,8.98,9.63,1.28,2.39,0.7,0.05,-0.0004645588710069432,7.532031259855386e-05,0.11507934282385811,-0.45,0.12,0.01,0.03,0.02,0.03,0.04,6.0,0,5.5,0.0,1.3,0.01,0.13,14.0,0.12,0.02,0.0,0.05,0.03,0.08,0.01,0.01,23.75,12.0,15.29,7.86,-0.85,1.43,-0.22,-0.44,-0.34
473,0.0,0.0,9.0,0.0,574.0,0.02,0.02,0.0,2025-09-27,1.15,60.0,1.0,0.0,90,20.0,0.0,2.0,44.0,True,0,1.04,1.56,0.93,1.56,2,2.1,4.0,4.3,12.6,4.0,30,0.1,0.24,0.93,1.71,39,0.87,0.81,DEF,Destiny_Udogie,6,1,55.72,DL,0.52,0.52,0.26,0.75,1.12,0.0,0.03,1.47,5.36,0.0,0.15,0.63,0.01,0.05,7.75,13.06,9.0,0.0,0.0,0.0,0.03,1.4,1.29,0.0,0.11,8.13,11.57,0.14,0.0,0.04,0.07,57,0.29,0.11,0.0,2.24,4.32,5.28,11.43,0.0,0.0,0.01,1.23,0.73,0.01,0.0,0.03,5.77,5.92,1.28,0.73,0.14,0.0,-0.00019561163180616622,0.0008505064035059686,0.1792466523210916,-0.24,0.01,0.09,0.01,0.03,0.0,0.04,4.0,0,2.5,0.0,0.0,0.0,0.02,9.0,0.01,0.0,0.0,0.04,0.09,0.05,0.04,0.06,8.62,11.5,8.43,5.62,-1.0,-3.17,1.11,-0.18,6.42
474,0.0,0.0,7.0,0.0,573.0,0.05,0.05,0.0,2025-09-27,1.0,60.0,1.0,0.0,90,20.0,0.0,2.0,45.0,True,0,1.04,1.56,0.93,1.56,2,2.5,0.0,16.7,8.4,2.0,30,0.1,0.24,0.93,1.71,39,0.87,0.81,DEF,Djed_Spence,6,1,55.47,DL,0.0,0.0,0.38,0.38,2.43,0.02,0.03,0.98,8.04,0.01,0.36,0.34,0.03,0.05,4.75,11.46,9.6,0.2,0.04,0.03,0.07,1.37,1.35,0.02,0.11,7.76,10.24,0.72,0.02,0.03,0.42,35,0.09,0.39,1.32,2.01,2.72,3.43,12.36,0.0,0.0,0.01,1.07,0.7,0.03,0.0,0.03,4.49,7.01,1.28,1.78,0.63,0.02,-0.0006613908983594569,-0.001272561932730552,-0.08429066703699475,-0.73,0.06,0.09,0.02,0.03,0.02,0.07,2.0,0,3.2,0.0,1.56,0.0,0.05,7.0,0.06,0.01,0.0,0.02,0.1,0.04,0.03,0.02,17.62,12.0,1.83,3.0,-1.0,0.79,-0.14,-0.21,-0.11
