,name,CBI
384,Konstantinos_Tsimikas,5.49
385,Amara_Nallo,0.0
386,Rhys_Williams,0.0
387,Calvin_Ramsay,0.0
388,Mohamed_Salah,3.627741553052757
389,Florian_Wirtz,8.0
390,Luis_Díaz,5.942331801086502
391,Cody_Gakpo,6.371681415929204
392,Federico_Chiesa,0.72
393,Alexis_Mac Allister,10.396611474778592
394,Dominik_Szoboszlai,7.207243460764587
395,Curtis_Jones,8.46063454759107
396,Harvey_Elliott,2.34
397,Ryan_Gravenberch,11.079113924050633
398,Ben_Doak,0.0
399,Endo_Wataru,3.69
400,Stefan_Bajčetić Maquieira,0.0
401,James_McConnell,0.0
402,Tyler_Morton,0.0
403,Trey_Nyoni,0.0
404,Darwin_Núñez Ribeiro,6.226415094339623
405,Jayden_Danns,0.0
406,Hugo_Ekitiké,0.0
407,James_Trafford,0.0
408,Ederson_Santana de Moraes,0.0
409,Stefan_Ortega Moreno,0.0
410,Marcus_Bettinelli,0.0
411,Rayan_Aït-Nouri,5.408097686375321
412,Joško_Gvardiol,6.39719341061623
413,Manuel_Akanji,4.383697813121272
414,Nathan_Aké,3.2399999999999998
415,Abdukodir_Khusanov,3.6
416,Matheus_Nunes,4.526946107784431
417,Rúben_Gato Alves Dias,5.03746143675628
418,John_Stones,2.79
419,Rico_Lewis,4.290254237288136
420,Nico_O'Reilly,2.16
421,Vitor_de Oliveira Nunes dos Reis,0.09
422,Omar_Marmoush,4.599659284497444
423,Phil_Foden,4.624505928853755
424,Sávio_'Savinho' Moreira de Oliveira,6.0852272727272725
425,Bernardo_Veiga de Carvalho e Silva,7.525309336332959
426,Rayan_Cherki,0.0
427,Jérémy_Doku,6.035856573705179
428,Jack_Grealish,3.96
429,İlkay_Gündoğan,7.1415689810640215
430,Rodrigo_Hernandez,0.99
431,Mateo_Kovačić,9.35278030993619
432,Nico_González Iglesias,6.84
433,Oscar_Bobb,0.18
434,Claudio_Echeverri,0.18
435,James_McAtee,1.44
436,Tijjani_Reijnders,0.0
437,Sverre_Nypan,0.0
438,Kalvin_Phillips,11.917140536149471
439,Erling_Haaland,2.401315789473684
440,Bryan_Mbeumo,7.194729136163982
441,Altay_Bayındır,0.0
442,André_Onana,0.0
443,Elyh_Harrison,0.0
444,Tom_Heaton,0.0
445,Dermot_Mee,0.0
446,Matthijs_de Ligt,7.432751297781973
447,Lisandro_Martínez,6.887492861222158
448,Noussair_Mazraoui,7.648095909732017
449,Diego_León Blanco,0.0
450,Diogo_Dalot Teixeira,5.69701280227596
451,Patrick_Dorgu,4.86
452,Harry_Maguire,8.172472872644203
453,Luke_Shaw,1.26
454,Leny_Yoro,7.21551724137931
455,Harry_Amass,1.6199999999999999
456,Tyler_Fredricson,1.53
457,Ayden_Heaven,1.6199999999999999
458,Tyrell_Malacia,0.36
459,Bruno_Borges Fernandes,10.70931388796818
460,Matheus_Santos Carneiro Da Cunha,6.933744221879815
461,Marcus_Rashford,4.391796322489392
462,Amad_Diallo,8.345626975763963
463,Alejandro_Garnacho,6.622486288848264
464,Antony_dos Santos,1.71
465,Mason_Mount,3.7800000000000002
466,Jadon_Sancho,6.208665906499429
467,Carlos_Henrique Casimiro,15.594358629952989
468,Kobbie_Mainoo,9.131227217496962
469,Manuel_Ugarte Ribeiro,12.408553742262239
470,Toby_Collyer,3.1500000000000004
471,Jayce_Fitzgerald,0.0
472,Jack_Fletcher,0.0
473,Sékou_Koné,0.0
474,Jack_Moorhouse,0.0
475,Rasmus_Højlund,2.0720720720720722
476,Joshua_Zirkzee,5.783393501805054
477,Chido_Obi,1.08
478,Ethan_Wheatley,0.0
479,Nick_Pope,0.0
480,Mark_Gillespie,0.0
481,Odysseas_Vlachodimos,0.0
482,Lewis_Hall,5.964351005484461
483,Fabian_Schär,7.328790459965928
484,Sven_Botman,4.14
485,Dan_Burn,7.72972972972973
486,Tino_Livramento,5.777777777777779
487,Kieran_Trippier,6.581986143187067
488,Emil_Krafth,2.34
489,Jamaal_Lascelles,0.0
490,Alex_Murphy,0.0
491,Harrison_Ashby,0.0
492,Miodrag_Pivaš,0.0
493,Matt_Targett,0.09
494,Anthony_Gordon,5.300658978583196
495,Anthony_Elanga,4.867788461538462
496,Harvey_Barnes,4.639175257731958
497,Bruno_Guimarães Rodriguez Moura,9.624197983501375
498,Jacob_Murphy,6.417657045840408
499,Joelinton_Cássio Apolinário de Lira,10.601503759398495
500,Sandro_Tonali,10.388571428571428
501,Antoñito_Cordero Campillo,0.0
502,Joe_Willock,7.352112676056338
503,Isaac_Hayden,0.0
504,Garang_Kuol,0.0
505,Lewis_Miley,3.42
506,Joe_White,0.0
507,Alexander_Isak,2.904278462654097
508,William_Osula,0.8099999999999999
509,Sean_Neave,0.0
510,Aaron_Ramsdale,0.0
511,Matz_Sels,0.0
512,Carlos_Miguel dos Santos Pereira,0.0
513,Matt_Turner,0.0
514,Nikola_Milenković,8.378378378378379
515,Murillo_Costa dos Santos,10.614805520702635
516,Ola_Aina,6.188251001335114
517,Neco_Williams,8.728748068006182
518,David_Mota Veiga Teixeira do Carmo,0.0
519,Jair_Paula da Cunha Filho,0.0
520,Felipe_Rodrigues da Silva,10.08
521,Omar_Richards,0.0
522,Zach_Abbott,0.0
523,Willy_Boly,2.07
524,Morgan_Gibbs-White,7.280826799714897
525,Callum_Hudson-Odoi,5.712328767123287
526,Elliot_Anderson,13.437270726338959
527,João_Pedro Ferreira da Silva,8.91
528,Nicolás_Domínguez,13.49539406345957
529,Lewis_O'Brien,0.0
530,Ibrahim_Sangaré,8.37
531,Ryan_Yates,11.457127827459232
532,Eric_da Silva Moreira,0.45
533,Marko_Stamenić,0.0
534,Chris_Wood,2.920892494929006
535,Igor_Jesus Maciel da Cruz,0.0
536,Taiwo_Awoniyi,2.79
537,Dan_Ndoye,0.0
538,Angus_Gunn,0.0
539,Marc_Guiu Paz,0.27
540,Anthony_Patterson,0.0
541,Simon_Moore,0.0
542,Blondy_Nna Noukeu,0.0
543,Daniel_Ballard,0.0
544,Trai_Hume,0.0
545,Aji_Alese,0.0
546,Joe_Anderson,0.0
547,Dennis_Cirkin,0.0
548,Leo_Fuhr Hjelde,0.0
549,Niall_Huggins,0.0
550,Zak_Johnson,0.0
551,Luke_O'Nien,0.0
552,Timothée_Pembélé,0.0
553,Reinildo_Mandava,0.0
554,Jenson_Seelt,0.0
555,Simon_Adingra,6.993524514338575
556,Habib_Diarra,0.0
557,Patrick_Roberts,0.0
558,Milan_Aleksić,0.0
559,Enzo_Le Fée,0.0
560,Romaine_Mundle,0.0
561,Dan_Neil,0.0
562,Ian_Poveda-Ocampo,0.0
563,Chris_Rigg,0.0
564,Noah_Sadiki,0.0
565,Chemsdine_Talbi,0.0
566,Abdoullah_Ba,0.0
567,Alan_Browne,0.0
568,Pierre_Ekwah Elimby,0.0
569,Harrison_Jones,0.0
570,Jay_Matete,0.0
571,Nectarios_Triantis,0.0
572,Wilson_Isidor,0.0
573,Eliezer_Mayenda Dossou,0.0
574,Ahmed_Abdullahi,0.0
575,Luís_Hemir Silva Semedo,0.0
576,Nazarii_Rusyn,0.0
577,Granit_Xhaka,0.0
578,Robin_Roefs,0.0
579,Guglielmo_Vicario,0.0
580,Brandon_Austin,0.0
581,Antonín_Kinský,0.0
582,Pedro_Porro,6.6308518802762855
583,Cristian_Romero,7.055084745762712
584,Kevin_Danso,8.73
585,Ben_Davies,8.600451467268622
586,Radu_Drăgușin,6.263999999999999
587,Djed_Spence,6.687150837988828
588,Destiny_Udogie,6.131045241809672
589,Micky_van de Ven,5.8579881656804735
590,Ashley_Phillips,0.0
591,Takai_Kōta,0.0
592,Luka_Vušković,0.0
593,Son_Heung-min,5.256410256410256
594,Brennan_Johnson,4.933210502072778
595,James_Maddison,7.003891050583658
596,Mohammed_Kudus,6.570104287369641
597,Dejan_Kulusevski,7.279966471081308
598,Mathys_Tel,5.8500000000000005
599,Rodrigo_Bentancur,13.5
600,Lucas_Bergvall,12.375000000000002
601,Yves_Bissouma,12.44269340974212
602,Wilson_Odobert,5.13
603,Manor_Solomon,0.0
604,Bryan_Gil Salvatierra,0.0
605,Archie_Gray,8.331428571428571
606,Mikey_Moore,1.71
607,Pape_Matar Sarr,10.79431877958969
608,Yang_Min-hyeok,0.0
609,Callum_Olusesi,0.0
610,Dominic_Solanke-Mitchell,3.6425648021828105
611,Richarlison_de Andrade,2.25
612,Will_Lankshear,0.0
613,Dane_Scarlett,0.45
614,João_Maria Lobo Alves Palhares Costa Palhinha Gonçalves,0.0
615,Alphonse_Areola,0.0
616,Wes_Foderingham,0.0
617,Krisztián_Hegyi,0.0
618,El_Hadji Malick Diouf,0.0
619,Emerson_Palmieri dos Santos,6.190702087286527
620,Maximilian_Kilman,8.790322580645162
621,Konstantinos_Mavropanos,9.552825552825553
622,Nayef_Aguerd,0.0
623,Ollie_Scarles,4.86
624,Jean-Clair_Todibo,8.289473684210526
625,Aaron_Wan-Bissaka,7.362079898541534
626,Kaelan_Casey,0.09
627,Lucas_Tolentino Coelho de Lima,10.27379949452401
628,Tomáš_Souček,8.216933281310963
629,James_Ward-Prowse,8.29030006978367
630,Crysencio_Summerville,5.49
631,Edson_Álvarez Velázquez,10.429621254946298
632,Maxwel_Cornet,0.8099999999999999
633,Guido_Rodríguez,11.06364428945074
634,Luis_Guilherme Lira dos Santos,1.08
635,George_Earthy,0.0
636,Andy_Irving,2.16
637,Lewis_Orford,0.72
638,Freddie_Potts,0.0
639,Jarrod_Bowen,6.385339609952925
640,Niclas_Füllkrug,3.51
