Unnamed: 0,name,code,id,kickoff_time,XG,Round_XG,Round_XA,XGC,was_home,opponent,Clean_Sheet,Result,Threat,saves,ict_index,red_cards,defensive_contribution,Threat_against,Defcon_against,Saves_against,ICT_against,Plain_XG,Plain_XGC,Plain_GS,Plain_GC,XG_DEF,XG_MID,XG_FORWARD,Plain_GS_capped,Plain_GS_roll8,Plain_GS_roll18,Plain_GS_roll30,Plain_GC_capped,Plain_GC_roll8,Plain_GC_roll18,Plain_GC_roll30,Plain_XGC_capped,Plain_XGC_roll8,Plain_XGC_roll18,Plain_XGC_roll30,Plain_XG_capped,Plain_XG_roll8,Plain_XG_roll18,Plain_XG_roll30,Threat_capped,Threat_roll8,Threat_roll18,Threat_roll30,Threat_against_capped,Threat_against_roll8,Threat_against_roll18,Threat_against_roll30,Offensive_Index,Defensive_Index,XGA,XGCA,XGH,XGCH,XG_avg,XGC_avg,Rolling_Threat,Rolling_Saves,Rolling_ict_index,Rolling_Defcon_for,Rolling_Threat_Against,Rolling_Defcon_against,Rolling_ICT_Against,Rolling_Saves_Against,XG_slope,XGC_slope,Rolling_XG,Rolling_XGC,XG_neutral_slope,XGC_neutral_slope,Elo_Rating,XG_pred_rolling_error,XGC_pred_rolling_error,cluster,XG_vs_cluster_0,XG_vs_cluster_1,XG_vs_cluster_2,XG_vs_cluster_3,XGC_vs_cluster_0,XGC_vs_cluster_1,XGC_vs_cluster_2,XGC_vs_cluster_3,kickoff_date,roll10_deep,roll10_deep_allowed,roll10_xpts,roll10_ppda,roll10_ppda_allowed,Understat_OffIndex,Understat_defIndex,Understat_HA_Off_effect,Understat_HA_DEF_effect
10,Liverpool,14,14,2026-09-12 14:00:00+00:00,0.774,1.29,0.5900000000000001,0.4479999999999999,1.0,54.0,1,1.0,0.0,3.0,0.0,0.0,69.0,0.0,88.0,3.0,0.0,1.29,0.7,0.0,0.0,0.2209108193147329,0.74893778255564,0.3902125726647638,0.4,1.55,1.6333333333333335,1.6866666666666668,0.4,1.725,1.4444444444444444,1.3533333333333333,0.7,1.4475,1.4472222222222222,1.252,1.29,1.58125,1.597777777777778,1.586666666666667,40.0,131.5,149.88888888888889,158.03333333333333,40.0,111.125,126.33333333333331,113.2,1.588025,1.3447833333333332,1.587448249449895,1.2682517187848614,1.6200989781735156,1.1319335917357811,1.595899306905853,1.2724379942968271,1.526,2.9550825146972386,54.44500000000001,70.78616094131377,1.235,82.3149604048384,46.39,3.298804234667145,-0.0056159940272609,-0.0015760105425321,1.716394224907993,1.213903818328245,0.0014672941784829,0.0001289712685788,1069.6842520838334,0.0640470669624739,-0.0827537305972198,0,1.5610007747105967,1.61275,1.0279844123711332,1.726353219696969,1.6407443383793412,1.2978,1.991693558762886,0.985485151515152,2026-09-12,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,1.6550989738242632,1.4965720788530503,0.1213179814726466,-0.3829066945430524
11,Nott'm Forest,17,18,2026-09-12 14:00:00+00:00,1.7799999999999998,2.3,2.02,0.6848000000000001,0.0,7.0,0,2.0,0.0,5.0,0.0,0.0,87.0,0.0,57.0,5.0,0.0,2.3,0.82,2.0,1.0,0.3647457124691782,1.0454420829350868,0.4238193982203579,2.0,1.475,1.6111111111111112,1.4,1.0,1.3,1.2222222222222223,1.2866666666666666,0.82,1.5850000000000002,1.3916666666666666,1.3856666666666666,2.3,1.62,1.441111111111111,1.2293333333333334,40.0,107.875,125.16666666666669,117.1,40.0,128.0,128.72222222222223,124.33333333333331,1.36435,1.3474333333333333,1.2241134089070775,1.452806571051008,1.1086921899982578,1.2011243696528984,1.265376399726334,1.3371994018426432,1.1655,2.8994546807280583,46.265,81.27627278444959,1.2345,75.64906490081815,47.565,2.717993351851576,-0.0029094636999486,-0.0235572813327066,1.263771938325322,1.3376744261001643,-0.0010186479967106,-0.0205122470485724,988.481544794436,-0.1203447510929789,0.0867411544669969,1,1.5207503873552983,1.2630406523809512,1.0484863608247417,1.848353219696969,1.7616221691896703,0.8692005561904765,2.005331863917525,0.994035151515152,2026-09-12,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,1.3250083970154658,1.5460986770230978,0.0763195749410321,-0.5132747416647223
12,Crystal Palace,31,8,2026-09-12 14:00:00+00:00,0.766,0.61,0.48,1.5552,1.0,40.0,0,0.0,0.0,3.0,0.0,1.0,72.0,0.0,71.0,2.0,0.0,0.61,1.68,2.0,3.0,0.2233702088982785,0.6495823013405687,0.7859461301131325,2.0,1.4,1.2999999999999998,1.1333333333333333,3.0,2.5,1.9222222222222225,1.846666666666667,1.68,1.9425,1.5705555555555557,1.5333333333333334,0.61,1.4025,1.416111111111111,1.4163333333333334,40.0,93.125,104.05555555555556,114.1,40.0,150.875,135.11111111111111,138.73333333333332,1.2915333333333332,1.6933166666666666,1.2553108094811074,1.458104137678366,1.281570060685614,1.3808697212998695,1.279986884208347,1.556401798077892,1.048,3.070500962679775,40.98,82.23307417001718,1.27,75.66964394971058,46.925,2.497874375483621,-0.0100133361869348,0.032183740010643,1.320598098372596,1.5146058046391184,-0.0074474414887832,0.0302178054348962,950.3237392489054,-0.0069777089366319,-0.0834020232140958,1,1.4110011620658949,1.4445406523809512,0.8972402577319583,1.720353219696969,1.6512665075690118,1.3749005561904766,2.074558474226804,1.119885151515152,2026-09-12,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,1.4342497587943863,1.6905894651122626,0.3693417747377696,-0.0285339210565871
13,Ipswich Town,40,12,2026-09-12 14:00:00+00:00,1.62,1.7,0.88,0.7168000000000001,0.0,31.0,0,2.0,0.0,2.0,0.0,0.0,71.0,0.0,72.0,3.0,0.0,1.7,0.62,3.0,2.0,0.2388888888888888,3.882222222222224,0.0199999999999999,3.0,1.4,1.2999999999999998,1.1266666666666665,2.0,2.125,2.333333333333333,2.2133333333333334,0.62,1.2175,1.7566666666666668,1.8296666666666668,1.7,1.285,1.0744444444444443,1.019,40.0,99.375,93.16666666666669,93.26666666666668,40.0,117.125,167.33333333333334,165.7,1.1033333333333335,1.8251166666666667,1.2624021973389667,1.8711065254899992,0.9407667673054289,1.4219703603843317,1.1024589078277658,1.735827554801916,0.5725,3.747776274982293,26.175,79.37604589098213,0.9675,70.3362000852232,33.9,3.0153163436928336,0.0179882568613103,-0.0208613188103968,1.40600422183118,1.546131683132288,0.0167114900837516,-0.0164750363911937,827.1590193680249,-0.0285697316528081,0.0009103232072914,1,1.0635007747105965,1.2458953261904755,0.9167363608247416,1.762853219696969,2.0827443383793414,1.495075278095238,2.0964818639175253,1.048235151515152,2026-09-12,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,1.1030309685469704,1.9482033498285485,-0.14379481625,-1.058614575
14,Fulham,54,10,2026-09-12 14:00:00+00:00,0.414,0.69,0.53,0.8192,0.0,14.0,1,1.0,0.0,3.0,0.0,0.0,88.0,0.0,69.0,3.0,0.0,0.69,1.28,0.0,0.0,0.3489254639034019,0.6372676613975345,0.7183330369239376,0.4,1.075,1.1111111111111112,1.38,0.4,1.6,1.3888888888888888,1.4600000000000002,1.28,1.67,1.4761111111111112,1.513,0.69,1.415,1.4955555555555555,1.388,40.0,100.625,118.27777777777776,117.56666666666666,40.0,112.75,111.27777777777776,122.6,1.3131166666666667,1.4411333333333336,1.1269980372867918,1.4364322448559357,1.297942542839251,1.2960092949129898,1.262793478364844,1.403677051608898,1.1565,2.7035405412480777,43.55,74.07180660184474,1.134,73.20365489930127,44.75,2.7937799114348194,0.0041250151984044,0.0093846506081817,1.2775524805712204,1.4266840371369418,0.0032274939866963,0.0114560864903596,963.2847599305736,0.0076432967116628,0.0331042137584635,1,1.1192503873552984,1.3805406523809511,0.9432363608247416,1.997353219696969,1.1929721691896706,1.2311505561904763,2.1288818639175253,1.071435151515152,2026-09-12,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,1.3526160705078674,1.6759696513474114,0.4655352672473121,-0.4537733062186289
15,Hull City,88,11,2026-09-12 14:00:00+00:00,1.1371880000000003,1.39,0.5800000000000001,1.5584037333333336,0.5133333333333333,27.21333333333334,0,0.7066666666666667,56.24666666666668,5.0,0.0,0.0,74.0,94.30666666666667,59.0,3.0,0.0,1.39,0.91,2.0,2.0,0.25135821406380954,0.9955697386851446,0.5646641990470873,2.0,1.0874333333333333,1.126137037037037,1.116228888888889,2.0,1.8459833333333335,1.9098444444444451,1.8652088888888894,0.91,1.8663791666666667,1.9264422222222226,1.9354231111111113,1.39,0.9821733333333333,0.9836053703703702,0.9767161111111112,40.0,87.027125,89.02133333333333,88.14817777777778,40.0,159.05908333333338,164.44022222222227,164.0799111111111,1.0003416611111111,1.848254038888889,0.8838196876985085,1.7639941469584113,0.8936046495688308,1.6838332749912166,0.9445269148723904,1.7860838749318513,0.8018221666666666,3.50911853672917,34.940799999999996,77.73929359029218,1.5070183333333333,69.86314740038566,49.21466666666666,2.499991722404411,-0.00019661968503502218,-0.0011386653128061413,0.9727893714872626,1.7937983666766462,-0.0028453584813129,0.0113628149268922,876.2077067026,0.030204762784034396,0.0027080020744809255,1,1.37075232413179,1.3422672833333291,1.0279844123711332,1.716103219696969,1.5047830151380237,1.2563769466666674,1.991693558762886,1.058685151515152,2026-09-12,0.1044066069779342,0.3663038788694159,0.22438084287346832,0.2263458937926587,0.1297731434580697,0.9227837719679896,1.5321076387149506,1.036544,0.5964099999999999
16,Bournemouth,91,3,2026-09-12 14:00:00+00:00,1.468,1.78,1.33,0.6400000000000001,1.0,94.0,0,1.0,0.0,0.0,0.0,0.0,103.0,0.0,94.0,8.0,0.0,1.78,0.5,2.0,2.0,0.1902140622136079,0.4932951594614463,0.4399521611888448,2.0,1.2499999999999998,1.288888888888889,1.5,2.0,1.225,1.1111111111111112,1.46,0.5,1.365,1.5166666666666666,1.5446666666666666,1.78,1.47875,1.6405555555555555,1.6746666666666663,40.0,98.5,122.05555555555556,131.4,40.0,115.875,130.5,143.7,1.4726583333333332,1.4110166666666666,1.4432323758547343,1.616329922397921,1.4461906237534934,1.1327842093525766,1.4586849165687237,1.3927868662709575,1.2155,2.7643259867455208,47.275,87.78956865443628,1.3335,79.88612278544804,43.86,3.431323020633924,-0.0183034259280776,-0.0076796222049538,1.4852451710768733,1.4116580834750545,-0.0165068171181684,-0.0039653780379873,1039.9062501410845,0.0232942718581454,0.1104646081212353,0,1.6037507747105968,1.433935978571427,1.0969902577319584,1.8508532196969687,1.1247443383793412,1.3022758342857144,1.950258474226804,1.066485151515152,2026-09-12,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,1.706256474556556,1.461494727565655,0.0677383863699481,-0.8774624989452715
17,Brentford,94,4,2026-09-12 14:00:00+00:00,0.712,0.52,1.14,1.4400000000000004,0.0,91.0,0,1.0,0.0,8.0,0.0,0.0,94.0,0.0,103.0,0.0,0.0,0.52,1.75,2.0,2.0,0.314236815487251,1.1295178934951071,0.4279368333928874,2.0,1.5499999999999998,1.5,1.5333333333333334,2.0,1.35,1.4444444444444444,1.353333333333333,1.75,1.76875,1.4694444444444446,1.507,0.52,1.6575,1.647222222222222,1.645,40.0,128.25,128.88888888888889,127.86666666666666,40.0,137.875,130.88888888888889,135.36666666666667,1.5385833333333334,1.457091666666667,1.2421391360565752,1.435098965551496,1.6449423163375798,1.3272026177436456,1.4910620297652055,1.419121229157119,1.211,3.3256299364641744,44.71,82.07646864140214,1.3325,83.59552650077808,48.565,2.466844698854996,0.0033663170867214,-0.0025422525914251,1.5317353275310588,1.4070057382984535,-0.003042314283227,-0.0029437287692112,1026.5492131729277,-0.0210789472990617,0.0429442470019628,0,1.218751162065895,1.7875,0.9312363608247416,1.953103219696969,1.673916507569012,1.03235,2.1321318639175253,1.085835151515152,2026-09-12,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,1.6695317944639525,1.4935673242472962,0.8738795243929545,-0.5957528567415009
18,Spurs,6,19,2026-09-12 16:30:00+00:00,0.414,0.6900000000000001,1.27,0.7104000000000001,1.0,11.0,1,1.0,0.0,3.0,0.0,0.0,83.0,0.0,78.0,2.0,0.0,0.6900000000000001,1.11,0.0,0.0,0.1539009488920598,0.5090407543135582,0.4613097273301741,0.4,0.825,0.8777777777777778,1.0533333333333337,0.4,1.275,1.7,1.6933333333333336,1.11,1.175,1.4266666666666667,1.3883333333333332,0.6900000000000001,1.0725,1.0766666666666669,1.1156666666666666,40.0,109.0,116.5,126.83333333333331,40.0,92.625,128.44444444444446,125.96666666666668,1.0745,1.4021666666666666,1.101775115426393,1.3820526206718018,1.161105773813639,1.3727733911818876,1.102970222310008,1.3897898362967556,1.209,2.3827378616580592,42.97,81.12527094815599,1.248,80.71949251511344,48.84,2.8856842315593894,-0.0258877584022524,-0.0082148116959057,1.1799982974109282,1.4273290801871463,-0.0253544229079824,-0.0162769216772029,919.724821865658,0.1167206596186691,0.0435917262498413,1,1.2185003873552984,0.9253953261904756,1.0452363608247417,1.8566893939393927,1.4471221691896703,1.066375278095238,1.9397318639175247,1.0576973160173166,2026-09-12,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,1.2775604632302764,1.449606787117499,0.2385604492445776,-0.1368747297137411
19,Everton,11,9,2026-09-12 16:30:00+00:00,0.672,1.12,0.74,0.4416,0.0,6.0,1,1.0,0.0,2.0,0.0,0.0,78.0,0.0,83.0,3.0,0.0,1.12,0.69,0.0,0.0,0.3060941486027806,0.8659744565630897,0.4448043467065401,0.4,1.475,1.477777777777778,1.3266666666666669,0.4,1.6,1.5333333333333334,1.4533333333333334,0.69,1.4274999999999998,1.495,1.475,1.12,1.36875,1.443888888888889,1.2383333333333333,40.0,121.875,130.66666666666666,125.83333333333331,40.0,122.25,130.5,131.56666666666666,1.336525,1.446516666666667,1.0912689391580932,1.4094483352251572,1.1740000341170245,1.2449335589404025,1.2345797433187795,1.3868538068747234,1.256,2.622892200975689,45.77,86.43293666977092,1.254,80.64469355620068,48.805,3.066139763344864,-0.0082047094606044,-0.0141956966075539,1.2065389964632771,1.3504182632243782,-0.0046334537906739,-0.0101125877795504,978.745334578246,-0.0941207723570313,-0.0054880897591104,1,1.53325,1.1765813047619025,1.19398830927835,1.806103219696969,1.5851,1.1463011123809528,2.0245201690721646,1.0051851515151522,2026-09-12,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,1.339873186587953,1.6057332476492483,-0.0275140748197486,-0.3246791823585082
20,Arsenal,3,1,2026-09-12 19:00:00+00:00,1.5339999999999998,1.89,1.02,1.152,0.0,56.0,1,2.0,0.0,2.0,0.0,0.0,61.0,0.0,58.0,3.0,0.0,1.89,1.8,2.0,0.0,0.3153183448394689,0.4658834680803178,0.2591940691421464,2.0,1.875,1.8333333333333333,1.7399999999999998,0.4,0.5499999999999999,0.8333333333333334,0.9333333333333332,1.8,0.7412500000000001,0.8594444444444445,0.8826666666666667,1.89,1.89375,1.6700000000000002,1.726,40.0,138.125,136.11111111111111,146.1,40.0,57.625,77.77777777777777,82.26666666666667,1.692891666666667,0.8236916666666667,1.6059854935172304,0.8154509447470131,1.6643777138156848,0.6954894715463461,1.6640366351665623,0.7895809374066731,1.368,1.83668537639346,48.735,70.5209562547553,0.6895,73.37687115541283,30.2,2.9686729178313707,0.0017265165704898,-0.0075867039701918,1.720150801864917,0.767073620763045,0.0027671087898904,-0.0054329667019826,1215.1297680899422,0.0684435640721169,0.0741512798462625,2,1.3937507747105966,1.913645326190476,1.0819863608247418,1.7836032196969691,1.0373443383793413,0.7324752780952382,1.9342818639175248,0.946185151515152,2026-09-12,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,2.047002066163137,0.8865200870558254,-0.1080439141372306,-0.1181033954435973
21,Sunderland,56,20,2026-09-12 19:00:00+00:00,1.0799999999999998,1.7999999999999998,1.09,1.5232,1.0,3.0,0,0.0,0.0,3.0,0.0,1.0,58.0,0.0,61.0,2.0,0.0,1.7999999999999998,1.88,0.0,2.0,0.1090735794855607,0.7443233187080919,0.3916969056462251,0.4,1.1,1.0777777777777775,1.0799999999999998,2.0,1.1,1.5333333333333334,1.4733333333333332,1.88,1.26375,1.4777777777777776,1.5023333333333333,1.7999999999999998,1.3425,1.2838888888888889,1.1683333333333332,40.0,98.625,107.38888888888889,107.16666666666669,40.0,96.0,132.55555555555554,138.63333333333333,1.1549666666666665,1.4051916666666666,0.940495200860342,1.452885021219653,1.043179480709186,1.243585221690464,1.0734020037257153,1.376713394060863,1.0185,2.564626460272528,38.77,73.73501068973235,1.2285,75.70219015642971,45.865,2.35913751542577,0.0080339576912378,-0.0146659584394845,1.0924427131762835,1.3650656608888387,0.0089193005198151,-0.0129558026184273,956.065674805768,-0.041669910702237,0.0073734814737213,1,1.4592503873552989,1.0763953261904755,1.0344863608247417,1.8566893939393927,1.4063221691896706,1.271675278095238,1.9331318639175248,1.0576973160173166,2026-09-12,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,1.2353395991685197,1.5227218581548627,0.1812966729378702,-0.5335353747504958
22,Coventry City,9,7,2026-09-13 13:00:00+00:00,1.0871733333333335,1.37,1.27,1.8689973333333336,0.78,34.68000000000001,0,0.44,56.24666666666668,2.0,0.0,1.0,58.0,94.30666666666667,67.0,6.0,0.0,1.37,2.81,0.0,5.0,0.21076562147121697,1.214828997944404,0.3777012360841243,0.4,0.8913333333333333,0.932074074074074,0.9216444444444445,4.0,2.0648333333333335,2.1228888888888893,2.0823111111111112,2.81,1.801375,1.855977777777778,1.8641422222222224,1.37,1.0792000000000002,1.0807074074074074,1.0734555555555558,40.0,89.87416666666667,91.97333333333333,91.05422222222222,40.0,138.46583333333334,143.3577777777778,143.03022222222222,0.9961912222222222,1.8362976111111111,0.8458617158631805,1.7112276806779227,0.8981844205604759,1.5994403072688472,0.9341071452170252,1.7458158025422479,0.81669,3.0440370409784974,33.834133333333334,75.69204529154872,1.3086833333333334,73.8515793874243,48.587999999999994,2.70576056724776,0.010951037735719404,-9.536248167803458e-05,0.9741637519757134,1.7760068487209124,0.0385666999200954,0.009126819941518,854.8797625824643,0.030204762784034396,0.0027080020744809255,3,1.329502711487088,1.4270172833333292,0.89573830927835,1.8566893939393927,1.724605184327694,1.1920769466666674,1.9340201690721648,1.0576973160173166,2026-09-13,0.10990169155572022,0.3663038788694159,0.2598093970113844,0.2263458937926587,0.1297731434580697,1.077922316522871,1.5014502844128597,0.6239940000000002,-1.394514
23,Brighton,36,5,2026-09-13 13:00:00+00:00,2.68,2.8,0.54,0.8512000000000001,0.0,9.0,1,2.0,0.0,6.0,0.0,0.0,67.0,0.0,58.0,2.0,0.0,2.8,1.33,5.0,0.0,0.2478587424775265,0.8671220980490614,0.5573362856168034,4.0,1.85,1.6666666666666667,1.4933333333333334,0.4,1.65,1.2111111111111112,1.3,1.33,1.6075,1.2244444444444444,1.3746666666666667,2.8,2.1525,1.6966666666666668,1.659333333333333,40.0,146.0,142.66666666666666,142.63333333333333,40.0,100.25,107.27777777777776,125.33333333333331,1.656216666666667,1.3208833333333332,1.4914575740178992,1.381606800326965,1.5212190470763571,1.2004422622485151,1.5812774886068977,1.3059539323105367,1.375,2.697375860886384,47.99,73.13945481677199,1.041,73.84050386725514,38.53,3.2759460263774542,0.0235903406587953,0.0231848817545423,1.6849776796529763,1.3454235585038374,0.0105407870710876,0.0164187023820057,1052.960488337712,-0.0742617935660035,0.1324812828816263,0,1.681001162065895,1.7651453261904757,1.11723830927835,1.869103219696969,1.629716507569012,0.9905252780952384,1.7100201690721646,1.0266351515151522,2026-09-13,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,1.7180112911485717,1.3472991075510214,0.3050715643157518,-0.5786296612032058
24,Man Utd,1,16,2026-09-13 15:30:00+00:00,0.606,1.01,0.81,0.8640000000000001,1.0,43.0,0,0.0,0.0,1.0,0.0,0.0,68.0,0.0,73.0,3.0,0.0,1.01,1.1,0.0,1.0,0.3109565471401617,0.5756466045016083,0.5285414794350871,0.4,2.025,1.7333333333333334,1.8733333333333333,1.0,1.475,1.2777777777777777,1.36,1.1,1.24875,1.2922222222222224,1.231666666666667,1.01,2.01875,1.62,1.7253333333333332,40.0,158.625,152.61111111111111,159.7,40.0,109.625,114.0,117.36666666666666,1.749425,1.2637416666666668,1.3560361179796694,1.3388602495660555,1.7085565446206763,1.2381864192055616,1.6408606656500864,1.2761325005262376,1.462,2.699718598257438,55.39000000000001,77.17186958064472,1.1435,76.87968931457272,44.52,3.66860775364876,0.0093500361945796,0.0018816058718767,1.610443663021749,1.324061627649041,0.0038468852741391,0.0005881240871811,1080.0712203869566,-0.0094675174139912,0.0790634034485674,0,1.614,1.942040652380952,0.9752363608247416,1.8566893939393927,1.2597,1.4655005561904764,1.8507318639175248,1.0576973160173166,2026-09-13,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,1.7721893248596514,1.2325338144495932,0.8329062960225515,0.0629797019224955
25,Man City,43,15,2026-09-13 15:30:00+00:00,0.8600000000000001,1.1,0.31,0.6400000000000001,0.0,1.0,1,2.0,0.0,3.0,0.0,1.0,73.0,0.0,68.0,1.0,0.0,1.1,1.0,1.0,0.0,0.2008290220355467,0.5978360846440318,0.4788565322708029,1.0,2.0,2.0,2.0266666666666664,0.4,0.8249999999999998,0.9555555555555556,1.0733333333333337,1.0,1.065,1.1616666666666666,1.1703333333333332,1.1,1.91,1.9883333333333333,1.9133333333333336,40.0,171.25,189.66666666666663,181.2,40.0,71.0,90.16666666666669,97.73333333333332,1.9350833333333333,1.0500666666666667,1.7612501473031534,1.0822802229649815,1.8365624838203496,0.9558482082442716,1.8669948244475425,1.0345654411356466,1.8035,2.3648714214732927,61.52,65.56355100041753,0.879,81.60515960175408,36.985,3.34260567727146,-0.0057038979195902,-0.0098897390612799,1.892269015716121,1.021864305798719,-0.0029459747376755,-0.0073643670449509,1207.076996016524,0.0021585100467097,0.0893843694325443,2,1.8512503873552983,1.8347906523809512,1.0957363608247417,1.992853219696969,1.0108221691896706,1.1931005561904764,1.9155818639175253,0.991785151515152,2026-09-13,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,2.2006810747999705,1.242424070419403,0.3180189282652894,-0.1598074646542193
26,Leeds,2,13,2026-09-14 19:00:00+00:00,1.842,2.07,0.77,0.7232000000000002,1.0,4.0,0,2.0,0.0,4.0,0.0,0.0,78.0,0.0,86.0,3.0,0.0,2.07,0.88,3.0,1.0,0.3339255949954793,0.6783084103263015,0.3223466034957145,3.0,1.425,1.3888888888888888,1.5266666666666666,1.0,1.1,1.0555555555555556,1.3266666666666669,0.88,1.6137500000000002,1.452777777777778,1.4759999999999998,2.07,1.44875,1.5133333333333332,1.5346666666666666,40.0,90.375,114.72222222222224,124.23333333333332,40.0,126.375,134.05555555555554,138.6,1.4242583333333334,1.377875,1.2305403087091176,1.5119243426085125,1.3751010360500215,1.3034753771900778,1.3635395028564514,1.3927874299496474,1.085,3.1255422368436387,42.495,82.73625086689796,1.3175,76.22933484702884,48.135000000000005,2.54495111913125,-0.0027027697874271,-0.0084903430947497,1.3710935058234257,1.3916508632710372,0.0008641594918969,-0.0095867728189493,992.6233412041054,0.0609897375409831,0.0909033567137308,1,1.2515,1.3989359785714268,1.0364863608247417,1.8688532196969687,1.3062000000000002,1.1908758342857146,1.971481863917525,1.012585151515152,2026-09-14,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,1.4509824117847605,1.3938075893680186,0.3408365606148715,-0.2375142821235827
27,Newcastle,4,17,2026-09-14 19:00:00+00:00,0.722,0.87,0.61,1.9712000000000005,0.0,2.0,0,0.0,0.0,3.0,0.0,0.0,86.0,0.0,78.0,4.0,0.0,0.87,2.08,1.0,4.0,0.4293099819426078,0.593244363043485,0.5013621650918634,1.0,1.8,1.5444444444444445,1.6466666666666665,4.0,1.6749999999999998,1.711111111111111,1.653333333333333,2.08,1.6175000000000002,1.7455555555555555,1.506,0.87,1.32875,1.4394444444444443,1.553,40.0,112.25,127.27777777777776,138.83333333333334,40.0,143.875,145.5,132.8,1.4911416666666666,1.5802333333333334,1.2004479277988551,1.304977410358543,1.6668799951422413,1.4572331088180823,1.4624028140686074,1.4806692964608232,1.214,3.482204262459855,45.74,74.80661957088209,1.4475,80.42498056768358,51.485,2.868766434900474,-0.0326926292757122,0.0110775766764934,1.482719962908498,1.4534322298578597,-0.0282948571442525,0.0101833633149009,995.6894230195996,0.1130235307532481,-0.1703784573605788,0,1.6192507747105966,1.1374999999999995,0.9984863608247416,1.8566893939393927,1.6988943383793411,1.7382500000000003,1.8286818639175253,1.0576973160173166,2026-09-14,0.1142167971967386,0.3663038788694159,0.2716854809252435,0.2263458937926587,0.1297731434580697,1.4174679541738222,1.7778833138882124,0.7918271693650853,0.252692422605852
