,GW,name,position,Team,average_minutes,Goal_share,Assist_share,Pen_data,CBI_Percent,BPS,Save_Pred,Pos_Goal_Threat,Pos_Assist_Threat,Cards,Goal_factor,Assist_factor,CS_factor,default_points,value,selected,web_name
598,5,Cameron_Humphreys,MID,40,0.0,0.0,0.0,0.0,0.06823110923650966,1.1729622060470326,0.0,0.05,0.05,0.1,5,3,1.0,2,45,0.0,Humphreys
599,6,Cameron_Humphreys,MID,40,0.0,0.0,0.0,0.0,0.04270403513886845,1.1729622060470326,0.0,0.05,0.05,0.1,5,3,1.0,2,45,0.0,Humphreys
600,7,Cameron_Humphreys,MID,40,0.0,0.0,0.0,0.0,0.07875444790152426,1.1729622060470326,0.0,0.05,0.05,0.1,5,3,1.0,2,45,0.0,Humphreys
601,8,Cameron_Humphreys,MID,40,0.0,0.0,0.0,0.0,0.06155794852321927,1.1729622060470326,0.0,0.05,0.05,0.1,5,3,1.0,2,45,0.0,Humphreys
602,2,Caoimhín_Kelleher,GKP,94,90.0,3.949349164488697e-09,0.006832057690510068,0.0,,5.574,0.6158872856028823,0.0,0.0,0.03,0,0,4.0,1,50,5.8,Kelleher
603,3,Caoimhín_Kelleher,GKP,94,90.0,3.949349164488697e-09,0.006832057690510068,0.0,,5.574,0.5854490865896231,0.0,0.0,0.03,0,0,4.0,1,50,5.8,Kelleher
604,4,Caoimhín_Kelleher,GKP,94,90.0,3.949349164488697e-09,0.006832057690510068,0.0,,5.574,0.5755272548999324,0.0,0.0,0.03,0,0,4.0,1,50,5.8,Kelleher
605,5,Caoimhín_Kelleher,GKP,94,90.0,3.949349164488697e-09,0.006832057690510068,0.0,,5.574,0.5657175429146747,0.0,0.0,0.03,0,0,4.0,1,50,5.8,Kelleher
606,6,Caoimhín_Kelleher,GKP,94,90.0,3.949349164488697e-09,0.006832057690510068,0.0,,5.574,0.7245941686530412,0.0,0.0,0.03,0,0,4.0,1,50,5.8,Kelleher
607,7,Caoimhín_Kelleher,GKP,94,90.0,3.949349164488697e-09,0.006832057690510068,0.0,,5.574,0.6473330902482802,0.0,0.0,0.03,0,0,4.0,1,50,5.8,Kelleher
608,8,Caoimhín_Kelleher,GKP,94,90.0,3.949349164488697e-09,0.006832057690510068,0.0,,5.574,0.5542220863378904,0.0,0.0,0.03,0,0,4.0,1,50,5.8,Kelleher
609,2,Carl_Rushworth,GKP,9,90.0,0.0309011289816571,0.0337573803273342,0.0,0.047898921219927,1.295808510638298,0.3965836399863709,0.05,0.05,0.1,0,0,4.0,1,45,1.2,Rushworth
610,3,Carl_Rushworth,GKP,9,90.0,0.0309011289816571,0.0337573803273342,0.0,0.08313231389112863,1.295808510638298,0.5389566563333239,0.05,0.05,0.1,0,0,4.0,1,45,1.2,Rushworth
611,4,Carl_Rushworth,GKP,9,90.0,0.0309011289816571,0.0337573803273342,0.0,0.061067581711903386,1.295808510638298,0.5083931831014508,0.05,0.05,0.1,0,0,4.0,1,45,1.2,Rushworth
612,5,Carl_Rushworth,GKP,9,90.0,0.0309011289816571,0.0337573803273342,0.0,0.06504737817439815,1.295808510638298,0.46952532392596436,0.05,0.05,0.1,0,0,4.0,1,45,1.2,Rushworth
613,6,Carl_Rushworth,GKP,9,90.0,0.0309011289816571,0.0337573803273342,0.0,0.08136629389480343,1.295808510638298,0.5286337219351198,0.05,0.05,0.1,0,0,4.0,1,45,1.2,Rushworth
614,7,Carl_Rushworth,GKP,9,90.0,0.0309011289816571,0.0337573803273342,0.0,0.07328070308678566,1.295808510638298,0.5600088831834722,0.05,0.05,0.1,0,0,4.0,1,45,1.2,Rushworth
615,8,Carl_Rushworth,GKP,9,90.0,0.0309011289816571,0.0337573803273342,0.0,0.04517617402798897,1.295808510638298,0.40661433718357576,0.05,0.05,0.1,0,0,4.0,1,45,1.2,Rushworth
616,2,Carlos_Alcaraz Durán,MID,11,9.69659629076266,0.013758810711220303,0.019586507524115514,0.0,0.04812414602273765,2.3040000000000003,0.0,0.2130075049136454,0.1392505047075491,0.22,5,3,1.0,2,50,0.1,Alcaraz
617,3,Carlos_Alcaraz Durán,MID,11,9.69659629076266,0.013758810711220303,0.019586507524115514,0.0,0.03654569589003826,2.3040000000000003,0.0,0.1860830945008443,0.1913799330087358,0.22,5,3,1.0,2,50,0.1,Alcaraz
618,4,Carlos_Alcaraz Durán,MID,11,9.69659629076266,0.013758810711220303,0.019586507524115514,0.0,0.04456055737643128,2.3040000000000003,0.0,0.1966042700841929,0.1918220128841498,0.22,5,3,1.0,2,50,0.1,Alcaraz
619,5,Carlos_Alcaraz Durán,MID,11,9.69659629076266,0.013758810711220303,0.019586507524115514,0.0,0.012324424668214344,2.3040000000000003,0.0,0.1616130281141775,0.1908631424210464,0.22,5,3,1.0,2,50,0.1,Alcaraz
620,6,Carlos_Alcaraz Durán,MID,11,9.69659629076266,0.013758810711220303,0.019586507524115514,0.0,0.028817064939083595,2.3040000000000003,0.0,0.1616130281141775,0.1908631424210464,0.22,5,3,1.0,2,50,0.1,Alcaraz
621,7,Carlos_Alcaraz Durán,MID,11,9.69659629076266,0.013758810711220303,0.019586507524115514,0.0,0.030414695187462502,2.3040000000000003,0.0,0.1767223870429291,0.2668866003462178,0.22,5,3,1.0,2,50,0.1,Alcaraz
622,8,Carlos_Alcaraz Durán,MID,11,9.69659629076266,0.013758810711220303,0.019586507524115514,0.0,0.033365532861307966,2.3040000000000003,0.0,0.1850860393854172,0.1142599192822951,0.22,5,3,1.0,2,50,0.1,Alcaraz
623,2,Carlos_Baleba,MID,36,20.0,0.009222336100449972,0.011748233008591173,0.0,0.11140778478249679,2.5940000000000003,0.0,0.0666484684491766,0.1370511742294579,0.12,5,3,1.0,2,50,0.2,Baleba
624,3,Carlos_Baleba,MID,36,20.0,0.009222336100449972,0.011748233008591173,0.0,0.13397673936531998,2.5940000000000003,0.0,0.1239985221783261,0.1217104639537263,0.12,5,3,1.0,2,50,0.2,Baleba
625,4,Carlos_Baleba,MID,36,20.0,0.009227754644162355,0.01175288817850202,0.0,0.11183327940843049,2.5940000000000003,0.0,0.0848838497997743,0.1158236933516472,0.12,5,3,1.0,2,50,0.2,Baleba
626,5,Carlos_Baleba,MID,36,20.0,0.00843857730952645,0.011055604931189945,0.0,0.12123404669414047,2.5940000000000003,0.0,0.0719789376140763,0.0911631813715896,0.12,5,3,1.0,2,50,0.2,Baleba
627,6,Carlos_Baleba,MID,36,20.0,0.00843857730952645,0.011055604931189945,0.0,0.13554810182782884,2.5940000000000003,0.0,0.0913583302918664,0.106897037357724,0.12,5,3,1.0,2,50,0.2,Baleba
628,7,Carlos_Baleba,MID,36,20.0,0.00843857730952645,0.011055604931189945,0.0,0.14502621480967906,2.5940000000000003,0.0,0.0774356102395545,0.1389842955635025,0.12,5,3,1.0,2,50,0.2,Baleba
629,8,Carlos_Baleba,MID,36,20.0,0.00843857730952645,0.011055604931189945,0.0,0.14730371439717732,2.5940000000000003,0.0,0.0746710624183,0.1250281268953073,0.12,5,3,1.0,2,50,0.2,Baleba
630,2,Cathal_McCarthy,DEF,88,0.0,0.0,0.0,0.0,,,0.0,,,0.1,6,3,4.0,2,40,0.1,McCarthy
631,3,Cathal_McCarthy,DEF,88,0.0,0.0,0.0,0.0,,,0.0,,,0.1,6,3,4.0,2,40,0.1,McCarthy
632,4,Cathal_McCarthy,DEF,88,0.0,0.0,0.0,0.0,,,0.0,,,0.1,6,3,4.0,2,40,0.1,McCarthy
633,5,Cathal_McCarthy,DEF,88,0.0,0.0,0.0,0.0,,,0.0,,,0.1,6,3,4.0,2,40,0.1,McCarthy
634,6,Cathal_McCarthy,DEF,88,0.0,0.0,0.0,0.0,,,0.0,,,0.1,6,3,4.0,2,40,0.1,McCarthy
635,7,Cathal_McCarthy,DEF,88,0.0,0.0,0.0,0.0,,,0.0,,,0.1,6,3,4.0,2,40,0.1,McCarthy
636,8,Cathal_McCarthy,DEF,88,0.0,0.0,0.0,0.0,,,0.0,,,0.1,6,3,4.0,2,40,0.1,McCarthy
637,2,Chadi_Riad Dnanou,DEF,31,0.0,0.0,0.0,0.0,0.33108729295301803,1.0,0.0,0.0637658552927126,0.0542317756192753,0.18,6,3,4.0,2,45,0.1,Chadi Riad
638,3,Chadi_Riad Dnanou,DEF,31,0.0,0.0,0.0,0.0,0.20526631513755556,1.0,0.0,0.0838680414533683,0.0655526594530355,0.18,6,3,4.0,2,45,0.1,Chadi Riad
639,4,Chadi_Riad Dnanou,DEF,31,0.0,0.0,0.0,0.0,0.10353549765711015,1.0,0.0,0.0811568465798388,0.0736894607330538,0.18,6,3,4.0,2,45,0.1,Chadi Riad
640,5,Chadi_Riad Dnanou,DEF,31,0.0,0.0,0.0,0.0,0.26375935990285304,1.0,0.0,0.1012186598521123,0.0724656788255882,0.18,6,3,4.0,2,45,0.1,Chadi Riad
641,6,Chadi_Riad Dnanou,DEF,31,0.0,0.0,0.0,0.0,0.2752550315403636,1.0,0.0,0.0777804408544048,0.0674238254676089,0.18,6,3,4.0,2,45,0.1,Chadi Riad
642,7,Chadi_Riad Dnanou,DEF,31,0.0,0.0,0.0,0.0,0.26201839840233276,1.0,0.0,0.0831882592818434,0.0703856056393699,0.18,6,3,4.0,2,45,0.1,Chadi Riad
643,8,Chadi_Riad Dnanou,DEF,31,0.0,0.0,0.0,0.0,0.3259262999839104,1.0,0.0,0.0928119656059018,0.0642022221106676,0.18,6,3,4.0,2,45,0.1,Chadi Riad
644,2,Charalampos_Kostoulas,FWD,36,4.862636163612804,0.016836370346705522,0.00847905415585899,0.0,0.03611995904506658,1.0,0.0,0.3568848178998507,0.1424815725352754,0.1,4,3,0.0,2,55,0.2,Kostoulas
645,3,Charalampos_Kostoulas,FWD,36,4.862636163612804,0.016836370346705522,0.00847905415585899,0.0,0.04419570362016838,1.0,0.0,0.312901918759991,0.0740256111802216,0.1,4,3,0.0,2,55,0.2,Kostoulas
646,4,Charalampos_Kostoulas,FWD,36,4.862636163612804,0.01684626248332781,0.008482413932410001,0.0,0.03626964699166232,1.0,0.0,0.2596902916391163,0.110659232488688,0.1,4,3,0.0,2,55,0.2,Kostoulas
647,5,Charalampos_Kostoulas,FWD,36,4.862636163612804,0.015405534046363927,0.00797916357879432,0.0,0.039601713981759545,1.0,0.0,0.2243391609446153,0.1337868277620274,0.1,4,3,0.0,2,55,0.2,Kostoulas
648,6,Charalampos_Kostoulas,FWD,36,4.862636163612804,0.015405534046363927,0.00797916357879432,0.0,0.0447684928313773,1.0,0.0,0.3587808629429511,0.120312310668957,0.1,4,3,0.0,2,55,0.2,Kostoulas
649,7,Charalampos_Kostoulas,FWD,36,4.862636163612804,0.015405534046363927,0.00797916357879432,0.0,0.048253226002650015,1.0,0.0,0.3765206421264973,0.0901833345528149,0.1,4,3,0.0,2,55,0.2,Kostoulas
650,8,Charalampos_Kostoulas,FWD,36,4.862636163612804,0.015405534046363927,0.00797916357879432,0.0,0.04909827018249965,1.0,0.0,0.3825395389805335,0.0967656308046041,0.1,4,3,0.0,2,55,0.2,Kostoulas
651,2,Charlie_Hughes,DEF,88,90.0,0.0436345163180826,0.0358040066326818,0.0,0.30047826163839175,1.0,0.0,0.0811568465798388,0.0736894607330538,0.1,6,3,4.0,2,40,0.1,Hughes
652,3,Charlie_Hughes,DEF,88,90.0,0.0436683037932726,0.0358164586004551,0.0,0.3319067445215035,1.0,0.0,0.0981479453664453,0.0662374343101665,0.1,6,3,4.0,2,40,0.1,Hughes
653,4,Charlie_Hughes,DEF,88,90.0,0.0437021436342607,0.0358289192323674,0.0,0.2995771182552056,1.0,0.0,0.0879167192461981,0.0638024917859979,0.1,6,3,4.0,2,40,0.1,Hughes
654,5,Charlie_Hughes,DEF,88,90.0,0.0437183166996052,0.0358349987756433,0.0,0.41598801341016184,1.0,0.0,0.0928119656059018,0.0642022221106676,0.1,6,3,4.0,2,40,0.1,Hughes
655,6,Charlie_Hughes,DEF,88,90.0,0.0437171508207485,0.035834929829918,0.0,0.38445986684410954,1.0,0.0,0.0945746092353715,0.0631355595847643,0.1,6,3,4.0,2,40,0.1,Hughes
656,7,Charlie_Hughes,DEF,88,90.0,0.0437159850040735,0.035834860884458,0.0,0.27561945749888067,1.0,0.0,0.0838680414533683,0.0655526594530355,0.1,6,3,4.0,2,40,0.1,Hughes
657,8,Charlie_Hughes,DEF,88,90.0,0.0437144521874587,0.0358345528416831,0.0,0.4086407864603745,1.0,0.0,0.0849940715206735,0.0598424607353778,0.1,6,3,4.0,2,40,0.1,Hughes
658,2,Cheick_Doucouré,MID,31,0.0,0.0,0.0,0.0,,3.98,0.0,0.064463650057572,0.1306937301038149,0.15,5,3,1.0,2,50,0.1,Doucouré
659,3,Cheick_Doucouré,MID,31,0.0,0.0,0.0,0.0,,3.98,0.0,0.1015273032273039,0.1162160041968325,0.15,5,3,1.0,2,50,0.1,Doucouré
660,4,Cheick_Doucouré,MID,31,0.0,0.0,0.0,0.0,,3.98,0.0,0.1015026890760771,0.1373040083687681,0.15,5,3,1.0,2,50,0.1,Doucouré
661,5,Cheick_Doucouré,MID,31,0.0,0.0,0.0,0.0,,3.98,0.0,0.094538977983863,0.1093234105418477,0.15,5,3,1.0,2,50,0.1,Doucouré
662,6,Cheick_Doucouré,MID,31,0.0,0.0,0.0,0.0,,3.98,0.0,0.1182429486022436,0.1559093911955459,0.15,5,3,1.0,2,50,0.1,Doucouré
663,7,Cheick_Doucouré,MID,31,0.0,0.0,0.0,0.0,,3.98,0.0,0.0918964190740629,0.1164876249095094,0.15,5,3,1.0,2,50,0.1,Doucouré
664,8,Cheick_Doucouré,MID,31,0.0,0.0,0.0,0.0,,3.98,0.0,0.1245267459124569,0.1253558391865506,0.15,5,3,1.0,2,50,0.1,Doucouré
665,2,Chemsdine_Talbi,MID,56,20.0,0.02993509984746711,0.027669518935778722,0.0,0.024824006141878137,1.0,0.0,0.1535542472032719,0.2807864050645435,0.0,5,3,1.0,2,55,0.2,Talbi
666,3,Chemsdine_Talbi,MID,56,20.0,0.02993509984746711,0.027669518935778722,0.0,0.04418841314801003,1.0,0.0,0.1957213773328405,0.1685659792684446,0.0,5,3,1.0,2,55,0.2,Talbi
667,4,Chemsdine_Talbi,MID,56,20.0,0.02993509984746711,0.027669518935778722,0.0,0.03052591112538361,1.0,0.0,0.1267564499146806,0.0772771364408958,0.0,5,3,1.0,2,55,0.2,Talbi
668,5,Chemsdine_Talbi,MID,56,20.0,0.02993509984746711,0.027669518935778722,0.0,0.04651364281625884,1.0,0.0,0.1516710903983691,0.2184238478812329,0.0,5,3,1.0,2,55,0.2,Talbi
669,6,Chemsdine_Talbi,MID,56,20.0,0.02993509984746711,0.027669518935778722,0.0,0.033809731006325186,1.0,0.0,0.2187269349098032,0.1536004954665109,0.0,5,3,1.0,2,55,0.2,Talbi
670,7,Chemsdine_Talbi,MID,56,20.0,0.02993509984746711,0.027669518935778722,0.0,0.04408575666094423,1.0,0.0,0.1814092535104011,0.1368781416142775,0.0,5,3,1.0,2,55,0.2,Talbi
671,8,Chemsdine_Talbi,MID,56,20.0,0.02993509984746711,0.027669518935778722,0.0,0.03410445091456517,1.0,0.0,0.1226246525109014,0.1685630800513233,0.0,5,3,1.0,2,55,0.2,Talbi
672,2,Chido_Obi,FWD,1,0.1364914589650414,0.0003925466607102,0.0001145534531584,0.0,0.015626790625556206,1.0,0.0,0.2596902916391163,0.110659232488688,0.1,4,3,0.0,2,45,1.2,Obi
673,3,Chido_Obi,FWD,1,0.1364914589650414,0.0003925466607102,0.0001145534531584,0.0,0.0550683220049726,1.0,0.0,0.2949087408746151,0.0866276198891465,0.1,4,3,0.0,2,45,1.2,Obi
674,4,Chido_Obi,FWD,1,0.1364914589650414,0.0003925466607102,0.0001145534531584,0.0,0.06370034164162063,1.0,0.0,0.3581317054641129,0.1012583405559649,0.1,4,3,0.0,2,45,1.2,Obi
675,5,Chido_Obi,FWD,1,0.1364914589650414,0.0003925466607102,0.0001145534531584,0.0,0.034284597335698754,1.0,0.0,0.288265809976038,0.0860449707873814,0.1,4,3,0.0,2,45,1.2,Obi
676,6,Chido_Obi,FWD,1,0.1364914589650414,0.0003925466607102,0.0001145534531584,0.0,0.05601084453261043,1.0,0.0,0.2167766454090653,0.0964525832634132,0.1,4,3,0.0,2,45,1.2,Obi
677,7,Chido_Obi,FWD,1,0.1364914589650414,0.0003925466607102,0.0001145534531584,0.0,0.046931665214876815,1.0,0.0,0.312901918759991,0.0740256111802216,0.1,4,3,0.0,2,45,1.2,Obi
678,8,Chido_Obi,FWD,1,0.1364914589650414,0.0003925466607102,0.0001145534531584,0.0,0.060432214741287286,1.0,0.0,0.2938214743914772,0.126353956137866,0.1,4,3,0.0,2,45,1.2,Obi
679,2,Chiedozie_Ogbene,MID,40,3.903,0.0058011938986347,0.005728940592950301,0.0,0.1757471317565114,2.536,0.0,0.1418747005046147,0.1725201612439683,0.03,5,3,1.0,2,50,0.0,Ogbene
680,3,Chiedozie_Ogbene,MID,40,3.903,0.0058038305953914,0.0057326926101471404,0.0,0.1954658467238269,2.536,0.0,0.1416906418113573,0.1523274505304762,0.03,5,3,1.0,2,50,0.0,Ogbene
681,4,Chiedozie_Ogbene,MID,40,3.903,0.0058064670056571,0.005736448084287911,0.0,0.19261190542305265,2.536,0.0,0.2035399376271577,0.193321813622163,0.03,5,3,1.0,2,50,0.0,Ogbene
682,5,Chiedozie_Ogbene,MID,40,3.903,0.0058077211876518,0.005738314024653541,0.0,0.20476732158391564,2.536,0.0,0.1257906996501288,0.1634518075282892,0.03,5,3,1.0,2,50,0.0,Ogbene
683,6,Chiedozie_Ogbene,MID,40,3.903,0.0058075745930171,0.005738266050309431,0.0,0.1355918927501498,2.536,0.0,0.1674896667781553,0.183695691856461,0.03,5,3,1.0,2,50,0.0,Ogbene
684,7,Chiedozie_Ogbene,MID,40,3.903,0.0058074280226231,0.005738218099781311,0.0,0.23112529024019024,2.536,0.0,0.1296142517343984,0.15061057040606,0.03,5,3,1.0,2,50,0.0,Ogbene
685,8,Chiedozie_Ogbene,MID,40,3.903,0.0058072824878896,0.0057381737631746,0.0,0.18742669065595646,2.536,0.0,0.1043044508735387,0.1944670218667307,0.03,5,3,1.0,2,50,0.0,Ogbene
686,2,Chris_Richards,DEF,31,90.0,0.0527394870708498,0.024485998865492666,0.0,0.5567140132101,1.0,0.0,0.0637658552927126,0.0542317756192753,0.12,6,3,4.0,2,50,0.8,Richards
687,3,Chris_Richards,DEF,31,90.0,0.0527394870708498,0.024485998865492666,0.0,0.39589696176237255,1.0,0.0,0.0838680414533683,0.0655526594530355,0.12,6,3,4.0,2,50,0.8,Richards
688,4,Chris_Richards,DEF,31,90.0,0.0527394870708498,0.024485998865492666,0.0,0.22663047794981775,1.0,0.0,0.0811568465798388,0.0736894607330538,0.12,6,3,4.0,2,50,0.8,Richards
689,5,Chris_Richards,DEF,31,90.0,0.0527394870708498,0.024485998865492666,0.0,0.47616512631640967,1.0,0.0,0.1012186598521123,0.0724656788255882,0.12,6,3,4.0,2,50,0.8,Richards
690,6,Chris_Richards,DEF,31,90.0,0.0527394870708498,0.024485998865492666,0.0,0.4907476238013277,1.0,0.0,0.0777804408544048,0.0674238254676089,0.12,6,3,4.0,2,50,0.8,Richards
691,7,Chris_Richards,DEF,31,90.0,0.0527394870708498,0.024485998865492666,0.0,0.4739246451669216,1.0,0.0,0.0831882592818434,0.0703856056393699,0.12,6,3,4.0,2,50,0.8,Richards
692,8,Chris_Richards,DEF,31,90.0,0.0527394870708498,0.024485998865492666,0.0,0.5509326938196213,1.0,0.0,0.0928119656059018,0.0642022221106676,0.12,6,3,4.0,2,50,0.8,Richards
693,2,Chris_Rigg,MID,56,1.837563972628821,0.0018875925308055378,0.002742648419355264,0.0,0.02843035100302793,2.3120000000000003,0.0,0.1674896667781553,0.183695691856461,0.05,5,3,1.0,2,50,0.1,Rigg
694,3,Chris_Rigg,MID,56,1.837563972628821,0.0018875925308055378,0.002742648419355264,0.0,0.05046237722795687,2.3120000000000003,0.0,0.176748229810783,0.1729386122094444,0.05,5,3,1.0,2,50,0.1,Rigg
695,4,Chris_Rigg,MID,56,1.837563972628821,0.0018875925308055378,0.002742648419355264,0.0,0.03493093710504587,2.3120000000000003,0.0,0.1270628025903145,0.1247142455598781,0.05,5,3,1.0,2,50,0.1,Rigg
696,5,Chris_Rigg,MID,56,1.837563972628821,0.0018875925308055378,0.002742648419355264,0.0,0.053099407167571194,2.3120000000000003,0.0,0.1296142517343984,0.15061057040606,0.05,5,3,1.0,2,50,0.1,Rigg
697,6,Chris_Rigg,MID,56,1.837563972628821,0.0018875925308055378,0.002742648419355264,0.0,0.038669725529671926,2.3120000000000003,0.0,0.1242872563964841,0.1995885383870244,0.05,5,3,1.0,2,50,0.1,Rigg
698,7,Chris_Rigg,MID,56,1.837563972628821,0.0018875925308055378,0.002742648419355264,0.0,0.05034591309246405,2.3120000000000003,0.0,0.1071584309364909,0.1763808779225093,0.05,5,3,1.0,2,50,0.1,Rigg
699,8,Chris_Rigg,MID,56,1.837563972628821,0.0018875925308055378,0.002742648419355264,0.0,0.03900509981908272,2.3120000000000003,0.0,0.1283313919331239,0.2489724237570137,0.05,5,3,1.0,2,50,0.1,Rigg
700,2,Chris_Wood,FWD,17,50.78453670474189,0.1386762379267074,0.042327182512564406,0.08000000000000002,0.03418550690812335,1.0,0.0,0.3825395389805335,0.0967656308046041,0.0,4,3,0.0,2,60,1.8,Wood
701,3,Chris_Wood,FWD,17,50.78453670474189,0.1386762379267074,0.042327182512564406,0.08000000000000002,0.03678863031337342,1.0,0.0,0.2167766454090653,0.0964525832634132,0.0,4,3,0.0,2,60,1.8,Wood
702,4,Chris_Wood,FWD,17,50.78453670474189,0.1386762379267074,0.042327182512564406,0.08000000000000002,0.028973682128624403,1.0,0.0,0.2806158222241259,0.100508074774682,0.0,4,3,0.0,2,60,1.8,Wood
703,5,Chris_Wood,FWD,17,50.78453670474189,0.1386762379267074,0.042327182512564406,0.08000000000000002,0.02515030201376128,1.0,0.0,0.2596902916391163,0.110659232488688,0.0,4,3,0.0,2,60,1.8,Wood
704,6,Chris_Wood,FWD,17,50.78453670474189,0.1386762379267074,0.042327182512564406,0.08000000000000002,0.033588064400416756,1.0,0.0,0.3765206421264973,0.0901833345528149,0.0,4,3,0.0,2,60,1.8,Wood
705,7,Chris_Wood,FWD,17,50.78453670474189,0.1386762379267074,0.042327182512564406,0.08000000000000002,0.027489981180099887,1.0,0.0,0.2243391609446153,0.1337868277620274,0.0,4,3,0.0,2,60,1.8,Wood
706,8,Chris_Wood,FWD,17,50.78453670474189,0.1386762379267074,0.042327182512564406,0.08000000000000002,0.010115363508502262,1.0,0.0,0.2596902916391163,0.110659232488688,0.0,4,3,0.0,2,60,1.8,Wood
707,2,Christantus_Uche,FWD,31,6.666589,0.007756107351996,0.0046438726752918,0.0,0.04195647923587022,1.0,0.0,0.05,0.05,0.0,4,3,0.0,2,50,0.0,Uche
708,3,Christantus_Uche,FWD,31,6.666589,0.007756107351996,0.0046438726752918,0.0,0.022342085925746574,1.0,0.0,0.05,0.05,0.0,4,3,0.0,2,50,0.0,Uche
709,4,Christantus_Uche,FWD,31,6.666589,0.007756107351996,0.0046438726752918,0.0,0.010115363508502262,1.0,0.0,0.05,0.05,0.0,4,3,0.0,2,50,0.0,Uche
710,5,Christantus_Uche,FWD,31,6.666589,0.007756107351996,0.0046438726752918,0.0,0.030723899132778985,1.0,0.0,0.05,0.05,0.0,4,3,0.0,2,50,0.0,Uche
711,6,Christantus_Uche,FWD,31,6.666589,0.007756107351996,0.0046438726752918,0.0,0.032511470609795,1.0,0.0,0.05,0.05,0.0,4,3,0.0,2,50,0.0,Uche
712,7,Christantus_Uche,FWD,31,6.666589,0.007756107351996,0.0046438726752918,0.0,0.030457471695804057,1.0,0.0,0.05,0.05,0.0,4,3,0.0,2,50,0.0,Uche
713,8,Christantus_Uche,FWD,31,6.666589,0.007756107351996,0.0046438726752918,0.0,0.04102603741041751,1.0,0.0,0.05,0.05,0.0,4,3,0.0,2,50,0.0,Uche
714,2,Christian_Nørgaard,MID,11,75.46454154,0.0632232669806125,0.08727064343753217,0.0,0.039756546385852645,5.15,0.0,0.0889869918740242,0.147906927112658,0.22,5,3,1.0,2,50,0.1,Nørgaard
715,3,Christian_Nørgaard,MID,11,75.46454154,0.0632232669806125,0.08727064343753217,0.0,0.030127583090788,5.15,0.0,0.12580389805788,0.0813250795760984,0.22,5,3,1.0,2,50,0.1,Nørgaard
716,4,Christian_Nørgaard,MID,11,75.46454154,0.0632232669806125,0.08727064343753217,0.0,0.03678863031337342,5.15,0.0,0.0999502302318064,0.1431634800970877,0.22,5,3,1.0,2,50,0.1,Nørgaard
717,5,Christian_Nørgaard,MID,11,75.46454154,0.0632232669806125,0.08727064343753217,0.0,0.010115363508502262,5.15,0.0,0.0848838497997743,0.1158236933516472,0.22,5,3,1.0,2,50,0.1,Nørgaard
718,6,Christian_Nørgaard,MID,11,75.46454154,0.0632232669806125,0.08727064343753217,0.0,0.02372282516517086,5.15,0.0,0.0848838497997743,0.1158236933516472,0.22,5,3,1.0,2,50,0.1,Nørgaard
719,7,Christian_Nørgaard,MID,11,75.46454154,0.0632232669806125,0.08727064343753217,0.0,0.025045311961665387,5.15,0.0,0.0666484684491766,0.1370511742294579,0.22,5,3,1.0,2,50,0.1,Nørgaard
720,8,Christian_Nørgaard,MID,11,75.46454154,0.0632232669806125,0.08727064343753217,0.0,0.027489981180099887,5.15,0.0,0.0719789376140763,0.0911631813715896,0.22,5,3,1.0,2,50,0.1,Nørgaard
721,2,Christian_Walton,GKP,40,75.97921561617383,8.120117868562098e-05,0.0021506305127505,0.0,,1.0,0.9160852490354835,0.0,0.0,0.0,0,0,4.0,1,45,0.5,Walton
722,3,Christian_Walton,GKP,40,75.97921561617383,8.12380853790066e-05,0.0021520390109775,0.0,,1.0,0.6918708799090993,0.0,0.0,0.0,0,0,4.0,1,45,0.5,Walton
723,4,Christian_Walton,GKP,40,75.97921561617383,8.127498806228333e-05,0.002153448806933,0.0,,1.0,0.618576301707316,0.0,0.0,0.0,0,0,4.0,1,45,0.5,Walton
724,5,Christian_Walton,GKP,40,75.97921561617383,8.129254325144599e-05,0.0021541492764562,0.0,,1.0,0.7248645304813448,0.0,0.0,0.0,0,0,4.0,1,45,0.5,Walton
725,6,Christian_Walton,GKP,40,75.97921561617383,8.129049131914786e-05,0.0021541312670028,0.0,,1.0,0.6085311705441282,0.0,0.0,0.0,0,0,4.0,1,45,0.5,Walton
726,7,Christian_Walton,GKP,40,75.97921561617383,8.128843972615475e-05,0.0021541132664899,0.0,,1.0,0.7587913390770626,0.0,0.0,0.0,0,0,4.0,1,45,0.5,Walton
727,8,Christian_Walton,GKP,40,75.97921561617383,8.128640262963583e-05,0.0021540966226345,0.0,,1.0,0.6810825842048758,0.0,0.0,0.0,0,0,4.0,1,45,0.5,Walton
728,2,Christos_Tzolis,MID,3,80.0,0.1023062171740447,0.0853952050575862,0.0,0.05311142982198122,2.006,0.0,0.1754537874323654,0.2404085102798042,0.1,5,3,1.0,2,65,25.3,Tzolis
729,3,Christos_Tzolis,MID,3,80.0,0.1023062171740447,0.0853952050575862,0.0,0.04606562230569503,2.006,0.0,0.2103612763960706,0.1192499539152368,0.1,5,3,1.0,2,65,25.3,Tzolis
730,4,Christos_Tzolis,MID,3,80.0,0.1023062171740447,0.0853952050575862,0.0,0.05695482391828265,2.006,0.0,0.1810977906125524,0.1561129525717789,0.1,5,3,1.0,2,65,25.3,Tzolis
731,5,Christos_Tzolis,MID,3,80.0,0.1038313307883182,0.0869319155432413,0.0,0.05576036893433508,2.006,0.0,0.2187269349098032,0.1536004954665109,0.1,5,3,1.0,2,65,25.3,Tzolis
