,name,code,id,kickoff_time,XG,Round_XG,Round_XA,XGC,was_home,opponent,Clean_Sheet,Result,Threat,saves,ict_index,red_cards,defensive_contribution,Threat_against,Defcon_against,Saves_against,ICT_against,Plain_XG,Plain_XGC,Plain_GS,Plain_GC,XG_DEF,XG_MID,XG_FORWARD,Plain_GS_capped,Plain_GS_roll8,Plain_GS_roll18,Plain_GS_roll30,Plain_GC_capped,Plain_GC_roll8,Plain_GC_roll18,Plain_GC_roll30,Plain_XGC_capped,Plain_XGC_roll8,Plain_XGC_roll18,Plain_XGC_roll30,Plain_XG_capped,Plain_XG_roll8,Plain_XG_roll18,Plain_XG_roll30,Threat_capped,Threat_roll8,Threat_roll18,Threat_roll30,Threat_against_capped,Threat_against_roll8,Threat_against_roll18,Threat_against_roll30,Offensive_Index,Defensive_Index,XGA,XGCA,XGH,XGCH,XG_avg,XGC_avg,Rolling_Threat,Rolling_Saves,Rolling_ict_index,Rolling_Defcon_for,Rolling_Threat_Against,Rolling_Defcon_against,Rolling_ICT_Against,Rolling_Saves_Against,XG_slope,XGC_slope,Rolling_XG,Rolling_XGC,XG_neutral_slope,XGC_neutral_slope,Elo_Rating,XG_pred_rolling_error,XGC_pred_rolling_error,cluster,XG_vs_cluster_0,XG_vs_cluster_1,XG_vs_cluster_2,XG_vs_cluster_3,XGC_vs_cluster_0,XGC_vs_cluster_1,XGC_vs_cluster_2,XGC_vs_cluster_3,kickoff_date,roll10_deep,roll10_deep_allowed,roll10_xpts,roll10_ppda,roll10_ppda_allowed,Understat_OffIndex,Understat_defIndex,Understat_HA_Off_effect,Understat_HA_DEF_effect
10,Spurs,6,19,2026-09-19 11:30:00+00:00,1.336,1.56,1.29,1.2224000000000002,True,7.0,0,0,0.0,3.0,0.0,0.0,92.0,0.0,96.0,5.0,0.0,1.56,1.16,2.0,3.0,0.1263674046938243,0.5514761422438786,0.4565742323679133,2.0,0.825,0.9666666666666666,1.086666666666667,3.0,1.525,1.7555555555555555,1.7266666666666668,1.16,1.27,1.3922222222222222,1.412,1.56,1.145,1.1361111111111113,1.139,40.0,96.875,115.22222222222224,124.46666666666668,40.0,92.125,119.11111111111111,125.16666666666669,1.1015166666666665,1.4308166666666666,1.1037276859035556,1.3814734144821847,1.1794670700743173,1.36464394612919,1.1215570223278015,1.4019376734861768,1.0805,2.4278889281508587,39.315,81.33088149348988,1.185,81.52083132752847,46.32,2.852089314831725,-0.0237249021434891,-0.0126487608596935,1.1987624185679604,1.4200994293281486,-0.0229855443400496,-0.0159457822130003,916.4007893473791,0.1332943007798148,0.0668611570679596,3,1.0490238911704304,1.8542088744588736,1.2182813306808136,0.9758569268867918,1.9391292689938395,1.0562384415584425,1.4467084403183024,0.968999190566038,2026-09-19,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.2645320216045515,1.4189998463202431,0.20087126047638826,-0.12978818789970314
11,Aston Villa,7,2,2026-09-19 11:30:00+00:00,1.302,1.17,0.34,1.3184000000000002,False,6.0,0,2,0.0,5.0,0.0,0.0,96.0,0.0,92.0,3.0,0.0,1.17,1.56,3.0,2.0,0.4108105035383905,0.8962775106854195,0.3376962886615339,3.0,1.65,1.377777777777778,1.5,2.0,1.7999999999999998,1.788888888888889,1.6333333333333333,1.56,1.7225,1.51,1.5463333333333331,1.17,1.27125,1.228888888888889,1.4229999999999998,40.0,96.25,113.5,134.2,40.0,117.75,123.77777777777776,131.1,1.3560083333333337,1.5518,1.1570550078559798,1.4556646198602528,1.3581256742917318,1.2416569120321943,1.3067993372035946,1.4502303829731118,1.1465,3.197597234277405,41.375,66.22344358465709,1.176,76.19157048356811,43.02,2.791614537736357,-0.0178073917961437,0.0030120492944506,1.2726537153798816,1.438045869778784,-0.0131979673749113,0.0002277556882647,985.8810809157752,0.09090757310806,-0.0393743744655559,3,1.0314847638603688,1.8326827651515143,1.282375322723254,1.24825,1.7989036591375764,1.139408636363637,2.0479837612732097,1.20525,2026-09-19,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.5084311122012457,1.6464255379556763,0.25031666518397655,-0.4247154750771054
12,Arsenal,3,1,2026-09-19 14:00:00+00:00,0.984,1.64,1.39,1.3184000000000002,False,36.0,0,0,0.0,2.0,0.0,0.0,49.0,0.0,80.0,2.0,0.0,1.64,1.31,0.0,3.0,0.2963587126529203,0.5445760307291361,0.2615953871105583,0.4,1.55,1.6888888888888889,1.72,3.0,0.875,0.977777777777778,1.0,1.31,0.855,0.91,0.9,1.64,1.69,1.6783333333333337,1.739,40.0,109.25,128.72222222222223,144.66666666666666,40.0,55.0,76.55555555555556,79.5,1.6241,0.8849333333333333,1.5881835155064377,0.8393706662212865,1.6541609280985723,0.7030029786539419,1.6226361109012526,0.8280600778854738,1.2865,1.8925224139573111,46.195,69.49076441586502,0.66,73.77082009413702,28.095,2.909401171533279,-0.0127993134437808,-0.0049475926044842,1.6822944911079305,0.8016508997396375,-0.0114476092339285,-0.002339807197755,1197.652591100699,0.0811405633761424,0.065203782752646,0,1.0857738911704304,1.7814327651515145,1.3412813306808131,1.7894638537735834,1.9336792689938396,0.9449086363636372,1.0017584403183026,0.7858983811320757,2026-09-19,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,2.0181956569591173,0.9339401062043657,-0.041118178724524945,-0.13744933345595567
13,Newcastle,4,17,2026-09-19 14:00:00+00:00,1.264,1.44,0.43,1.1776000000000002,True,88.0,0,2,0.0,3.0,0.0,0.0,107.0,0.0,58.0,3.0,0.0,1.44,1.59,2.0,1.0,0.1425298092005895,1.0445843656406966,0.6113623463328042,2.0,1.6749999999999998,1.5444444444444445,1.5799999999999996,1.0,1.6749999999999998,1.6,1.653333333333333,1.59,1.625,1.7344444444444445,1.526,1.44,1.11375,1.395,1.5376666666666663,40.0,91.875,122.16666666666669,133.53333333333333,40.0,131.75,141.38888888888889,130.0,1.4251249999999998,1.5642,1.1986076824712983,1.3025948892527952,1.6591088436053798,1.462979937839766,1.4269916315191695,1.4734937067731404,1.147,3.391764431015245,43.14,76.88251823841382,1.3644999999999998,78.71143777179881,48.45,2.854693477922381,-0.0282787483596499,0.0043911267849108,1.4794756818226835,1.4322490987328094,-0.0262170862317592,0.0053890057372295,1001.0091261401864,0.1239534309403091,-0.1374943399881573,2,1.0022738911704303,1.8542088744588736,1.618812661361627,1.1302499999999998,1.8280792689938392,1.0562384415584425,1.6980668806366048,1.6193000000000004,2026-09-19,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.3798716114462617,1.8086609114077472,0.6856317679332793,0.2465164758229481
14,Everton,11,9,2026-09-19 14:00:00+00:00,1.544,2.24,1.37,0.9216,True,40.0,1,2,0.0,4.0,0.0,0.0,84.0,0.0,63.0,1.0,0.0,2.24,1.44,1.0,0.0,0.2438204971012409,0.4520197369777885,0.5563131105989129,1.0,1.225,1.477777777777778,1.3266666666666669,0.4,1.275,1.5,1.3333333333333333,1.44,1.42625,1.4655555555555555,1.4593333333333334,2.24,1.3025,1.463888888888889,1.2806666666666666,40.0,108.0,126.33333333333331,123.03333333333332,40.0,104.0,126.05555555555556,126.26666666666668,1.3175333333333334,1.3822916666666667,1.0933150304722623,1.406205033522245,1.1732274830846066,1.2464893953611724,1.225402295055884,1.3543194405541876,1.205,2.685851726364887,43.33,85.78406912020604,1.192,79.51666169777329,46.425,2.980772579065568,-0.0059301350235196,-0.0196615636792052,1.224882038180195,1.3287585184837567,-0.0027003168806728,-0.015681201447197,981.0041853264596,-0.1291024384281053,-0.0005407581334618,3,1.1972347638603689,1.8039327651515145,1.4362813306808135,1.1830707806603755,2.0240036591375765,1.0039086363636371,1.6242584403183022,1.1041475716981135,2026-09-19,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.3864425449007072,1.5698351612539132,-0.05925737655970309,-0.3343279168947113
15,Brighton,36,5,2026-09-19 14:00:00+00:00,1.392,1.32,1.07,1.0432,True,3.0,1,2,0.0,2.0,0.0,0.0,80.0,0.0,49.0,2.0,0.0,1.32,1.63,3.0,0.0,0.3606160284733092,0.5795105946713185,0.3798462830464365,3.0,2.1,1.811111111111111,1.5266666666666668,0.4,1.325,1.1777777777777778,1.3,1.63,1.41625,1.2505555555555556,1.4053333333333335,1.32,2.1275,1.7222222222222223,1.6523333333333334,40.0,133.875,141.22222222222223,138.93333333333334,40.0,79.875,102.33333333333331,121.63333333333334,1.6793833333333337,1.276025,1.486271864331319,1.3786807682299371,1.5208553254817478,1.175305636777941,1.5914734641199335,1.2765091012519694,1.3015,2.67694810399707,45.305,73.61661390106167,0.985,72.68086889215141,36.005,3.2151729662134594,0.0292897623502169,0.0161831471139501,1.66073614911851,1.32916644545119,0.0192527297664341,0.0110757072323164,1070.0299365911794,-0.0740389259637337,0.1042810971682792,2,1.1654456365503072,1.8669327651515144,1.6803439920424403,1.7647138537735836,1.5910280492813138,1.025358636363637,1.6284753209549074,1.0290983811320755,2026-09-19,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.758547371121364,1.3280164707465727,0.3875048378710999,-0.4771778935280151
16,Ipswich Town,40,12,2026-09-19 14:00:00+00:00,0.8640000000000001,1.4400000000000002,1.01,1.5936000000000003,False,11.0,0,0,0.0,1.0,0.0,1.0,63.0,0.0,84.0,4.0,0.0,1.4400000000000002,2.24,0.0,1.0,0.1969135802469135,3.390617283950617,0.1311111111111111,0.4,1.2,1.2666666666666666,1.1266666666666667,1.0,2.0,2.333333333333333,2.2133333333333334,2.24,1.4287500000000002,1.7466666666666666,1.8483333333333327,1.4400000000000002,1.35875,1.1322222222222225,1.0473333333333334,40.0,89.5,92.61111111111111,91.86666666666666,40.0,108.5,156.44444444444446,162.03333333333333,1.105775,1.828258333333333,1.1603045883046017,1.8037146813999263,0.9212403788624252,1.4251168773965135,1.0732737417917568,1.7213370563657766,0.4579999999999999,3.179272227830255,20.94,75.98993365483236,0.774,73.16183081135289,27.12,3.218777666146581,0.0149852940013766,-0.0229671655867518,1.2901664594296771,1.5564175499396762,0.0140759237449712,-0.0172761625780219,820.6960169594272,-0.0267579293382245,0.0027955114813571,3,0.9205238911704304,1.7606827651515145,1.0630626613616267,1.1731069268867915,2.0958792689938397,1.046958636363637,2.081916880636605,1.370499190566038,2026-09-19,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.1980851080268635,1.821948946656804,-0.19631855559927214,-0.5198539607115
17,Hull City,88,11,2026-09-19 14:00:00+00:00,1.154,1.59,0.93,1.2416,False,4.0,0,0,0.0,3.0,0.0,0.0,58.0,0.0,107.0,3.0,0.0,1.59,1.44,1.0,2.0,0.2088888888888888,0.2443209876543209,0.8104938271604938,1.0,1.28,1.28,1.28,2.0,1.04,1.04,1.04,1.44,1.48,1.48,1.48,1.59,1.0699999999999998,1.0699999999999998,1.0699999999999998,40.0,61.2,61.2,61.2,40.0,84.6,84.6,84.6,1.0414,1.2212,0.8951216908142235,1.0730770645672594,0.8276050515680325,1.1834571188321164,0.951381685595564,1.174733545849844,0.372,3.393689404318218,16.4,73.93839787249021,0.606,65.98282087742936,21.76,2.6133287835705232,-0.0046500385615739,0.0057331939261248,0.957920370016228,1.1915336783448929,-0.0033629749245071,0.0072840618643511,1008.3427855463176,0.0,0.0,3,1.0323130184804918,1.7139327651515144,1.3386566534040671,1.3402484882075432,1.991004878850102,1.057408636363637,1.457942201591512,1.2565443339622648,2026-09-19,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.1430063325253286,1.4525103143178082,0.3645657470606525,0.5807043864109156
18,Coventry City,9,7,2026-09-19 16:30:00+00:00,0.608,0.6799999999999999,0.42,0.7040000000000002,False,17.0,1,2,0.0,2.0,0.0,0.0,104.0,0.0,54.0,2.0,0.0,0.6799999999999999,1.1,1.0,0.0,0.2428395061728395,1.1003703703703704,0.4049382716049382,1.0,0.52,0.52,0.52,0.4,1.88,1.88,1.88,1.1,1.7259999999999998,1.7259999999999998,1.7259999999999998,0.6799999999999999,1.024,1.024,1.024,40.0,56.0,56.0,56.0,40.0,66.2,66.2,66.2,0.78,1.5594,0.544466208054749,1.3448563743496336,0.6425281146153901,1.4375442032730592,0.6867485806675347,1.475300144405673,0.29,1.8034998228897032,13.080000000000002,77.36789271147572,0.422,66.8775066419781,19.880000000000003,3.01792982242948,0.01635703981689,0.0056366976398226,0.6941456275312855,1.504588789434585,0.017392421117978,0.0019392803117199,955.7088125326796,0.0,0.0,3,0.8989847638603689,1.8542088744588736,1.327969314765694,1.3156415613207513,1.9335036591375765,1.0562384415584425,1.721709082228117,1.1227951433962269,2026-09-19,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.0704732789939886,1.6270996724131754,0.1566078432702962,-1.5625926871024207
19,Nott'm Forest,17,18,2026-09-19 16:30:00+00:00,0.66,1.1,1.16,0.5888,True,9.0,0,0,0.0,2.0,0.0,0.0,54.0,0.0,104.0,2.0,0.0,1.1,0.67,0.0,1.0,0.298958514958074,0.346360758610151,0.2719628789592253,0.4,1.15,1.577777777777778,1.4,1.0,1.3,1.1111111111111112,1.2533333333333334,0.67,1.4,1.29,1.357,1.1,1.50125,1.4272222222222224,1.2423333333333333,40.0,98.5,118.16666666666669,113.4,40.0,109.0,120.94444444444444,120.63333333333334,1.3194916666666667,1.27555,1.2146710537409493,1.4455753391092423,1.087758905399575,1.1667488051515509,1.2353533231184644,1.2908560360651984,1.121,2.9024543558440232,44.21,79.85525226981201,1.1705,77.06440785311241,45.28,2.7497563416158783,-0.0062768366772444,-0.0210448248223454,1.2282607273723931,1.301269577732174,-0.0041115933704362,-0.0179873173276926,980.706766217902,-0.0849204350514446,0.0997021833393261,3,1.0522738911704304,1.6969066558441552,1.5763126613616267,1.2624638537735835,2.0047292689938394,0.9343288311688316,1.7787168806366047,0.8692483811320757,2026-09-19,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.4272068931502762,1.5095171581107685,0.037822009057770334,-0.4933788013616376
20,Leeds,2,13,2026-09-20 13:00:00+00:00,0.792,1.32,0.36,0.6784000000000001,True,31.0,1,1,0.0,5.0,0.0,0.0,79.0,0.0,79.0,2.0,0.0,1.32,1.06,0.0,0.0,0.2597199072187061,0.7564620969204567,0.2596029138300002,0.4,1.1,1.2444444444444445,1.4733333333333334,0.4,1.025,1.022222222222222,1.24,1.06,1.6750000000000005,1.4377777777777778,1.408,1.32,1.4087500000000002,1.4466666666666663,1.5276666666666665,40.0,72.25,106.94444444444444,121.76666666666668,40.0,120.625,127.05555555555556,130.3,1.353625,1.32945,1.22323140515206,1.502127719346441,1.3512429991251438,1.2809418555956995,1.320431101069301,1.360492393735535,1.023,3.2566992334274705,40.115,82.92156481820712,1.2665,76.3869996999307,45.695,2.503246755839849,0.0004320669296863,-0.0233487761357253,1.3328992234912087,1.348964841681238,0.0040274129182555,-0.020552659360024,988.9718429812748,0.0741864135372566,0.0888176252144692,3,1.0323130184804918,1.8666827651515143,1.2515,1.3117138537735835,1.991004878850102,1.011308636363637,1.3062000000000002,1.1182983811320757,2026-09-20,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.4816405493182032,1.3714833789587126,0.4016515459756571,-0.3048913104939541
21,Liverpool,14,14,2026-09-20 13:00:00+00:00,1.19,1.65,0.7799999999999999,0.5056000000000002,False,91.0,1,2,0.0,2.0,0.0,0.0,78.0,0.0,82.0,2.0,0.0,1.65,0.79,1.0,0.0,0.1676302970365233,0.5010345659708215,0.6118843206977942,1.0,1.425,1.6333333333333333,1.653333333333333,0.4,1.4,1.3555555555555554,1.3533333333333333,0.79,1.25375,1.3294444444444444,1.265,1.65,1.6775,1.622777777777778,1.6,40.0,121.625,145.44444444444446,155.1,40.0,92.25,119.38888888888889,113.2,1.5826833333333332,1.271775,1.5648543581023289,1.2413322448214907,1.619533787096762,1.1301008624858322,1.5874387029664394,1.2287457768268308,1.404,2.928336370349239,50.79,71.01989868874304,1.1384999999999998,82.46290660731,43.33,3.2584551156876644,-0.0277342854076407,-0.0150596778065882,1.694071338865755,1.173731060955027,-0.016853710689696,-0.0129068595920771,1076.8999004166506,0.0586556978784148,-0.0313481530565737,2,1.0323130184804918,1.7241827651515145,1.5342813306808134,1.511106926886792,1.991004878850102,0.9842086363636372,1.5035584403183024,1.2246991905660378,2026-09-20,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.6498693135865934,1.4835552263632872,0.1722666069232759,-0.3421484079341066
22,Crystal Palace,31,8,2026-09-20 13:00:00+00:00,0.642,1.07,0.81,0.8384,False,2.0,1,1,0.0,2.0,0.0,0.0,79.0,0.0,79.0,5.0,0.0,1.07,1.31,0.0,0.0,0.4175557584603364,0.8167017617277693,0.5322523054164361,0.4,1.1999999999999995,1.2666666666666666,1.1133333333333333,0.4,2.3000000000000003,1.9222222222222225,1.7933333333333332,1.31,1.9075,1.596111111111111,1.5373333333333332,1.07,1.215,1.4105555555555556,1.390666666666667,40.0,71.5,99.11111111111111,111.46666666666668,40.0,129.375,133.66666666666666,134.83333333333334,1.2332833333333335,1.6612833333333334,1.2309618258658568,1.4216933095511424,1.272996906931285,1.3737017755055514,1.2426313498659525,1.52949043793084,0.9485,3.0357259140134047,38.4,82.05098249882329,1.2105,75.3607777488339,44.165,2.5685578257968182,-0.0197788669133043,0.0227497804896308,1.2864998787212008,1.4689714321708036,-0.0163895132320851,0.0205753473276686,950.4575996970256,0.0365605883317661,-0.0486301194504763,3,0.8999456365503075,1.7181827651515145,1.5136253227232537,1.3388569268867918,2.0741280492813137,1.118608636363637,1.5913337612732097,1.322299190566038,2026-09-20,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.4054436842934779,1.714993530550748,0.27915867189273347,-0.09906259305634268
23,Man City,43,15,2026-09-20 13:00:00+00:00,2.686,2.81,1.71,2.7648,True,56.0,0,2,0.0,4.0,0.0,0.0,60.0,0.0,62.0,1.0,0.0,2.81,3.57,5.0,3.0,0.2161640256371687,0.5278213868441144,0.8935287659202227,4.0,2.125,2.111111111111111,2.06,3.0,1.15,1.0666666666666669,1.106666666666667,3.57,1.46125,1.2927777777777778,1.238,2.81,1.885,1.982222222222222,1.904,40.0,132.5,182.72222222222223,172.9,40.0,69.125,85.72222222222223,95.26666666666668,1.9238666666666664,1.1548916666666666,1.7700323135506704,1.102628548346872,1.869116024957072,1.019315732634522,1.871720417960269,1.107931903578682,1.743,2.484577070244204,58.745000000000005,64.98236318305445,0.8434999999999999,80.62351240732704,35.54,3.258680256621381,-0.00171108783866,-0.0013136459862087,1.9389772716370712,1.1219508437898449,-0.0003051027441088,-0.0061059753262593,1201.9227472270177,-0.0457860756820887,0.0385812514837298,0,1.0995238911704304,1.9906827651515144,1.8510313306808133,1.946213853773584,1.9149792689938396,0.9905086363636372,1.0104084403183025,1.3942983811320755,2026-09-20,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,2.126358768564762,1.243966891648989,0.35163761740039146,-0.1124817876432398
24,Sunderland,56,20,2026-09-20 13:00:00+00:00,2.772,3.62,1.69,2.6048,False,43.0,0,0,0.0,1.0,0.0,0.0,62.0,0.0,60.0,4.0,0.0,3.62,2.82,3.0,5.0,0.4405437388248264,0.6293116921786961,0.7712900469324637,3.0,1.35,1.2222222222222223,1.0799999999999998,4.0,1.475,1.588888888888889,1.5399999999999998,2.82,1.40125,1.5516666666666667,1.5396666666666663,3.62,1.7125,1.462777777777778,1.2463333333333333,40.0,91.0,106.16666666666669,103.33333333333331,40.0,71.75,125.16666666666669,133.3,1.2586833333333334,1.4573916666666666,1.0180318653354623,1.5023003315057577,1.0639374236568897,1.2589223147995308,1.1498339889147546,1.4190014949096554,0.9885,2.493050328918904,37.155,73.12175918583813,1.1655,75.1746673754175,43.465,2.48825357958938,0.0211162982585989,-0.0066575547654667,1.2025931091480713,1.449892423893872,0.015169691012496,-0.0052144680136032,958.8157961948082,-0.0792191890289879,-0.0068751877206242,3,1.2557347638603686,1.8542088744588736,1.474062661361627,1.076106926886792,2.0092536591375767,1.0562384415584425,1.405916880636605,1.2716991905660378,2026-09-20,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.247881639529936,1.5152067053447933,0.12727633300327024,-0.5003375308605107
25,Bournemouth,91,3,2026-09-20 13:00:00+00:00,0.48,0.8,0.7899999999999999,1.2160000000000002,True,14.0,0,0,0.0,2.0,0.0,0.0,82.0,0.0,78.0,2.0,0.0,0.8,1.65,0.0,1.0,0.159055381721695,0.5725629018033471,0.508851680924657,0.4,1.0499999999999998,1.2555555555555555,1.4466666666666663,1.0,1.3,1.1111111111111112,1.393333333333333,1.65,1.46,1.583888888888889,1.557,0.8,1.31875,1.5694444444444446,1.6396666666666668,40.0,84.75,113.72222222222224,126.06666666666666,40.0,111.875,127.0,139.86666666666667,1.3984083333333333,1.4206499999999995,1.4364887736623926,1.6134668474717746,1.3954152026062805,1.1324704483300032,1.407180160733835,1.3968093239504442,1.119,2.749857225711496,44.215,87.71243637908344,1.2115,79.24266556613426,40.205,3.3801194528059786,-0.0191665704450873,-0.0181469799311621,1.431233099375666,1.4033622605101497,-0.016986817044575,-0.0150261632669595,1028.029847855387,0.0677639461711882,0.1127997786200838,2,1.0996956365503074,1.8486827651515143,1.4882813306808136,1.4239277075471677,1.9498280492813136,1.065208636363637,1.0763584403183026,1.2999467622641512,2026-09-20,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.7744105008027138,1.4214660139058972,0.10471636028196296,-0.8872134557686495
26,Man Utd,1,16,2026-09-20 15:30:00+00:00,1.16,1.6,1.46,1.1968000000000003,False,54.0,0,1,0.0,6.0,0.0,0.0,58.0,0.0,86.0,5.0,0.0,1.6,1.62,1.0,1.0,0.2391353653942709,0.6782588169579085,0.3692845845504794,1.0,1.775,1.6777777777777778,1.84,1.0,1.35,1.311111111111111,1.36,1.62,1.34,1.355,1.2246666666666666,1.6,1.925,1.61,1.7336666666666667,40.0,139.75,143.27777777777777,155.8,40.0,99.75,112.72222222222224,114.73333333333332,1.6985833333333331,1.2686833333333334,1.34755791389992,1.3188726980836925,1.7028128759455408,1.2410330046665063,1.6118843641280318,1.2743180923542163,1.4325,2.8703014879249,53.28499999999999,75.49429632080152,1.062,77.73509405539787,41.98,3.8307495193185854,-0.0073464714954443,-0.0019104300532647,1.582325030141338,1.319860400962996,-0.0113849951088093,-0.0011673263222736,1073.3678613406375,-0.0140664546407632,0.0783064374848625,2,0.9790238911704304,1.8542088744588736,1.5310313306808134,1.901106926886792,1.8501292689938396,1.0562384415584425,1.3906084403183026,1.4576991905660377,2026-09-20,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.7410994120708883,1.2358494201235508,0.8684992079336997,0.0619117861414078
27,Fulham,54,10,2026-09-20 15:30:00+00:00,0.978,1.63,1.03,1.1840000000000002,True,1.0,0,0,0.0,5.0,0.0,0.0,86.0,0.0,58.0,6.0,0.0,1.63,1.6,0.0,1.0,0.4103942353921879,0.7382357793701462,0.3006170460953969,0.4,1.075,1.1111111111111112,1.3266666666666669,1.0,1.35,1.3333333333333333,1.4600000000000002,1.6,1.46625,1.4605555555555556,1.5376666666666667,1.63,1.56875,1.4766666666666668,1.4273333333333331,40.0,98.0,113.83333333333331,116.76666666666668,40.0,83.875,106.94444444444444,120.23333333333332,1.322975,1.3880750000000002,1.1224933071235346,1.4313884359495717,1.2898814598585688,1.2967508965639185,1.264581191745526,1.3760723331283726,1.1005,2.8172654092451657,41.025,74.54300173993559,1.0605,72.0432922455422,42.065000000000005,2.9829514680693245,-0.003831658280834,0.0062421530953905,1.2617692318612963,1.411918754592496,-0.0048127588958592,0.0066997806322687,960.73091205425,0.0083291360172257,0.0616469878131364,3,0.9470238911704304,1.9951827651515144,1.06625,1.3158207806603754,2.1282792689938392,1.070158636363637,1.141,1.2722475716981134,2026-09-20,0.1142167971967386,0.36630387886941596,0.2716854809252435,0.22634589379265874,0.12977314345806978,1.3347192621556327,1.7144020933624657,0.5537436449977384,-0.36279896715729354
