opponent,pos_group,Threat,Goal_Threat,Assist_Threat,Understat_XG_Against,Understat_XA_Against,N_players_avg,Rolling_Goals_Against_Per_Position_20,npxG_ewm,xA_ewm
Aston Villa,RW,0.19093467236885317,0.19093467236885317,0.11100898107280284,0.2307640660865159,0.1158151605970721,1.0,0.3,0.2307640660865159,0.1158151605970721
Bournemouth,AMC,0.16365054340013527,0.16365054340013527,0.15987570350745367,0.18769005417057333,0.1481137961078035,1.1821940337827477,0.2,0.18769005417057333,0.1481137961078035
Bournemouth,CB,0.05899057047854497,0.05899057047854497,0.030482835770014274,0.06765601347011461,0.02824024178143529,2.1350303195268685,0.1,0.06765601347011461,0.02824024178143529
Bournemouth,DL,0.03014513655229823,0.03014513655229823,0.06464621882754819,0.034573318211636984,0.05989025639607283,1.0,0.05,0.034573318211636984,0.05989025639607283
Bournemouth,DM,0.056571627404720826,0.056571627404720826,0.12669572192825634,0.06488173880454567,0.11737483503575549,1.9345654770260743,0.15,0.06488173880454567,0.11737483503575549
Bournemouth,DR,0.024698315202166348,0.024698315202166348,0.05211059109410754,0.02832638390257044,0.048276863182090235,1.0,0.0,0.02832638390257044,0.048276863182090235
Bournemouth,FW,0.27057259352646124,0.27057259352646124,0.08688943973110173,0.3103184607941366,0.08049706414366886,1.135482457610234,0.2,0.3103184607941366,0.08049706414366886
Bournemouth,LW,0.14545354578914424,0.14545354578914424,0.10303965074354529,0.16682000145710416,0.0954591190933351,1.0,0.25,0.16682000145710416,0.0954591190933351
Bournemouth,MC,0.08904164386973652,0.08904164386973652,0.12465107040943306,0.0874383581277224,0.09551602478588311,2.429611213990551,0.35,0.0874383581277224,0.09551602478588311
Bournemouth,RW,0.06361769906981043,0.06361769906981043,0.1823550536117813,0.07296284593094779,0.1689393612496206,1.0,0.05,0.07296284593094779,0.1689393612496206
Brentford,AMC,0.10268236180653095,0.10268236180653095,0.17447560423114436,0.12968229166755732,0.19255120358529076,1.2165491194024396,0.3,0.12968229166755732,0.19255120358529076
Brentford,CB,0.041309926637775086,0.041309926637775086,0.023575460947362247,0.052172212060130174,0.026017868804619447,2.2568840918952295,0.05,0.052172212060130174,0.026017868804619447
Brentford,DL,0.028305552559214058,0.028305552559214058,0.08567406400697883,0.03574838811860968,0.09454986107245311,1.0,0.0,0.03574838811860968,0.09454986107245311
Brentford,DM,0.06424953045983087,0.06424953045983087,0.11060254107953006,0.0811436959766682,0.12206091790484005,1.9797312981196176,0.05,0.0811436959766682,0.12206091790484005
Brentford,DR,0.020485645055825803,0.020485645055825803,0.09861382072107758,0.025872266184655334,0.10883017115007146,1.0,0.05,0.025872266184655334,0.10883017115007146
Brentford,FW,0.2885856090180131,0.2885856090180131,0.07980081318482375,0.3644680786584061,0.08806814393069129,1.070532454530754,0.4,0.3644680786584061,0.08806814393069129
Brentford,LW,0.16618358224116392,0.16618358224116392,0.11803528036653473,0.20988091239236958,0.1302636858617425,1.0,0.1,0.20988091239236958,0.1302636858617425
Brentford,MC,0.08106166411125852,0.08106166411125852,0.14107787472659858,0.07690269632777019,0.1330032396136189,2.387501276234536,0.1,0.07690269632777019,0.1330032396136189
Brentford,RW,0.13073830033862172,0.13073830033862172,0.1278189368105966,0.1651154307161202,0.14106092500626716,1.0,0.1,0.1651154307161202,0.14106092500626716
Brighton,AMC,0.2000092838754385,0.2000092838754385,0.21264778839468362,0.19087040674728883,0.14940196339969966,1.2037292888493183,0.2,0.19087040674728883,0.14940196339969966
Brighton,CB,0.03330618921587976,0.03330618921587976,0.03917390119197156,0.03178435400426833,0.027522777435350497,2.2657182753714737,0.0,0.03178435400426833,0.027522777435350497
Brighton,DL,0.03082550876463371,0.03082550876463371,0.07572972442413595,0.0294170214606737,0.05320614713229231,1.0,0.1,0.0294170214606737,0.05320614713229231
Brighton,DM,0.04784506993060194,0.04784506993060194,0.09666849736435242,0.05139207063231843,0.09273795961099217,1.8181695975982628,0.05,0.05139207063231843,0.09273795961099217
Brighton,DR,0.04241503794548421,0.04241503794548421,0.12331855653007336,0.04047699880720605,0.0866410819895949,1.0,0.15,0.04047699880720605,0.0866410819895949
Brighton,FW,0.3194226057001777,0.3194226057001777,0.15474829625995112,0.30482746347035344,0.10872297082668886,1.1493901773302588,0.2,0.30482746347035344,0.10872297082668886
Brighton,LW,0.16727907842978187,0.16727907842978187,0.18208591245563843,0.17968033543355566,0.17468230556430117,1.0,0.15,0.17968033543355566,0.17468230556430117
Brighton,MC,0.10048586814454295,0.10048586814454295,0.11491865890484532,0.09589444126527698,0.08073948664717695,2.422218942256683,0.2,0.09589444126527698,0.08073948664717695
Brighton,RW,0.11721477991736587,0.11721477991736587,0.1867255151991963,0.1259045134096879,0.17913326222106396,1.0,0.2,0.1259045134096879,0.17913326222106396
Burnley,AMC,0.20668277517008665,0.20668277517008665,0.22623795507151176,0.3111657732215499,0.23624709010420528,1.1498541832023486,0.5,0.3111657732215499,0.23624709010420528
Burnley,CB,0.04523468576441187,0.04523468576441187,0.047114836639092224,0.06810188203024581,0.04919927362852183,2.187337690782177,0.15,0.06810188203024581,0.04919927362852183
Burnley,DL,0.028017762328240638,0.028017762328240638,0.14614326205861408,0.0421813993528494,0.15260887762520026,1.0,0.0,0.0421813993528494,0.15260887762520026
Burnley,DM,0.04079258634313439,0.04079258634313439,0.0982385478535676,0.07240862648439045,0.14391042056251602,1.9694215322826132,0.1,0.07240862648439045,0.14391042056251602
Burnley,DR,0.02947182479118251,0.02947182479118251,0.10204745900276346,0.04437052454831573,0.10656220453509052,1.0,0.1,0.04437052454831573,0.10656220453509052
Burnley,FW,0.3618831725369059,0.3618831725369059,0.08216819427822711,0.5448236172832819,0.08580344881216863,1.037981530247542,0.7,0.5448236172832819,0.08580344881216863
Burnley,LW,0.11401990612189454,0.11401990612189454,0.20885776459842847,0.1852098882018191,0.2584646513929315,1.0,0.25,0.1852098882018191,0.2584646513929315
Burnley,MC,0.09027747272859749,0.09027747272859749,0.11891101844043546,0.13591485590883964,0.12417183526522164,2.5508443024740934,0.45,0.13591485590883964,0.12417183526522164
Burnley,RW,0.18616355090728043,0.18616355090728043,0.1681903019971027,0.3023974639474836,0.20813804962882437,1.0,0.2,0.3023974639474836,0.20813804962882437
Chelsea,AMC,0.1575026664441231,0.1575026664441231,0.18818490808732577,0.22192630529785004,0.19972212505515194,1.1246217049560028,0.3,0.22192630529785004,0.19972212505515194
Chelsea,CB,0.05798823827053266,0.05798823827053266,0.03874028134586665,0.0712313099335281,0.03136287204387061,2.1307066362427953,0.15,0.0712313099335281,0.03136287204387061
Chelsea,DL,0.040010938437833106,0.040010938437833106,0.0641112436454316,0.049148441849540994,0.05190237812352942,1.0,0.1,0.049148441849540994,0.05190237812352942
Chelsea,DM,0.04179918438878532,0.04179918438878532,0.1101723317368197,0.05889639055195073,0.11692676336482875,1.9718610095723585,0.15,0.05889639055195073,0.11692676336482875
