,GW,Val
0,26,99.27313040000361
1,27,72.56796843637655
2,28,72.23615587915606
3,29,72.37072759849842
4,30,73.85886154082195
5,31,67.76358574900145
6,32,71.53967714927248
7,33,68.18127379131437
