fpl_name,fpl_web_name,understat_player_name,match_score,matched_on,player_name,Matched_Pos_List,Matched_Pos_Pct_List,Test
David_Raya Martin,Raya,David Raya,90.0,name-relaxed,David Raya,['GK'],[1.0],1
Kepa_Arrizabalaga,Arrizabalaga,Kepa,90.0,name-relaxed,Kepa,['GK'],[1.0],1
Illan_Meslier,Meslier,Illan Meslier,100.0,name-strict,Illan Meslier,['GK'],[1.0],1
Gabriel_dos Santos Magalhães,Gabriel,Gabriel,90.0,name-relaxed,Gabriel,['CB'],[1.0],1
Jurriën_Timber,J.Timber,Jurriën Timber,100.0,name-strict,Jurriën Timber,"['DR', 'DL']","[0.9, 0.1]",1
William_Saliba,Saliba,William Saliba,100.0,name-strict,William Saliba,['CB'],[1.0],1
Myles_Lewis-Skelly,Lewis-Skelly,Myles Lewis-Skelly,100.0,name-strict,Myles Lewis-Skelly,"['DM', 'DL']","[0.6, 0.4]",1
Riccardo_Calafiori,Calafiori,Riccardo Calafiori,100.0,name-strict,Riccardo Calafiori,['DL'],[1.0],1
Piero_Hincapié,Hincapie,Piero Hincapié,100.0,name-strict,Piero Hincapié,"['DL', 'CB']","[0.875, 0.125]",1
Benjamin_White,White,Morgan Gibbs-White,90.0,web_name-relaxed,Morgan Gibbs-White,"['LW', 'AMC', 'FW']","[0.4444444444444444, 0.4444444444444444, 0.1111111111111111]",1
Cristhian_Mosquera,Mosquera,Cristhian Mosquera,100.0,name-strict,Cristhian Mosquera,"['CB', 'DR']","[0.9, 0.1]",1
Bukayo_Saka,Saka,Bukayo Saka,100.0,name-strict,Bukayo Saka,"['RW', 'AMC']","[0.875, 0.125]",1
Declan_Rice,Rice,Declan Rice,100.0,name-strict,Declan Rice,"['DM', 'MC']","[0.7, 0.3]",1
Eberechi_Eze,Eze,Eberechi Eze,100.0,name-strict,Eberechi Eze,"['AMC', 'LW', 'MC']","[0.625, 0.25, 0.125]",1
Martin_Ødegaard,Ødegaard,Martin Odegaard,96.55172413793103,name-strict,Martin Odegaard,['MC'],[1.0],1
Noni_Madueke,Madueke,Noni Madueke,100.0,name-strict,Noni Madueke,"['RW', 'LW']","[0.8571428571428571, 0.14285714285714285]",1
Mikel_Merino Zazón,Merino,Mikel Merino,90.0,name-relaxed,Mikel Merino,"['MC', 'FW']","[0.5, 0.5]",1
Gabriel_Martinelli Silva,Martinelli,Gabriel Martinelli,95.0,name-strict,Gabriel Martinelli,['LW'],[1.0],1
Martín_Zubimendi Ibáñez,Zubimendi,Martín Zubimendi,95.0,name-strict,Martín Zubimendi,"['DM', 'MC', 'DR']","[0.5714285714285714, 0.2857142857142857, 0.14285714285714285]",1
Max_Dowman,Dowman,Max Dowman,100.0,name-strict,Max Dowman,['AMC'],[1.0],1
Christian_Nørgaard,Nørgaard,Christian Nørgaard,100.0,name-strict,Christian Nørgaard,['DM'],[1.0],1
Ethan_Nwaneri,Nwaneri,Ethan Nwaneri,100.0,name-strict,Ethan Nwaneri,['AMC'],[1.0],1
Fábio_Ferreira Vieira,Fábio Vieira,Fábio Vieira,100.0,web_name-strict,Fábio Vieira,['MC'],[1.0],1
Reiss_Nelson,Nelson,Reiss Nelson,100.0,name-strict,Reiss Nelson,['SUB'],[1.0],1
Viktor_Gyökeres,Gyökeres,Viktor Gyokeres,100.0,name-strict,Viktor Gyokeres,['FW'],[1.0],1
Kai_Havertz,Havertz,Kai Havertz,100.0,name-strict,Kai Havertz,"['FW', 'AMC', 'MC']","[0.6666666666666666, 0.16666666666666666, 0.16666666666666666]",1
Gabriel_Fernando de Jesus,G.Jesus,Gabriel Jesus,100.0,name-strict,Gabriel Jesus,['FW'],[1.0],1
Emiliano_Martínez Romero,Martinez,Emiliano Martinez,95.0,name-strict,Emiliano Martinez,['GK'],[1.0],1
Marco_Bizot,M.Bizot,Marco Bizot,100.0,name-strict,Marco Bizot,['GK'],[1.0],1
Lucas_Digne,Digne,Lucas Digne,100.0,name-strict,Lucas Digne,['DL'],[1.0],1
Ezri_Konsa Ngoyo,Konsa,Ezri Konsa Ngoyo,100.0,name-strict,Ezri Konsa Ngoyo,['CB'],[1.0],1
Matty_Cash,Cash,Matthew Cash,90.0,web_name-relaxed,Matthew Cash,['DR'],[1.0],1
Tyrone_Mings,Mings,Tyrone Mings,100.0,name-strict,Tyrone Mings,['CB'],[1.0],1
Pau_Torres,Pau,Pau Torres,100.0,name-strict,Pau Torres,['CB'],[1.0],1
Lamare_Bogarde,Bogarde,Lamare Bogarde,100.0,name-strict,Lamare Bogarde,"['DM', 'DR']","[0.6666666666666666, 0.3333333333333333]",1
Ian_Maatsen,Maatsen,Ian Maatsen,100.0,name-strict,Ian Maatsen,['DL'],[1.0],1
Victor_Lindelöf,Lindelöf,Victor Lindelöf,100.0,name-strict,Victor Lindelöf,"['CB', 'DM']","[0.75, 0.25]",1
Andrés_García,A.García,Andrés García,100.0,name-strict,Andrés García,['DR'],[1.0],1
Kosta_Nedeljkovic,Nedeljkovic,Kosta Nedeljkovic,100.0,name-strict,Kosta Nedeljkovic,['SUB'],[1.0],1
Emiliano_Buendía Stati,Buendía,Emiliano Buendía,95.0,name-strict,Emiliano Buendía,"['LW', 'AMC']","[0.8, 0.2]",1
Evann_Guessand,Guessand,Evann Guessand,100.0,name-strict,Evann Guessand,['AMC'],[1.0],1
Leon_Bailey,Bailey,Leon Bailey,100.0,name-strict,Leon Bailey,['RW'],[1.0],1
John_McGinn,McGinn,John McGinn,100.0,name-strict,John McGinn,"['RW', 'AMC']","[0.6666666666666666, 0.3333333333333333]",1
Ross_Barkley,Barkley,Ross Barkley,100.0,name-strict,Ross Barkley,"['AMC', 'DM']","[0.7142857142857143, 0.2857142857142857]",1
Boubacar_Kamara,Kamara,Boubacar Kamara,100.0,name-strict,Boubacar Kamara,"['DM', 'MC']","[0.7, 0.3]",1
Amadou_Onana,Onana,Amadou Onana,100.0,name-strict,Amadou Onana,['DM'],[1.0],1
Samuel_Iling-Junior,Iling Jr,Unknown for understat,,no-match,,['SUB'],[1.0],1
Bradley_Burrowes,Burrowes,Bradley Burrowes,100.0,name-strict,Bradley Burrowes,['SUB'],[1.0],1
George_Hemmings,George Hemmings,George Hemmings,100.0,name-strict,George Hemmings,['SUB'],[1.0],1
Alysson_Edward Franco da Rocha dos Santos,Alysson,Alysson Edward,90.0,name-relaxed,Alysson Edward,['SUB'],[1.0],1
Johan_Manzambi,Manzambi,Unknown for understat,,no-match,,['AMC'],[1.0],1
Joao_Gomes,Gomes,João Gomes,100.0,name-strict,João Gomes,"['MC', 'DM']","[0.8888888888888888, 0.1111111111111111]",1
Ollie_Watkins,Watkins,Ollie Watkins,100.0,name-strict,Ollie Watkins,['FW'],[1.0],1
Tammy_Abraham,Abraham,Tammy Abraham,100.0,name-strict,Tammy Abraham,['FW'],[1.0],1
Đorđe_Petrović,Petrović,Djordje Petrovic,90.0,web_name-relaxed,Djordje Petrovic,['GK'],[1.0],1
Fraser_Forster,Forster,Fraser Forster,100.0,name-strict,Fraser Forster,['GK'],[1.0],1
Will_Dennis,Dennis,Emmanuel Dennis,90.0,web_name-relaxed,Emmanuel Dennis,"['AMC', 'LW']","[0.6666666666666666, 0.3333333333333333]",1
James_Hill,Hill,James Hill,100.0,name-strict,James Hill,['CB'],[1.0],1
Adrien_Truffert,Truffert,Adrien Truffert,100.0,name-strict,Adrien Truffert,['DL'],[1.0],1
Bafodé_Diakité,Diakité,Bafode Diakite,100.0,name-strict,Bafode Diakite,['CB'],[1.0],1
Veljko_Milosavljevic,Milosavljević,Veljko Milosavljevic,100.0,name-strict,Veljko Milosavljevic,['CB'],[1.0],1
Adam_Smith,Smith,Adam Smith,100.0,name-strict,Adam Smith,['DR'],[1.0],1
Julián_Araujo Zúñiga,J.Araujo,Julián Araujo,90.0,name-relaxed,Julián Araujo,['DR'],[1.0],1
Julio_Soler Barreto,Soler,Julio Soler,90.0,name-relaxed,Julio Soler,['SUB'],[1.0],1
Rayan_Vitor Simplício Rocha,Rayan,Rayan,90.0,name-relaxed,Rayan,"['RW', 'LW']","[0.8888888888888888, 0.1111111111111111]",1
Marcus_Tavernier,Tavernier,Marcus Tavernier,100.0,name-strict,Marcus Tavernier,"['LW', 'AMC', 'RW']","[0.8, 0.1, 0.1]",1
Alex_Scott,Scott,Alex Scott,100.0,name-strict,Alex Scott,"['DM', 'AMC']","[0.9, 0.1]",1
Justin_Kluivert,Kluivert,Justin Kluivert,100.0,name-strict,Justin Kluivert,['AMC'],[1.0],1
Lewis_Cook,Cook,Lewis Cook,100.0,name-strict,Lewis Cook,['DM'],[1.0],1
Ben_Gannon-Doak,Gannon-Doak,Unknown for understat,,no-match,,['SUB'],[1.0],1
Tyler_Adams,Adams,Tyler Adams,100.0,name-strict,Tyler Adams,['DM'],[1.0],1
David_Brooks,Brooks,David Brooks,100.0,name-strict,David Brooks,"['RW', 'LW']","[0.5, 0.5]",1
Ryan_Christie,Christie,Ryan Christie,100.0,name-strict,Ryan Christie,['DM'],[1.0],1
Alex_Tóth,Tóth.A,Alex Tóth,100.0,name-strict,Alex Tóth,"['DM', 'AMC']","[0.5, 0.5]",1
Amine_Adli,Adli,Amine Adli,100.0,name-strict,Amine Adli,['LW'],[1.0],1
Junior_Kroupi,Kroupi.Jr,Eli Junior Kroupi,95.0,name-strict,Eli Junior Kroupi,['AMC'],[1.0],1
Francisco_Evanilson de Lima Barbosa,Evanilson,Evanilson,90.0,name-relaxed,Evanilson,['FW'],[1.0],1
Enes_Ünal,Enes Ünal,Enes Ünal,100.0,name-strict,Enes Ünal,['SUB'],[1.0],1
Álvaro_Rodríguez,Rodríguez,Rodri,90.0,name-relaxed,Rodri,"['DM', 'MC']","[0.8, 0.2]",1
Caoimhín_Kelleher,Kelleher,Caoimhin Kelleher,100.0,name-strict,Caoimhin Kelleher,['GK'],[1.0],1
Hákon_Rafn Valdimarsson,Valdimarsson,Hákon Valdimarsson,95.0,name-strict,Hákon Valdimarsson,['GK'],[1.0],1
Nathan_Collins,Collins,Nathan Collins,100.0,name-strict,Nathan Collins,['CB'],[1.0],1
Sepp_van den Berg,Van den Berg,Sepp van den Berg,100.0,name-strict,Sepp van den Berg,['CB'],[1.0],1
Keane_Lewis-Potter,Lewis-Potter,Keane Lewis-Potter,100.0,name-strict,Keane Lewis-Potter,['DL'],[1.0],1
Kristoffer_Ajer,Ajer,Kristoffer Ajer,100.0,name-strict,Kristoffer Ajer,['CB'],[1.0],1
Michael_Kayode,Kayode,Michael Kayode,100.0,name-strict,Michael Kayode,['DR'],[1.0],1
Rico_Henry,Henry,Rico Henry,100.0,name-strict,Rico Henry,['DL'],[1.0],1
Aaron_Hickey,Hickey,Aaron Hickey,100.0,name-strict,Aaron Hickey,"['MC', 'DR', 'DL']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",1
Ethan_Pinnock,Pinnock,Ethan Pinnock,100.0,name-strict,Ethan Pinnock,['CB'],[1.0],1
Kim_Ji-soo,Ji-soo,Kim Ji-Soo,100.0,name-strict,Kim Ji-Soo,['SUB'],[1.0],1
Jannik_Schuster,Schuster,Unknown for understat,,no-match,,['SUB'],[1.0],1
Kevin_Schade,Schade,Kevin Schade,100.0,name-strict,Kevin Schade,"['LW', 'FW']","[0.7777777777777778, 0.2222222222222222]",1
Dango_Ouattara,O.Dango,Dango Ouattara,100.0,name-strict,Dango Ouattara,['RW'],[1.0],1
Mikkel_Damsgaard,Damsgaard,Mikkel Damsgaard,100.0,name-strict,Mikkel Damsgaard,"['AMC', 'LW', 'MC']","[0.6666666666666666, 0.2222222222222222, 0.1111111111111111]",1
Mathias_Jensen,Jensen,Mathias Jensen,100.0,name-strict,Mathias Jensen,"['DM', 'MC', 'AMC']","[0.5, 0.3, 0.2]",1
Vitaly_Janelt,Janelt,Vitaly Janelt,100.0,name-strict,Vitaly Janelt,['DM'],[1.0],1
Antoni_Milambo,Milambo,Antoni Milambo,100.0,name-strict,Antoni Milambo,['AMC'],[1.0],1
Fábio_Freitas Gouveia Carvalho,Carvalho,Fabio Carvalho,90.0,web_name-relaxed,Fabio Carvalho,['LW'],[1.0],1
Jordan_Henderson,Henderson,Jordan Henderson,100.0,name-strict,Jordan Henderson,"['DM', 'MC']","[0.8333333333333334, 0.16666666666666666]",1
Yehor_Yarmoliuk,Yarmoliuk,Yehor Yarmolyuk,93.33333333333333,name-relaxed,Yehor Yarmolyuk,"['DM', 'RW', 'MC']","[0.75, 0.125, 0.125]",1
Josh_Dasilva,Dasilva,Josh Dasilva,100.0,name-strict,Josh Dasilva,['SUB'],[1.0],1
Jaidon_Anthony,Anthony,Jaidon Anthony,100.0,name-strict,Jaidon Anthony,"['LW', 'AMC']","[0.9, 0.1]",1
Igor_Thiago Nascimento Rodrigues,Thiago,Rodri,90.0,name-relaxed,Rodri,"['FW']","[1]",1
Kaye_Furo,Furo,Kaye Furo,100.0,name-strict,Kaye Furo,['SUB'],[1.0],1
Callum_Wilson,Wilson,Callum Wilson,100.0,name-strict,Callum Wilson,['FW'],[1.0],1
Bart_Verbruggen,Verbruggen,Bart Verbruggen,100.0,name-strict,Bart Verbruggen,['GK'],[1.0],1
Carl_Rushworth,Rushworth,Unknown for understat,,no-match,,['SUB'],[1.0],1
Jason_Steele,Steele,Jason Steele,100.0,name-strict,Jason Steele,['GK'],[1.0],1
Ferdi_Kadıoğlu,F.Kadıoğlu,Ferdi Kadioglu,92.85714285714286,name-relaxed,Ferdi Kadioglu,"['DL', 'RW', 'DR']","[0.8, 0.1, 0.1]",1
Olivier_Boscagli,Boscagli,Olivier Boscagli,100.0,name-strict,Olivier Boscagli,"['CB', 'DL']","[0.875, 0.125]",1
Maxim_De Cuyper,De Cuyper,Maxim De Cuyper,100.0,name-strict,Maxim De Cuyper,"['DL', 'LW']","[0.75, 0.25]",1
Lewis_Dunk,Dunk,Lewis Dunk,100.0,name-strict,Lewis Dunk,['CB'],[1.0],1
Diego_Coppola,Coppola,Diego Coppola,100.0,name-strict,Diego Coppola,['CB'],[1.0],1
Igor_Julio dos Santos de Paulo,Igor,Igor Julio,90.0,name-relaxed,Igor Julio,"['CB', 'DL']","[0.6666666666666666, 0.3333333333333333]",1
João_Pedro Loureiro da Costa,Costinha,João Pedro,90.0,name-relaxed,João Pedro,['DM'],[1.0],1
Michael_Svoboda,Svoboda,Unknown for understat,,no-match,,['SUB'],[1.0],1
Mitoma_Kaoru,Mitoma,Kaoru Mitoma,95.0,name-strict,Kaoru Mitoma,['LW'],[1.0],1
Yankuba_Minteh,Minteh,Yankuba Minteh,100.0,name-strict,Yankuba Minteh,"['LW', 'RW']","[0.625, 0.375]",1
Jack_Hinshelwood,Hinshelwood,Jack Hinshelwood,100.0,name-strict,Jack Hinshelwood,['AMC'],[1.0],1
Pascal_Groß,Groß,Pascal Groß,100.0,name-strict,Pascal Groß,['DM'],[1.0],1
Georginio_Rutter,Georginio,Georginio Rutter,100.0,name-strict,Georginio Rutter,"['FW', 'AMC']","[0.6666666666666666, 0.3333333333333333]",1
Matt_O'Riley,O'Riley,Matt O&#039;Riley,95.0,name-strict,Matt O&#039;Riley,['AMC'],[1.0],1
Diego_Gómez Amarilla,Gomez,Diego Gómez,90.0,name-relaxed,Diego Gómez,['RW'],[1.0],1
Facundo_Buonanotte,Buonanotte,Facundo Buonanotte,100.0,name-strict,Facundo Buonanotte,"['AMC', 'RW']","[0.5, 0.5]",1
Yasin_Ayari,Ayari,Yasin Ayari,100.0,name-strict,Yasin Ayari,"['DM', 'MC']","[0.5, 0.5]",1
Mats_Wieffer,Wieffer,Mats Wieffer,100.0,name-strict,Mats Wieffer,['DR'],[1.0],1
Carlos_Baleba,Baleba,Carlos Baleba,100.0,name-strict,Carlos Baleba,['DM'],[1.0],1
Harry_Howell,Howell,Harry Howell,100.0,name-strict,Harry Howell,['RW'],[1.0],1
Tom_Watson,Watson,Tom Watson,100.0,name-strict,Tom Watson,['SUB'],[1.0],1
Nehemiah_Oriola,Oriola,Nehemiah Oriola,100.0,name-strict,Nehemiah Oriola,['SUB'],[1.0],1
Zadok_Yohanna,Yohanna,Unknown for understat,,no-match,,['SUB'],[1.0],1
Danny_Welbeck,Welbeck,Danny Welbeck,100.0,name-strict,Danny Welbeck,['FW'],[1.0],1
Stefanos_Tzimas,Tzimas,Stefanos Tzimas,100.0,name-strict,Stefanos Tzimas,['FW'],[1.0],1
Charalampos_Kostoulas,Kostoulas,Charalampos Kostoulas,100.0,name-strict,Charalampos Kostoulas,['FW'],[1.0],1
Evan_Ferguson,Ferguson,Evan Ferguson,100.0,name-strict,Evan Ferguson,['FW'],[1.0],1
Pascal_Struijk,Struijk,Pascal Struijk,100.0,name-strict,Pascal Struijk,['CB'],[1.0],1
Luka_Vušković,Vuskovic,Unknown for understat,,no-match,,['CB'],[1.0],1
Morgan_Rogers,Rogers,Morgan Rogers,100.0,name-strict,Morgan Rogers,"['LW', 'AMC', 'RW']","[0.6, 0.3, 0.1]",1
Robert_Sánchez,Sánchez,Robert Sánchez,100.0,name-strict,Robert Sánchez,['GK'],[1.0],1
Filip_Jörgensen,Jörgensen,Filip Jorgensen,100.0,name-strict,Filip Jorgensen,['GK'],[1.0],1
Reece_James,James,Reece James,100.0,name-strict,Reece James,"['DR', 'DM', 'MC']","[0.6666666666666666, 0.16666666666666666, 0.16666666666666666]",1
Trevoh_Chalobah,Chalobah,Trevoh Chalobah,100.0,name-strict,Trevoh Chalobah,['CB'],[1.0],1
Malo_Gusto,Gusto,Malo Gusto,100.0,name-strict,Malo Gusto,"['DR', 'RW']","[0.8888888888888888, 0.1111111111111111]",1
Wesley_Fofana,Fofana,Wesley Fofana,100.0,name-strict,Wesley Fofana,['CB'],[1.0],1
Benoît_Badiashile Mukinayi,B.Badiashile,Benoit Badiashile Mukinayi,100.0,name-strict,Benoit Badiashile Mukinayi,['CB'],[1.0],1
Tosin_Adarabioyo,Tosin,Tosin Adarabioyo,100.0,name-strict,Tosin Adarabioyo,['CB'],[1.0],1
Jorrel_Hato,Hato,Jorrel Hato,100.0,name-strict,Jorrel Hato,"['CB', 'DL']","[0.5555555555555556, 0.4444444444444444]",1
Levi_Colwill,Colwill,Levi Colwill,100.0,name-strict,Levi Colwill,['CB'],[1.0],1
Mamadou_Sarr,M.Sarr,Mamadou Sarr,100.0,name-strict,Mamadou Sarr,['CB'],[1.0],1
Josh_Acheampong,Acheampong,Josh Acheampong,100.0,name-strict,Josh Acheampong,"['DR', 'CB']","[0.5, 0.5]",1
Marco_Palestra,Palestra,Unknown for understat,,no-match,,['DL'],[1.0],1
Axel_Disasi,Disasi,Axel Disasi,100.0,name-strict,Axel Disasi,['CB'],[1.0],1
Cole_Palmer,Palmer,Cole Palmer,100.0,name-strict,Cole Palmer,"['RW', 'AMC', 'LW']","[0.5, 0.4, 0.1]",1
Enzo_Fernández,Enzo,Enzo Fernández,100.0,name-strict,Enzo Fernández,"['AMC', 'MC', 'LW', 'DM']","[0, 0.5, 0, 0.5]",1
Pedro_Lomba Neto,Neto,Neto,90.0,name-relaxed,Neto,['GK'],[1.0],1
Estêvão_Almeida de Oliveira Gonçalves,Estêvão,Estêvão,90.0,name-relaxed,Estêvão,['RW'],[1.0],1
Jamie_Bynoe-Gittens,Gittens,Jamie Bynoe-Gittens,100.0,name-strict,Jamie Bynoe-Gittens,"['LW', 'RW']","[0.6666666666666666, 0.3333333333333333]",1
Moisés_Caicedo Corozo,Caicedo,Moisés Caicedo,90.0,name-relaxed,Moisés Caicedo,"['DM', 'MC']","[0.7, 0.3]",1
Alejandro_Garnacho,Garnacho,Alejandro Garnacho,100.0,name-strict,Alejandro Garnacho,['LW'],[1.0],1
Roméo_Lavia,Lavia,Romeo Lavia,100.0,name-strict,Romeo Lavia,"['DM', 'MC']","[0.75, 0.25]",1
Dário_Luís Essugo,D.Essugo,Dário Essugo,95.0,name-strict,Dário Essugo,['SUB'],[1.0],1
Geovany_Quenda,Quenda,Unknown for understat,,no-match,,['SUB'],[1.0],1
João_Pedro Junqueira de Jesus,João Pedro,João Pedro,90.0,name-relaxed,João Pedro,['FW'],[1.0],1
Nicolas_Jackson,N.Jackson,Nicolas Jackson,100.0,name-strict,Nicolas Jackson,['FW'],[1.0],1
Liam_Delap,Delap,Liam Delap,100.0,name-strict,Liam Delap,['FW'],[1.0],1
Marc_Guiu Paz,Marc Guiu,Marc Guiu,95.0,name-strict,Marc Guiu,['FW'],[1.0],1
Shumaira_Mheuka,Mheuka,Shumaira Mheuka,100.0,name-strict,Shumaira Mheuka,['SUB'],[1.0],1
Emmanuel_Emegha,Emegha,Unknown for understat,,no-match,,['SUB'],[1.0],1
Frank_Onyeka,Onyeka,Frank Onyeka,100.0,name-strict,Frank Onyeka,['DM'],[1.0],1
Oliver_Dovin,Dovin,Unknown for understat,,no-match,,['SUB'],[1.0],1
Ben_Wilson,Wilson,Callum Wilson,90.0,web_name-relaxed,Callum Wilson,['FW'],[1.0],1
Bobby_Thomas,Thomas,Thomas Partey,90.0,web_name-relaxed,Thomas Partey,"['CB', 'DM', 'DR']","[0.99, 0.0, 0.0]",1
Liam_Kitching,Kitching,Unknown for understat,,no-match,,['CB'],[1.0],1
Milan_van Ewijk,van Ewijk,Unknown for understat,,no-match,,['DR'],[1.0],1
Jay_Dasilva,Dasilva,Josh Dasilva,90.0,web_name-relaxed,Josh Dasilva,['DL'],[1.0],1
Kaine_Kesler-Hayden,Kesler-Hayden,Unknown for understat,,no-match,,['SUB'],[1.0],1
Jake_Bidwell,Bidwell,Unknown for understat,,no-match,,['SUB'],[1.0],1
Joel_Latibeaudiere,Latibeaudiere,Unknown for understat,,no-match,,['SUB'],[1.0],1
Luke_Woolfenden,Woolfenden,Luke Woolfenden,100.0,name-strict,Luke Woolfenden,['CB'],[1.0],1
Miguel_Brau,Brau,Unknown for understat,,no-match,,['SUB'],[1.0],1
Aurèle_Amenda,Amenda,Unknown for understat,,no-match,,['SUB'],[1.0],1
Jack_Rudoni,Rudoni,Unknown for understat,,no-match,,['SUB'],[1.0],1
Matt_Grimes,Grimes,Unknown for understat,,no-match,,['DM'],[1.0],1
Tatsuhiro_Sakamoto,Sakamoto,Unknown for understat,,no-match,,['SUB'],[1.0],1
Ephron_Mason-Clark,Mason-Clark,Unknown for understat,,no-match,,['LW'],[1.0],1
Josh_Eccles,Eccles,Unknown for understat,,no-match,,['AMC'],[1.0],1
Victor_Torp,Torp,Unknown for understat,,no-match,,['SUB'],[1.0],1
George_Shepherd,Shepherd,Unknown for understat,,no-match,,['SUB'],[1.0],1
Loum_Tchaouna,Tchaouna,Loum Tchaouna,100.0,name-strict,Loum Tchaouna,['RW'],[1.0],1
Raphael_Borges Rodrigues,Borges Rodrigues,Rodri,90.0,name-relaxed,Rodri,"['DM', 'MC']","[0.8, 0.2]",1
Kaine_Andrews,Andrews,André,90.0,name-relaxed,André,"['MC', 'DM']","[0.9, 0.1]",1
Haji_Wright,Wright,Unknown for understat,,no-match,,['FW'],[1.0],1
Brandon_Thomas-Asante,Thomas-Asante,Unknown for understat,,no-match,,['RW'],[1.0],1
Ellis_Simms,Simms,Ellis Simms,100.0,name-strict,Ellis Simms,['FW'],[1.0],1
Jahnoah_Markelo,Markelo,Unknown for understat,,no-match,,['SUB'],[1.0],1
Norman_Bassette,Bassette,Unknown for understat,,no-match,,['SUB'],[1.0],1
Dean_Henderson,Henderson,Dean Henderson,100.0,name-strict,Dean Henderson,['GK'],[1.0],1
Walter_Benítez,Benitez,Walter Benítez,100.0,name-strict,Walter Benítez,['GK'],[1.0],1
Maxence_Lacroix,Lacroix,Maxence Lacroix,100.0,name-strict,Maxence Lacroix,['CB'],[1.0],1
Daniel_Muñoz,Muñoz,Daniel Muñoz,100.0,name-strict,Daniel Muñoz,['DR'],[1.0],1
Chris_Richards,Richards,Chris Richards,100.0,name-strict,Chris Richards,['CB'],[1.0],1
Jaydee_Canvot,Canvot,Jaydee Canvot,100.0,name-strict,Jaydee Canvot,['CB'],[1.0],1
Tyrick_Mitchell,Mitchell,Tyrick Mitchell,100.0,name-strict,Tyrick Mitchell,['DL'],[1.0],1
Borna_Sosa,Sosa,Borna Sosa,100.0,name-strict,Borna Sosa,['SUB'],[1.0],1
Chadi_Riad Dnanou,Chadi Riad,Chadi Riad,90.0,name-relaxed,Chadi Riad,['CB'],[1.0],1
Oscar_Mingueza,Mingueza,Unknown for understat,,no-match,,['SUB'],[1.0],1
Ismaïla_Sarr,Sarr,Ismaila Sarr,100.0,name-strict,Ismaila Sarr,['AMC'],[1.0],1
Brennan_Johnson,Johnson,Brennan Johnson,100.0,name-strict,Brennan Johnson,"['AMC', 'RW', 'DR']","[0.5, 0.375, 0.125]",1
Adam_Wharton,Wharton,Adam Wharton,100.0,name-strict,Adam Wharton,['MC'],[1.0],1
Yéremy_Pino Santos,Yeremy,Unknown for understat,,no-match,,['SUB'],[1.0],1
Will_Hughes,Hughes,Will Hughes,100.0,name-strict,Will Hughes,['MC'],[1.0],1
Jefferson_Lerma Solís,Lerma,Jefferson Lerma,95.0,name-strict,Jefferson Lerma,"['MC', 'CB']","[0.625, 0.375]",1
Daichi_Kamada,Kamada,Daichi Kamada,100.0,name-strict,Daichi Kamada,['MC'],[1.0],1
Justin_Devenny,Devenny,Justin Devenny,100.0,name-strict,Justin Devenny,"['AMC', 'DR', 'DL']","[0.5, 0.3333333333333333, 0.16666666666666666]",1
Romain_Esse,Esse,Romain Esse,100.0,name-strict,Romain Esse,['AMC'],[1.0],1
Matheus_França de Oliveira,M.França,Matheus França,90.0,name-relaxed,Matheus França,['LW'],[1.0],1
Cheick_Doucouré,Doucouré,Cheick Oumar Doucoure,95.0,name-strict,Cheick Oumar Doucoure,['MC'],[1.0],1
Jesurun_Rak-Sakyi,J.Rak-Sakyi,Jesurun Rak-Sakyi,100.0,name-strict,Jesurun Rak-Sakyi,['SUB'],[1.0],1
Rio_Cardines,Cardines,Rio Cardines,100.0,name-strict,Rio Cardines,['DL'],[1.0],1
Joél_Drakes-Thomas,Drakes-Thomas,Joél Drakes-Thomas,100.0,name-strict,Joél Drakes-Thomas,['SUB'],[1.0],1
Jørgen_Strand Larsen,Strand Larsen,Jørgen Strand Larsen,100.0,name-strict,Jørgen Strand Larsen,['FW'],[1.0],1
Jean-Philippe_Mateta,Mateta,Jean-Philippe Mateta,100.0,name-strict,Jean-Philippe Mateta,['FW'],[1.0],1
Eddie_Nketiah,Nketiah,Eddie Nketiah,100.0,name-strict,Eddie Nketiah,['AMC'],[1.0],1
Christantus_Uche,Uche,Christantus Uche,100.0,name-strict,Christantus Uche,['SUB'],[1.0],1
Remi_Matthews,Matthews,Remi Matthews,100.0,name-strict,Remi Matthews,['SUB'],[1.0],1
Jordan_Pickford,Pickford,Jordan Pickford,100.0,name-strict,Jordan Pickford,['GK'],[1.0],1
Mark_Travers,Travers,Mark Travers,100.0,name-strict,Mark Travers,['GK'],[1.0],1
Tom_King,King,Tom King,100.0,name-strict,Tom King,['SUB'],[1.0],1
James_Tarkowski,Tarkowski,James Tarkowski,100.0,name-strict,James Tarkowski,['CB'],[1.0],1
Jarrad_Branthwaite,Branthwaite,Jarrad Branthwaite,100.0,name-strict,Jarrad Branthwaite,"['CB', 'DL']","[0.7142857142857143, 0.2857142857142857]",1
Michael_Keane,Keane,Michael Keane,100.0,name-strict,Michael Keane,['CB'],[1.0],1
Jake_O'Brien,O'Brien,Jake O&#039;Brien,95.0,name-strict,Jake O&#039;Brien,"['DR', 'CB']","[0.9, 0.1]",1
Vitalii_Mykolenko,Mykolenko,Vitalii Mykolenko,100.0,name-strict,Vitalii Mykolenko,['DL'],[1.0],1
Nathan_Patterson,Patterson,Nathan Patterson,100.0,name-strict,Nathan Patterson,"['DR', 'DL']","[0.8333333333333334, 0.16666666666666666]",1
