fpl_name,fpl_web_name,understat_player_name,match_score,matched_on,player_name,Matched_Pos_List,Matched_Pos_Pct_List,Test
Adam_Aznou,Aznou,Unknown for understat,,no-match,,['SUB'],[1.0],1
Kiernan_Dewsbury-Hall,Dewsbury-Hall,Kiernan Dewsbury-Hall,100.0,name-strict,Kiernan Dewsbury-Hall,"['AMC', 'LW']","[0.9, 0.1]",1
Iliman_Ndiaye,Ndiaye,Iliman Ndiaye,100.0,name-strict,Iliman Ndiaye,"['LW', 'AMC']","[0.9, 0.1]",1
James_Garner,Garner,James Garner,100.0,name-strict,James Garner,"['DM', 'DR']","[0.9, 0.1]",1
Tim_Iroegbunam,Iroegbunam,Tim Iroegbunam,100.0,name-strict,Tim Iroegbunam,['DM'],[1.0],1
Dwight_McNeil,McNeil,Dwight McNeil,100.0,name-strict,Dwight McNeil,['RW'],[1.0],1
Tyrique_George,George,Tyrique George,100.0,name-strict,Tyrique George,['LW'],[1.0],1
Carlos_Alcaraz Durán,Alcaraz,Carlos Alcaraz,95.0,name-strict,Carlos Alcaraz,['AMC'],[1.0],1
Harrison_Armstrong,Armstrong,Harrison Armstrong,100.0,name-strict,Harrison Armstrong,"['LW', 'AMC', 'RW']","[0.4, 0.4, 0.2]",1
Tyler_Dibling,Dibling,Tyler Dibling,100.0,name-strict,Tyler Dibling,['RW'],[1.0],1
Merlin_Röhl,Röhl,Merlin Röhl,100.0,name-strict,Merlin Röhl,"['RW', 'DM', 'AMC']","[0.6666666666666666, 0.16666666666666666, 0.16666666666666666]",1
Hayden_Hackney,Hackney,Unknown for understat,,no-match,,['SUB'],[1.0],1
Norberto_Bercique Gomes Betuncal,Beto,Beto,100.0,web_name-strict,Beto,['FW'],[1.0],1
Thierno_Barry,Barry,Thierno Barry,100.0,name-strict,Thierno Barry,['FW'],[1.0],1
Bernd_Leno,Leno,Bernd Leno,100.0,name-strict,Bernd Leno,['GK'],[1.0],1
Benjamin_Lecomte,Lecomte,Unknown for understat,,no-match,,['SUB'],[1.0],1
Alfie_McNally,McNally,Unknown for understat,,no-match,,['SUB'],[1.0],1
Joachim_Andersen,Andersen,Joachim Andersen,100.0,name-strict,Joachim Andersen,['CB'],[1.0],1
Antonee_Robinson,Robinson,Antonee Robinson,100.0,name-strict,Antonee Robinson,['DL'],[1.0],1
Jorge_Cuenca Barreno,J.Cuenca,Jorge Cuenca,90.0,name-relaxed,Jorge Cuenca,['CB'],[1.0],1
Kenny_Tete,Tete,Kenny Tete,100.0,name-strict,Kenny Tete,['DR'],[1.0],1
Calvin_Bassey,Bassey,Calvin Bassey,100.0,name-strict,Calvin Bassey,['CB'],[1.0],1
Timothy_Castagne,Castagne,Timothy Castagne,100.0,name-strict,Timothy Castagne,['DR'],[1.0],1
Alex_Iwobi,Iwobi,Alex Iwobi,100.0,name-strict,Alex Iwobi,"['DM', 'LW']","[0.7, 0.3]",1
Emile_Smith Rowe,Smith Rowe,Emile Smith-Rowe,100.0,name-strict,Emile Smith-Rowe,['AMC'],[1.0],1
Kevin_Santos Lopes de Macedo,Kevin,Kevin,90.0,name-relaxed,Kevin,['LW'],[1.0],1
Oscar_Bobb,Bobb,Oscar Bobb,100.0,name-strict,Oscar Bobb,"['LW', 'RW']","[0.6, 0.4]",1
Sander_Berge,Berge,Sander Berge,100.0,name-strict,Sander Berge,['DM'],[1.0],1
Tom_Cairney,Cairney,Tom Cairney,100.0,name-strict,Tom Cairney,['DM'],[1.0],1
Saša_Lukić,Lukić,Sasa Lukic,100.0,name-strict,Sasa Lukic,"['DM', 'MC']","[0.8571428571428571, 0.14285714285714285]",1
Josh_King,King,Joshua King,90.0,name-relaxed,Joshua King,['AMC'],[1.0],1
Ryan_Sessegnon,Sessegnon,Ryan Sessegnon,100.0,name-strict,Ryan Sessegnon,['DL'],[1.0],1
Harrison_Reed,Reed,Harrison Reed,100.0,name-strict,Harrison Reed,['DM'],[1.0],1
Rodrigo_Muniz Carvalho,Muniz,Rodrigo,90.0,name-relaxed,Rodrigo,"['FW', 'RW', 'AMC']","[0.5, 0.3333333333333333, 0.16666666666666666]",1
Jonah_Kusi-Asare,Kusi-Asare,Jonah Kusi-Asare,100.0,name-strict,Jonah Kusi-Asare,['SUB'],[1.0],1
Dillon_Phillips,Phillips,Nathaniel Phillips,90.0,web_name-relaxed,Nathaniel Phillips,['CB'],[1.0],1
Jack_Butland,Butland,Unknown for understat,,no-match,,['SUB'],[1.0],1
Harvey_Cartwright,Cartwright,Unknown for understat,,no-match,,['SUB'],[1.0],1
Thimothée_Lo-Tutala,Lo-Tutala,Unknown for understat,,no-match,,['SUB'],[1.0],1
John_Egan,Egan,John Egan,100.0,name-strict,John Egan,['CB'],[1.0],1
Charlie_Hughes,Hughes,Will Hughes,90.0,web_name-relaxed,Will Hughes,['CB'],[1.0],1
Semi_Ajayi,Ajayi,Unknown for understat,,no-match,,['CB'],[1.0],1
Lewie_Coyle,Coyle,Unknown for understat,,no-match,,['DR'],[1.0],1
Cody_Drameh,Drameh,Cody Drameh,100.0,name-strict,Cody Drameh,['DR'],[1.0],1
Ryan_Giles,Giles,Ryan John Giles,90.0,manual-corrected,Ryan John Giles,['DL'],[1.0],1
Matty_Jacob,Jacob,Matty Jacob,90.0,manual-corrected,Matty Jacob,['DL'],[1.0],1
Cathal_McCarthy,McCarthy,Cathal McCarthy,90.0,manual-corrected,Cathal McCarthy,['DC'],[1.0],1
Paddy_McNair,McNair,Paddy McNair,90.0,manual-corrected,Paddy McNair,['DC'],[1.0],1
Mohamed_Belloumi,Belloumi,Mohamed Belloumi,90.0,manual-corrected,Mohamed Belloumi,['RW'],[1.0],1
Liam_Millar,Millar,Liam Millar,90.0,manual-corrected,Liam Millar,['LW'],[1.0],1
Kieran_Dowell,Dowell,Kieran Dowell,90.0,manual-corrected,Kieran Dowell,['AMC'],[1.0],1
Matt_Crooks,Crooks,Matt Crooks,90.0,manual-corrected,Matt Crooks,['AMC'],[1.0],1
Regan_Slater,Slater,Regan Slater,90.0,manual-corrected,Regan Slater,['MC'],[1.0],1
Eliot_Matazo,Matazo,Eliot Matazo,90.0,manual-corrected,Eliot Matazo,['MC'],[1.0],1
Abdülkadir_Ömür,Ömür,Abdülkadir Ömür,90.0,manual-corrected,Abdülkadir Ömür,['AMC'],[1.0],1
Abu_Kamara,Kamara,Abu Kamara,90.0,manual-corrected,Abu Kamara,['RW'],[1.0],1
Óscar_Zambrano,Zambrano,Óscar Zambrano,90.0,manual-corrected,Óscar Zambrano,['DM'],[1.0],1
Oli_McBurnie,McBurnie,Oliver McBurnie,90.0,manual-corrected,Oliver McBurnie,['FW'],[1.0],1
David_Akintola,Akintola,David Akintola,90.0,manual-corrected,David Akintola,['RW'],[1.0],1
Darko_Gyabi,Gyabi,Darko Gyabi,100.0,name-strict,Darko Gyabi,['MC'],[1.0],1
Enis_Destan,Destan,Enis Destan,90.0,manual-corrected,Enis Destan,['FW'],[1.0],1
Mason_Burstow,Burstow,Mason Burstow,100.0,name-strict,Mason Burstow,['FW'],[1.0],1
Issa_Diop,Diop,Issa Diop,100.0,name-strict,Issa Diop,['CB'],[1.0],1
Christian_Walton,Walton,Christian Walton,100.0,name-strict,Christian Walton,['GK'],[1.0],1
Alex_Palmer,Palmer,Alex Palmer,100.0,name-strict,Alex Palmer,['GK'],[1.0],1
David_Button,Button,Unknown for understat,,no-match,,['GK'],[1.0],1
Cédric_Kipré,Kipré,Unknown for understat,,no-match,,['DC'],[1.0],1
Dara_O'Shea,O'Shea,Dara O&#039;Shea,95.0,name-strict,Dara O&#039;Shea,"['CB', 'DR']","[0.7, 0.3]",1
Leif_Davis,Davis,Leif Davis,100.0,name-strict,Leif Davis,['DL'],[1.0],1
Jacob_Greaves,Greaves,Jacob Greaves,100.0,name-strict,Jacob Greaves,"['CB', 'DL']","[0.7, 0.3]",1
Ben_Johnson,Johnson,Ben Johnson,100.0,name-strict,Ben Johnson,['RW'],[1.0],1
Darnell_Furlong,Furlong,Unknown for understat,,no-match,,['DR'],[1.0],1
Marcelino_Núñez,Núñez,Darwin Núñez,90.0,web_name-relaxed,Darwin Núñez,['FW'],[1.0],1
Azor_Matusiwa,Matusiwa,Unknown for understat,,no-match,,['DM'],[1.0],1
Wes_Burns,Burns,Wes Burns,100.0,name-strict,Wes Burns,['RW'],[1.0],1
Jack_Taylor,Taylor,Jack Taylor,100.0,name-strict,Jack Taylor,"['DM', 'MC']","[0.6666666666666666, 0.3333333333333333]",1
Jack_Clarke,Clarke,Jack Clarke,100.0,name-strict,Jack Clarke,['LW'],[1.0],1
Chiedozie_Ogbene,Ogbene,Chiedozie Ogbene,100.0,name-strict,Chiedozie Ogbene,"['RW', 'DR', 'AMC']","[0.42857142857142855, 0.2857142857142857, 0.2857142857142857]",1
Abdul_Fatawu,Fatawu,Abdul Fatawu,100.0,name-strict,Abdul Fatawu,"['RW', 'LW', 'DR']","[0.6, 0.2, 0.2]",1
Emersonn_Correia da Silva,Emersonn,Emerson,90.0,name-relaxed,Emerson,['DL'],[1.0],1
George_Hirst,Hirst,George Hirst,100.0,name-strict,George Hirst,['FW'],[1.0],1
Jaden_Philogene,Philogene,Jaden Philogene-Bidace,95.0,name-strict,Jaden Philogene-Bidace,"['RW', 'DR', 'LW']","[0.6, 0.2, 0.2]",1
Sam_Szmodics,Szmodics,Sammie Szmodics,90.0,web_name-relaxed,Sammie Szmodics,"['LW', 'RW']","[0.8571428571428571, 0.14285714285714285]",1
Chuba_Akpom,Akpom,Unknown for understat,,no-match,,['SUB'],[1.0],1
Sindre_Walle Egeli,Walle Egeli,Unknown for understat,,no-match,,['SUB'],[1.0],1
Ali_Al-Hamadi,Al-Hamadi,Ali Al-Hamadi,100.0,name-strict,Ali Al-Hamadi,['SUB'],[1.0],1
Kasey_McAteer,McAteer,Kasey McAteer,100.0,name-strict,Kasey McAteer,['RW'],[1.0],1
Anis_Mehmeti,Mehmeti,Unknown for understat,,no-match,,['SUB'],[1.0],1
Kayne_van Oevelen,van Oevelen,Unknown for understat,,no-match,,['SUB'],[1.0],1
Harry_Wilson,Wilson,Harry Wilson,100.0,name-strict,Harry Wilson,['RW'],[1.0],1
Lucas_Estella Perri,Perri,Lucas Perri,90.0,web_name-relaxed,Lucas Perri,['GK'],[1.0],1
Jaka_Bijol,Bijol,Jaka Bijol,100.0,name-strict,Jaka Bijol,['CB'],[1.0],1
Joe_Rodon,Rodon,Joe Rodon,100.0,name-strict,Joe Rodon,['CB'],[1.0],1
Jayden_Bogle,Bogle,Jayden Bogle,100.0,name-strict,Jayden Bogle,"['DR', 'RW']","[0.7777777777777778, 0.2222222222222222]",1
Gabriel_Gudmundsson,Gudmundsson,Gabriel Gudmundsson,100.0,name-strict,Gabriel Gudmundsson,"['DL', 'LW']","[0.9, 0.1]",1
James_Justin,Justin,James Justin,100.0,name-strict,James Justin,"['DL', 'CB', 'LW', 'RW', 'DR']","[0.4, 0.3, 0.1, 0.1, 0.1]",1
Sebastiaan_Bornauw,Bornauw,Sebastiaan Bornauw,100.0,name-strict,Sebastiaan Bornauw,['CB'],[1.0],1
Tarik_Muharemović,Muharemović,Unknown for understat,,no-match,,['CB'],[1.0],1
Anton_Stach,Stach,Anton Stach,100.0,name-strict,Anton Stach,"['MC', 'RW', 'AMC']","[0.6, 0.2, 0.2]",1
Noah_Okafor,Okafor,Noah Okafor,100.0,name-strict,Noah Okafor,"['AMC', 'FW']","[0.6666666666666666, 0.3333333333333333]",1
Brenden_Aaronson,Aaronson,Brenden Aaronson,100.0,name-strict,Brenden Aaronson,"['AMC', 'FW', 'MC', 'LW']","[0.5555555555555556, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111]",1
Ethan_Ampadu,Ampadu,Ethan Ampadu,100.0,name-strict,Ethan Ampadu,['MC'],[1.0],1
Sean_Longstaff,Longstaff,Sean Longstaff,100.0,name-strict,Sean Longstaff,['SUB'],[1.0],1
Joe_Gelhardt,Gelhardt,Joe Gelhardt,100.0,name-strict,Joe Gelhardt,['FW'],[1.0],1
Wilfried_Gnonto,Gnonto,Wilfried Gnonto,100.0,name-strict,Wilfried Gnonto,['SUB'],[1.0],1
Jack_Harrison,Harrison,Jack Harrison,100.0,name-strict,Jack Harrison,['LW'],[1.0],1
Daniel_James,James,Daniel James,100.0,name-strict,Daniel James,"['DR', 'RW']","[0.6666666666666666, 0.3333333333333333]",1
Ilia_Gruev,Gruev,Ilia Gruev,100.0,name-strict,Ilia Gruev,['MC'],[1.0],1
Tanaka_Ao,Tanaka,Ao Tanaka,95.0,name-strict,Ao Tanaka,['MC'],[1.0],1
Dominic_Calvert-Lewin,Calvert-Lewin,Dominic Calvert-Lewin,100.0,name-strict,Dominic Calvert-Lewin,['FW'],[1.0],1
Lukas_Nmecha,Nmecha,Lukas Nmecha,100.0,name-strict,Lukas Nmecha,['FW'],[1.0],1
Joël_Piroe,Piroe,Joël Piroe,100.0,name-strict,Joël Piroe,['SUB'],[1.0],1
Mateo_Joseph Fernández-Regatillo,Mateo Joseph,Mateo Joseph,90.0,name-relaxed,Mateo Joseph,['SUB'],[1.0],1
Alisson_Ramses Becker,A.Becker,Alisson,90.0,name-relaxed,Alisson,['GK'],[1.0],1
Giorgi_Mamardashvili,Mamardashvili,Giorgi Mamardashvili,100.0,name-strict,Giorgi Mamardashvili,['GK'],[1.0],1
Freddie_Woodman,Woodman,Freddie Woodman,100.0,name-strict,Freddie Woodman,['GK'],[1.0],1
Armin_Pecsi,Pecsi,Unknown for understat,,no-match,,['SUB'],[1.0],1
Vitezslav_Jaros,Jaros,Vítezslav Jaros,100.0,name-strict,Vítezslav Jaros,['SUB'],[1.0],1
Harvey_Davies,Davies,Ben Davies,90.0,web_name-relaxed,Ben Davies,"['CB', 'DL']","[0.7142857142857143, 0.2857142857142857]",1
